Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
13,Abilene Christian,14,2015-01-04,,Central Arkansas,W,87,70,29,54,0.537,11,18,0.611,18,22,0.818,7,29,16,7,0,14,19,24.0,51.0,0.471,6.0,16.0,0.375,16.0,20.0,0.8,5.0,25.0,11.0,7.0,3.0,16.0,20.0
14,Abilene Christian,15,2015-01-10,,Nicholls State,W,71,54,22,58,0.379,9,25,0.36,18,21,0.857,9,38,11,7,3,15,15,20.0,57.0,0.351,3.0,18.0,0.167,11.0,18.0,0.611,11.0,33.0,5.0,7.0,5.0,13.0,15.0
15,Abilene Christian,16,2015-01-13,@,Northwestern State,W,95,81,34,59,0.576,16,27,0.593,11,12,0.917,5,27,17,6,0,9,23,27.0,57.0,0.474,7.0,18.0,0.389,20.0,24.0,0.833,7.0,25.0,10.0,2.0,3.0,9.0,15.0
16,Abilene Christian,17,2015-01-17,,Stephen F. Austin,L,64,82,21,54,0.389,8,16,0.5,14,17,0.824,6,21,15,4,2,11,17,35.0,59.0,0.593,6.0,15.0,0.4,6.0,12.0,0.5,12.0,38.0,21.0,7.0,5.0,14.0,18.0
17,Abilene Christian,18,2015-01-20,@,McNeese State,L,56,63,17,53,0.321,7,20,0.35,15,24,0.625,6,36,9,6,1,12,29,22.0,56.0,0.393,2.0,20.0,0.1,17.0,36.0,0.472,12.0,45.0,15.0,4.0,7.0,11.0,20.0
18,Abilene Christian,19,2015-01-24,,Incarnate Word,L,61,77,22,45,0.489,4,16,0.25,13,21,0.619,5,20,12,7,4,14,20,29.0,50.0,0.58,6.0,13.0,0.462,13.0,20.0,0.65,7.0,28.0,12.0,6.0,2.0,12.0,15.0
19,Abilene Christian,20,2015-01-26,,Sam Houston,L,63,80,23,43,0.535,8,16,0.5,9,21,0.429,4,22,17,3,1,12,23,26.0,52.0,0.5,12.0,26.0,0.462,16.0,21.0,0.762,9.0,32.0,14.0,4.0,2.0,9.0,20.0
20,Abilene Christian,21,2015-01-31,@,Lamar,L,74,84,28,57,0.491,10,22,0.455,8,15,0.533,4,23,14,6,0,11,27,30.0,52.0,0.577,5.0,13.0,0.385,19.0,29.0,0.655,6.0,32.0,15.0,6.0,6.0,15.0,21.0
21,Abilene Christian,22,2015-02-02,@,Houston Christian,L,61,77,24,59,0.407,4,16,0.25,9,12,0.75,10,24,9,9,0,14,15,33.0,59.0,0.559,4.0,15.0,0.267,7.0,9.0,0.778,11.0,36.0,20.0,6.0,5.0,16.0,19.0
22,Abilene Christian,23,2015-02-07,,Southeastern Louisiana,L,52,65,20,58,0.345,9,26,0.346,3,4,0.75,8,28,10,4,2,11,14,25.0,51.0,0.49,6.0,17.0,0.353,9.0,14.0,0.643,9.0,34.0,16.0,7.0,3.0,13.0,10.0
23,Abilene Christian,24,2015-02-09,N,Lamar,L,61,80,18,48,0.375,9,18,0.5,16,20,0.8,12,28,11,5,5,21,23,22.0,48.0,0.458,11.0,19.0,0.579,25.0,31.0,0.806,11.0,30.0,10.0,5.0,6.0,15.0,20.0
24,Abilene Christian,25,2015-02-16,@,Sam Houston,L,49,71,18,39,0.462,7,17,0.412,6,12,0.5,4,26,12,2,1,18,23,22.0,58.0,0.379,5.0,25.0,0.2,22.0,28.0,0.786,17.0,39.0,16.0,8.0,3.0,7.0,19.0
25,Abilene Christian,26,2015-02-21,@,Southeastern Louisiana,L,54,55,18,41,0.439,6,15,0.4,12,16,0.75,5,23,9,6,0,19,21,21.0,40.0,0.525,2.0,9.0,0.222,11.0,19.0,0.579,4.0,20.0,7.0,7.0,5.0,17.0,17.0
26,Abilene Christian,27,2015-02-24,,Texas A&M-Corpus Christi,L,44,67,17,48,0.354,5,15,0.333,5,7,0.714,3,21,9,6,0,14,26,19.0,42.0,0.452,5.0,12.0,0.417,24.0,35.0,0.686,8.0,33.0,10.0,9.0,3.0,12.0,13.0
27,Abilene Christian,28,2015-02-28,@,New Orleans,L,55,75,20,51,0.392,6,14,0.429,9,13,0.692,8,24,13,9,0,12,22,26.0,45.0,0.578,9.0,12.0,0.75,14.0,19.0,0.737,3.0,26.0,15.0,5.0,6.0,10.0,18.0
28,Abilene Christian,29,2015-03-03,,Houston Christian,W,83,71,34,56,0.607,7,14,0.5,8,9,0.889,3,16,20,8,2,6,20,28.0,48.0,0.583,4.0,13.0,0.308,11.0,19.0,0.579,12.0,28.0,11.0,3.0,2.0,17.0,14.0
29,Abilene Christian,30,2015-03-05,@,Incarnate Word,L,52,64,19,61,0.311,3,15,0.2,11,12,0.917,7,28,6,5,0,7,19,24.0,49.0,0.49,3.0,13.0,0.231,13.0,17.0,0.765,5.0,37.0,13.0,2.0,2.0,13.0,13.0
30,Abilene Christian,31,2015-03-07,@,Texas A&M-Corpus Christi,L,27,58,9,48,0.188,2,20,0.1,7,9,0.778,7,31,7,3,0,13,16,19.0,44.0,0.432,5.0,19.0,0.263,15.0,22.0,0.682,6.0,39.0,8.0,9.0,7.0,9.0,10.0
31,Air Force,1,2014-11-14,@,Army,L,78,84,31,62,0.5,6,19,0.316,10,15,0.667,11,26,14,8,6,18,21,30.0,61.0,0.492,13.0,25.0,0.52,11.0,17.0,0.647,14.0,33.0,18.0,6.0,4.0,15.0,21.0
32,Air Force,2,2014-11-15,N,The Citadel,W,68,55,24,43,0.558,9,20,0.45,11,14,0.786,10,31,17,3,2,17,22,21.0,51.0,0.412,4.0,18.0,0.222,9.0,19.0,0.474,11.0,20.0,7.0,6.0,0.0,11.0,17.0
33,Air Force,3,2014-11-19,,NON-FBS-SCHOOL,W,70,47,26,47,0.553,9,17,0.529,9,15,0.6,7,42,21,6,7,15,19,14.0,56.0,0.25,6.0,27.0,0.222,13.0,18.0,0.722,11.0,30.0,10.0,12.0,1.0,12.0,17.0
34,Air Force,4,2014-11-22,,NON-FBS-SCHOOL,W,90,60,31,46,0.674,15,21,0.714,13,18,0.722,2,27,30,6,1,10,16,22.0,51.0,0.431,10.0,26.0,0.385,6.0,11.0,0.545,4.0,20.0,17.0,3.0,0.0,10.0,18.0
35,Air Force,5,2014-11-25,@,Colorado,L,53,68,18,55,0.327,4,20,0.2,13,20,0.65,8,23,11,10,4,10,20,21.0,48.0,0.438,7.0,16.0,0.438,19.0,24.0,0.792,10.0,37.0,13.0,7.0,7.0,15.0,22.0
36,Air Force,6,2014-11-30,@,Texas Tech,L,62,63,23,47,0.489,8,18,0.444,8,9,0.889,8,24,9,12,4,18,19,20.0,52.0,0.385,6.0,19.0,0.316,17.0,22.0,0.773,15.0,31.0,8.0,9.0,4.0,18.0,13.0
37,Air Force,7,2014-12-03,,Grambling,W,59,34,20,53,0.377,5,24,0.208,14,25,0.56,21,43,13,7,3,9,16,13.0,45.0,0.289,1.0,8.0,0.125,7.0,11.0,0.636,9.0,24.0,9.0,5.0,1.0,11.0,21.0
38,Air Force,8,2014-12-08,,Omaha,W,77,61,27,50,0.54,9,25,0.36,14,17,0.824,7,26,21,6,4,10,16,23.0,58.0,0.397,6.0,24.0,0.25,9.0,11.0,0.818,12.0,27.0,14.0,6.0,4.0,15.0,20.0
39,Air Force,9,2014-12-13,,Arkansas-Pine Bluff,W,80,47,26,43,0.605,11,21,0.524,17,24,0.708,9,30,19,9,0,14,16,17.0,40.0,0.425,6.0,15.0,0.4,7.0,11.0,0.636,4.0,13.0,12.0,8.0,3.0,15.0,18.0
40,Air Force,10,2014-12-20,,UC Davis,L,75,81,26,62,0.419,7,27,0.259,16,21,0.762,11,31,14,4,1,9,21,25.0,48.0,0.521,6.0,19.0,0.316,25.0,28.0,0.893,5.0,28.0,17.0,4.0,3.0,8.0,19.0
41,Air Force,11,2014-12-22,,Jacksonville State,W (1 OT),66,65,22,45,0.489,10,23,0.435,12,18,0.667,1,31,17,1,8,10,12,25.0,66.0,0.379,9.0,25.0,0.36,6.0,7.0,0.857,9.0,33.0,14.0,2.0,1.0,7.0,16.0
42,Air Force,12,2014-12-31,@,San Diego State,L,49,53,19,43,0.442,1,11,0.091,10,13,0.769,5,30,5,6,3,17,14,22.0,61.0,0.361,4.0,21.0,0.19,5.0,10.0,0.5,11.0,27.0,12.0,6.0,4.0,9.0,14.0
43,Air Force,13,2015-01-03,@,Nevada,L,62,80,23,50,0.46,6,20,0.3,10,18,0.556,8,20,12,8,0,9,24,24.0,50.0,0.48,7.0,23.0,0.304,25.0,35.0,0.714,16.0,34.0,18.0,6.0,1.0,10.0,18.0
44,Air Force,14,2015-01-07,,San Jose State,W,78,56,33,54,0.611,8,17,0.471,4,8,0.5,4,29,23,6,1,11,13,22.0,49.0,0.449,9.0,27.0,0.333,3.0,8.0,0.375,4.0,22.0,11.0,6.0,2.0,14.0,13.0
45,Air Force,15,2015-01-10,,Colorado State,L,87,92,30,63,0.476,16,35,0.457,11,19,0.579,8,30,25,5,1,5,23,30.0,57.0,0.526,8.0,26.0,0.308,24.0,36.0,0.667,10.0,39.0,20.0,1.0,3.0,11.0,15.0
46,Air Force,16,2015-01-14,@,New Mexico,L,48,60,16,46,0.348,6,22,0.273,10,16,0.625,7,22,11,9,0,12,19,19.0,38.0,0.5,6.0,20.0,0.3,16.0,23.0,0.696,7.0,29.0,17.0,7.0,4.0,16.0,20.0
47,Air Force,17,2015-01-17,@,Utah State,L,59,71,22,53,0.415,9,22,0.409,6,11,0.545,9,30,13,6,2,10,16,26.0,48.0,0.542,13.0,23.0,0.565,6.0,9.0,0.667,2.0,24.0,22.0,4.0,4.0,8.0,13.0
48,Air Force,18,2015-01-20,,San Diego State,L,45,77,18,45,0.4,3,18,0.167,6,12,0.5,4,16,9,6,2,12,16,28.0,48.0,0.583,13.0,22.0,0.591,8.0,14.0,0.571,9.0,31.0,20.0,11.0,6.0,11.0,12.0
49,Air Force,19,2015-01-24,,Boise State,L,68,77,28,51,0.549,6,18,0.333,6,7,0.857,8,25,17,4,1,11,16,26.0,45.0,0.578,14.0,22.0,0.636,11.0,14.0,0.786,4.0,19.0,19.0,8.0,1.0,9.0,13.0
50,Air Force,20,2015-01-28,@,San Jose State,W,66,52,19,45,0.422,7,16,0.438,21,25,0.84,7,28,13,6,1,10,18,17.0,44.0,0.386,6.0,18.0,0.333,12.0,16.0,0.75,4.0,20.0,11.0,5.0,4.0,14.0,23.0
51,Air Force,21,2015-01-31,@,Nevada-Las Vegas,L,63,74,23,52,0.442,10,22,0.455,7,8,0.875,8,27,12,1,1,14,19,24.0,52.0,0.462,9.0,24.0,0.375,17.0,24.0,0.708,9.0,26.0,16.0,6.0,6.0,5.0,9.0
52,Air Force,22,2015-02-04,,New Mexico,W,53,49,19,47,0.404,7,26,0.269,8,14,0.571,3,20,16,8,3,8,14,17.0,42.0,0.405,9.0,23.0,0.391,6.0,12.0,0.5,6.0,32.0,12.0,4.0,5.0,14.0,15.0
53,Air Force,23,2015-02-07,,Wyoming,W,73,50,28,49,0.571,10,20,0.5,7,8,0.875,6,31,18,7,2,8,17,17.0,49.0,0.347,8.0,30.0,0.267,8.0,16.0,0.5,10.0,24.0,8.0,5.0,4.0,11.0,11.0
54,Air Force,24,2015-02-11,@,Boise State,L,42,67,17,41,0.415,4,16,0.25,4,14,0.286,5,23,9,4,0,14,15,23.0,50.0,0.46,10.0,27.0,0.37,11.0,12.0,0.917,6.0,31.0,15.0,7.0,3.0,10.0,16.0
55,Air Force,25,2015-02-14,,Nevada-Las Vegas,W,76,75,25,59,0.424,12,25,0.48,14,21,0.667,11,27,24,7,1,5,12,28.0,55.0,0.509,9.0,25.0,0.36,10.0,12.0,0.833,12.0,39.0,22.0,0.0,6.0,15.0,17.0
56,Air Force,26,2015-02-21,@,Colorado State,L,53,66,22,51,0.431,7,16,0.438,2,7,0.286,3,22,14,8,1,15,20,23.0,53.0,0.434,8.0,22.0,0.364,12.0,16.0,0.75,10.0,35.0,14.0,8.0,8.0,15.0,14.0
57,Air Force,27,2015-02-25,,Nevada,W,75,70,23,43,0.535,6,12,0.5,23,33,0.697,7,28,18,5,3,14,21,24.0,52.0,0.462,8.0,18.0,0.444,14.0,32.0,0.438,16.0,33.0,12.0,12.0,4.0,16.0,31.0
58,Air Force,28,2015-02-28,,Utah State,L,60,74,25,62,0.403,4,21,0.19,6,14,0.429,9,29,10,7,1,7,22,24.0,50.0,0.48,8.0,26.0,0.308,18.0,20.0,0.9,5.0,35.0,13.0,4.0,7.0,10.0,18.0
59,Air Force,29,2015-03-04,@,Fresno State,L,66,68,28,61,0.459,5,20,0.25,5,10,0.5,5,29,18,6,0,7,16,24.0,54.0,0.444,9.0,26.0,0.346,11.0,16.0,0.688,8.0,33.0,17.0,4.0,2.0,11.0,14.0
60,Air Force,30,2015-03-11,N,New Mexico,W,68,61,24,50,0.48,8,21,0.381,12,16,0.75,6,23,16,9,1,11,19,20.0,48.0,0.417,8.0,25.0,0.32,13.0,22.0,0.591,14.0,32.0,14.0,5.0,3.0,18.0,22.0
61,Air Force,31,2015-03-12,N,Boise State,L,68,80,26,47,0.553,4,12,0.333,12,17,0.706,7,26,14,5,1,16,20,25.0,50.0,0.5,12.0,28.0,0.429,18.0,22.0,0.818,6.0,23.0,14.0,6.0,1.0,10.0,20.0
62,Akron,1,2014-11-14,,Maryland-Baltimore County,W,74,57,25,53,0.472,12,30,0.4,12,21,0.571,9,31,17,7,5,12,22,20.0,48.0,0.417,3.0,12.0,0.25,14.0,28.0,0.5,8.0,30.0,13.0,9.0,0.0,14.0,19.0
63,Akron,2,2014-11-20,N,Southern California,W,66,46,24,60,0.4,8,27,0.296,10,13,0.769,12,36,14,10,6,12,17,15.0,53.0,0.283,2.0,12.0,0.167,14.0,22.0,0.636,13.0,37.0,6.0,5.0,1.0,16.0,17.0
64,Akron,3,2014-11-21,N,Miami (FL),L,51,79,20,60,0.333,7,18,0.389,4,7,0.571,10,23,13,3,4,8,15,32.0,54.0,0.593,8.0,17.0,0.471,7.0,12.0,0.583,12.0,40.0,19.0,5.0,7.0,11.0,13.0
65,Akron,4,2014-11-23,N,South Carolina,W,68,63,21,50,0.42,4,20,0.2,22,27,0.815,6,28,6,6,6,15,19,25.0,64.0,0.391,2.0,10.0,0.2,11.0,20.0,0.55,18.0,42.0,11.0,8.0,2.0,16.0,20.0
66,Akron,5,2014-11-25,@,Penn State,L,72,78,24,62,0.387,8,23,0.348,16,17,0.941,8,29,7,5,6,9,21,26.0,57.0,0.456,7.0,19.0,0.368,19.0,26.0,0.731,10.0,36.0,13.0,4.0,9.0,12.0,15.0
67,Akron,6,2014-11-30,,Bryant,W,72,66,24,52,0.462,9,23,0.391,15,23,0.652,9,37,13,4,5,13,13,21.0,60.0,0.35,13.0,28.0,0.464,11.0,15.0,0.733,7.0,28.0,12.0,8.0,0.0,8.0,19.0
68,Akron,7,2014-12-02,,Arkansas-Pine Bluff,W,81,60,24,56,0.429,9,25,0.36,24,37,0.649,14,40,18,8,4,14,14,23.0,57.0,0.404,7.0,16.0,0.438,7.0,9.0,0.778,6.0,23.0,14.0,10.0,0.0,16.0,23.0
69,Akron,8,2014-12-04,,Western Illinois,W,73,49,24,55,0.436,13,33,0.394,12,18,0.667,6,34,20,7,9,9,21,17.0,48.0,0.354,4.0,15.0,0.267,11.0,20.0,0.55,3.0,26.0,8.0,3.0,0.0,11.0,18.0
70,Akron,9,2014-12-13,,Middle Tennessee,L,61,62,19,47,0.404,8,21,0.381,15,20,0.75,5,23,12,4,3,11,19,22.0,40.0,0.55,5.0,10.0,0.5,13.0,21.0,0.619,3.0,25.0,13.0,2.0,4.0,14.0,20.0
71,Akron,10,2014-12-16,@,North Dakota State,L,46,55,17,57,0.298,5,19,0.263,7,13,0.538,15,35,6,6,3,11,17,17.0,51.0,0.333,4.0,14.0,0.286,17.0,20.0,0.85,11.0,36.0,6.0,5.0,7.0,8.0,9.0
72,Akron,11,2014-12-20,,NON-FBS-SCHOOL,W,92,53,37,66,0.561,8,21,0.381,10,17,0.588,12,26,13,17,3,8,13,18.0,45.0,0.4,5.0,20.0,0.25,12.0,18.0,0.667,10.0,24.0,11.0,5.0,0.0,28.0,18.0
73,Akron,12,2014-12-30,,Marshall,W,70,63,23,64,0.359,12,32,0.375,12,18,0.667,17,39,12,12,6,17,13,23.0,53.0,0.434,10.0,23.0,0.435,7.0,13.0,0.538,5.0,29.0,15.0,11.0,4.0,19.0,21.0
74,Akron,13,2015-01-03,,Coppin State,W,79,62,26,63,0.413,11,34,0.324,16,22,0.727,7,30,12,11,3,10,18,21.0,56.0,0.375,6.0,23.0,0.261,14.0,19.0,0.737,10.0,35.0,12.0,9.0,0.0,21.0,20.0
75,Akron,14,2015-01-06,,Western Michigan,W,72,52,27,56,0.482,10,28,0.357,8,13,0.615,10,32,15,5,6,9,20,18.0,51.0,0.353,9.0,21.0,0.429,7.0,15.0,0.467,7.0,23.0,13.0,5.0,1.0,10.0,15.0
76,Akron,15,2015-01-09,@,Toledo,L,67,84,23,57,0.404,8,27,0.296,13,15,0.867,7,25,10,7,3,10,26,27.0,48.0,0.563,9.0,11.0,0.818,21.0,32.0,0.656,8.0,34.0,16.0,6.0,1.0,11.0,15.0
77,Akron,16,2015-01-14,,Bowling Green State,W,67,50,24,44,0.545,8,25,0.32,11,21,0.524,6,31,13,10,8,16,13,20.0,61.0,0.328,4.0,20.0,0.2,6.0,11.0,0.545,14.0,29.0,8.0,11.0,1.0,13.0,18.0
78,Akron,17,2015-01-17,,Central Michigan,W,82,76,27,60,0.45,14,35,0.4,14,29,0.483,12,35,14,4,6,14,25,22.0,53.0,0.415,6.0,18.0,0.333,26.0,33.0,0.788,5.0,27.0,9.0,8.0,0.0,12.0,20.0
79,Akron,18,2015-01-21,@,Northern Illinois,L,61,64,22,60,0.367,9,28,0.321,8,13,0.615,14,29,11,13,3,14,17,21.0,41.0,0.512,3.0,6.0,0.5,19.0,28.0,0.679,6.0,30.0,8.0,11.0,2.0,17.0,14.0
80,Akron,19,2015-01-24,@,Western Michigan,W,71,69,24,56,0.429,9,21,0.429,14,18,0.778,5,35,9,1,1,13,25,24.0,56.0,0.429,7.0,17.0,0.412,14.0,27.0,0.519,8.0,34.0,11.0,5.0,4.0,10.0,19.0
81,Akron,20,2015-01-27,,Ball State,W,59,47,23,55,0.418,7,26,0.269,6,10,0.6,8,33,12,4,3,13,16,18.0,48.0,0.375,6.0,19.0,0.316,5.0,12.0,0.417,4.0,28.0,12.0,9.0,2.0,10.0,13.0
82,Akron,21,2015-01-31,@,Bowling Green State,W,69,68,23,57,0.404,9,33,0.273,14,22,0.636,12,37,12,10,3,13,23,20.0,52.0,0.385,6.0,21.0,0.286,22.0,28.0,0.786,7.0,32.0,13.0,7.0,2.0,15.0,19.0
83,Akron,22,2015-02-04,@,Ohio,L,82,83,32,69,0.464,18,36,0.5,0,6,0.0,11,29,17,6,4,12,14,28.0,54.0,0.519,11.0,18.0,0.611,16.0,24.0,0.667,10.0,30.0,10.0,9.0,5.0,11.0,11.0
84,Akron,23,2015-02-07,,Buffalo,W,75,72,25,54,0.463,10,24,0.417,15,26,0.577,6,26,17,5,4,9,17,28.0,61.0,0.459,4.0,17.0,0.235,12.0,14.0,0.857,9.0,30.0,10.0,6.0,2.0,11.0,20.0
85,Akron,24,2015-02-10,,Kent State,W,61,52,22,55,0.4,6,19,0.316,11,14,0.786,6,25,13,8,4,5,15,17.0,48.0,0.354,7.0,21.0,0.333,11.0,18.0,0.611,10.0,37.0,9.0,1.0,2.0,13.0,14.0
86,Akron,25,2015-02-14,@,Eastern Michigan,L,75,78,25,78,0.321,12,32,0.375,13,22,0.591,26,45,13,12,5,16,24,26.0,49.0,0.531,6.0,12.0,0.5,20.0,27.0,0.741,6.0,35.0,13.0,14.0,8.0,20.0,20.0
87,Akron,26,2015-02-18,,Toledo,L,66,68,24,61,0.393,8,29,0.276,10,12,0.833,10,32,13,6,4,9,18,25.0,55.0,0.455,3.0,14.0,0.214,15.0,20.0,0.75,7.0,28.0,10.0,5.0,0.0,10.0,13.0
88,Akron,27,2015-02-21,,Miami (OH),L (1 OT),52,57,19,59,0.322,7,32,0.219,7,12,0.583,13,43,11,8,2,20,15,21.0,57.0,0.368,3.0,12.0,0.25,12.0,17.0,0.706,6.0,30.0,12.0,11.0,1.0,10.0,17.0
89,Akron,28,2015-02-24,@,Buffalo,L,62,67,25,58,0.431,5,19,0.263,7,10,0.7,13,35,11,4,6,15,24,21.0,63.0,0.333,3.0,13.0,0.231,22.0,32.0,0.688,20.0,39.0,14.0,9.0,7.0,6.0,15.0
90,Akron,29,2015-02-27,,Ohio,W,70,58,23,54,0.426,11,28,0.393,13,20,0.65,8,27,16,6,5,9,17,17.0,53.0,0.321,6.0,26.0,0.231,18.0,20.0,0.9,10.0,30.0,6.0,5.0,5.0,9.0,17.0
91,Akron,30,2015-03-03,@,Miami (OH),L,63,70,23,52,0.442,11,27,0.407,6,13,0.462,11,30,9,8,5,18,23,20.0,52.0,0.385,2.0,16.0,0.125,28.0,34.0,0.824,14.0,33.0,10.0,7.0,1.0,13.0,16.0
92,Akron,31,2015-03-06,@,Kent State,L,77,79,27,58,0.466,14,29,0.483,9,14,0.643,9,29,15,1,2,8,24,23.0,47.0,0.489,8.0,14.0,0.571,25.0,35.0,0.714,9.0,30.0,9.0,4.0,5.0,6.0,15.0
93,Akron,32,2015-03-09,,Northern Illinois,W,76,52,26,51,0.51,14,30,0.467,10,15,0.667,9,28,14,5,5,16,14,20.0,51.0,0.392,3.0,15.0,0.2,9.0,16.0,0.563,10.0,24.0,6.0,8.0,3.0,14.0,13.0
94,Akron,33,2015-03-11,N,Western Michigan,W,58,45,17,45,0.378,12,29,0.414,12,17,0.706,5,34,10,3,7,10,20,14.0,54.0,0.259,2.0,14.0,0.143,15.0,23.0,0.652,10.0,31.0,1.0,7.0,3.0,7.0,18.0
95,Akron,34,2015-03-12,N,Kent State,W,53,51,16,47,0.34,5,24,0.208,16,24,0.667,6,28,8,1,5,3,15,18.0,52.0,0.346,2.0,17.0,0.118,13.0,17.0,0.765,9.0,35.0,5.0,2.0,4.0,5.0,21.0
96,Akron,35,2015-03-13,N,Buffalo,L,59,68,19,51,0.373,7,30,0.233,14,18,0.778,4,34,9,3,1,14,25,22.0,61.0,0.361,2.0,13.0,0.154,22.0,33.0,0.667,16.0,46.0,8.0,8.0,3.0,8.0,14.0
97,Alabama,1,2014-11-14,,Towson,W,82,54,29,63,0.46,7,23,0.304,17,19,0.895,12,32,17,14,9,8,16,18.0,50.0,0.36,7.0,21.0,0.333,11.0,15.0,0.733,13.0,31.0,9.0,2.0,2.0,21.0,20.0
98,Alabama,2,2014-11-17,,Western Carolina,W,80,74,23,49,0.469,2,17,0.118,32,42,0.762,14,36,9,7,3,15,20,25.0,59.0,0.424,9.0,28.0,0.321,15.0,22.0,0.682,14.0,32.0,11.0,8.0,2.0,14.0,28.0
99,Alabama,3,2014-11-20,,Southern Mississippi,W,81,67,28,49,0.571,9,19,0.474,16,21,0.762,6,33,13,5,4,14,24,22.0,53.0,0.415,8.0,29.0,0.276,15.0,23.0,0.652,5.0,18.0,13.0,4.0,2.0,8.0,16.0
100,Alabama,4,2014-11-24,N,Iowa State,L,74,84,27,70,0.386,10,30,0.333,10,13,0.769,6,26,16,7,0,9,20,29.0,50.0,0.58,9.0,21.0,0.429,17.0,21.0,0.81,2.0,32.0,18.0,4.0,5.0,15.0,16.0
101,Alabama,5,2014-11-25,N,Arizona State,W,76,71,21,50,0.42,8,22,0.364,26,29,0.897,4,28,6,5,4,9,22,25.0,58.0,0.431,7.0,23.0,0.304,14.0,24.0,0.583,8.0,30.0,13.0,4.0,2.0,9.0,22.0
