Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
1478,Charlotte,31,2015-03-07,,Marshall,W,86,73,28,69,0.406,4,13,0.308,26,34,0.765,16,46,13,9,1,11,16,27.0,62.0,0.435,6.0,15.0,0.4,13.0,19.0,0.684,9.0,35.0,9.0,8.0,3.0,17.0,23.0
1479,Charlotte,32,2015-03-11,N,Middle Tennessee,L,60,63,21,41,0.512,2,7,0.286,16,18,0.889,7,36,8,1,5,19,13,24.0,67.0,0.358,8.0,21.0,0.381,7.0,13.0,0.538,17.0,29.0,9.0,11.0,2.0,4.0,15.0
1480,Chattanooga,1,2014-11-14,,NON-FBS-SCHOOL,W,110,53,37,68,0.544,9,27,0.333,27,41,0.659,19,52,18,15,4,16,13,22.0,61.0,0.361,3.0,16.0,0.188,6.0,11.0,0.545,7.0,20.0,12.0,7.0,3.0,25.0,25.0
1481,Chattanooga,2,2014-11-16,@,Wisconsin,L,45,89,18,56,0.321,6,22,0.273,3,10,0.3,2,18,7,7,4,11,19,32.0,60.0,0.533,8.0,18.0,0.444,17.0,23.0,0.739,10.0,45.0,20.0,5.0,2.0,9.0,13.0
1482,Chattanooga,3,2014-11-18,@,Butler,L,48,70,16,47,0.34,6,20,0.3,10,16,0.625,5,27,9,2,4,19,26,22.0,53.0,0.415,5.0,13.0,0.385,21.0,34.0,0.618,10.0,33.0,11.0,7.0,1.0,11.0,16.0
1483,Chattanooga,4,2014-11-22,@,Tennessee Tech,L,67,69,24,50,0.48,5,15,0.333,14,22,0.636,7,25,10,9,2,16,26,24.0,54.0,0.444,3.0,14.0,0.214,18.0,26.0,0.692,9.0,32.0,7.0,7.0,5.0,16.0,21.0
1484,Chattanooga,5,2014-11-26,,Robert Morris,W,61,46,16,41,0.39,5,16,0.313,24,31,0.774,6,36,14,7,6,16,17,15.0,54.0,0.278,3.0,15.0,0.2,13.0,18.0,0.722,5.0,24.0,4.0,11.0,2.0,14.0,21.0
1485,Chattanooga,6,2014-11-27,,Coastal Carolina,W,78,67,25,54,0.463,6,20,0.3,22,31,0.71,13,31,10,7,7,12,16,24.0,55.0,0.436,4.0,13.0,0.308,15.0,20.0,0.75,10.0,27.0,5.0,4.0,5.0,15.0,24.0
1486,Chattanooga,7,2014-11-29,@,Kennesaw State,L,69,77,23,59,0.39,4,17,0.235,19,29,0.655,9,33,6,6,8,17,23,19.0,49.0,0.388,5.0,12.0,0.417,34.0,44.0,0.773,7.0,37.0,5.0,7.0,4.0,16.0,27.0
1487,Chattanooga,8,2014-12-02,,Georgia,L,55,86,18,58,0.31,7,23,0.304,12,14,0.857,7,18,11,2,5,8,19,31.0,49.0,0.633,7.0,11.0,0.636,17.0,24.0,0.708,7.0,35.0,15.0,4.0,10.0,9.0,16.0
1488,Chattanooga,9,2014-12-08,,NON-FBS-SCHOOL,W,104,50,42,76,0.553,10,19,0.526,10,16,0.625,17,43,18,20,6,13,16,18.0,48.0,0.375,4.0,14.0,0.286,10.0,14.0,0.714,7.0,21.0,9.0,6.0,3.0,28.0,16.0
1489,Chattanooga,10,2014-12-11,@,The Citadel,W,67,48,27,53,0.509,8,16,0.5,5,7,0.714,13,31,11,5,8,9,15,16.0,40.0,0.4,3.0,8.0,0.375,13.0,21.0,0.619,5.0,19.0,9.0,4.0,8.0,11.0,7.0
1490,Chattanooga,11,2014-12-16,,Northern Kentucky,W,93,81,27,43,0.628,13,26,0.5,26,37,0.703,4,24,16,3,7,8,20,26.0,53.0,0.491,5.0,13.0,0.385,24.0,27.0,0.889,6.0,21.0,9.0,3.0,1.0,7.0,27.0
1491,Chattanooga,12,2014-12-19,@,Middle Tennessee,L,58,68,25,59,0.424,5,18,0.278,3,7,0.429,8,20,8,6,8,10,19,23.0,47.0,0.489,7.0,12.0,0.583,15.0,17.0,0.882,7.0,29.0,10.0,4.0,7.0,12.0,11.0
1492,Chattanooga,13,2014-12-22,,UAB,W,83,67,26,57,0.456,6,16,0.375,25,33,0.758,13,39,12,6,4,13,25,22.0,60.0,0.367,6.0,19.0,0.316,17.0,27.0,0.63,9.0,26.0,9.0,5.0,5.0,13.0,25.0
1493,Chattanooga,14,2014-12-29,,Lipscomb,W,78,60,25,60,0.417,13,32,0.406,15,21,0.714,15,30,17,12,3,8,13,23.0,44.0,0.523,6.0,17.0,0.353,8.0,11.0,0.727,5.0,26.0,18.0,5.0,3.0,24.0,18.0
1494,Chattanooga,15,2015-01-03,,Furman,W,72,60,25,51,0.49,6,18,0.333,16,21,0.762,11,30,12,8,6,12,18,20.0,45.0,0.444,3.0,10.0,0.3,17.0,24.0,0.708,6.0,22.0,8.0,7.0,1.0,16.0,19.0
1495,Chattanooga,16,2015-01-05,,Wofford,L,64,68,25,51,0.49,4,14,0.286,10,13,0.769,8,29,11,4,8,15,14,25.0,56.0,0.446,9.0,18.0,0.5,9.0,17.0,0.529,13.0,30.0,14.0,10.0,4.0,9.0,14.0
1496,Chattanooga,17,2015-01-08,,Western Carolina,W,66,60,19,42,0.452,3,13,0.231,25,33,0.758,7,32,9,6,15,16,20,22.0,62.0,0.355,3.0,13.0,0.231,13.0,18.0,0.722,12.0,28.0,4.0,7.0,4.0,11.0,23.0
1497,Chattanooga,18,2015-01-10,@,East Tennessee State,W (1 OT),74,71,23,63,0.365,14,38,0.368,14,17,0.824,15,36,12,4,5,8,15,27.0,60.0,0.45,8.0,20.0,0.4,9.0,20.0,0.45,14.0,36.0,13.0,3.0,4.0,10.0,19.0
1498,Chattanooga,19,2015-01-15,@,Samford,W,82,76,30,62,0.484,5,20,0.25,17,24,0.708,12,34,15,6,7,15,29,24.0,45.0,0.533,2.0,7.0,0.286,26.0,42.0,0.619,4.0,23.0,7.0,7.0,2.0,18.0,24.0
1499,Chattanooga,20,2015-01-22,,VMI,W,86,64,30,62,0.484,4,17,0.235,22,32,0.688,7,35,13,11,7,10,20,21.0,68.0,0.309,7.0,25.0,0.28,15.0,25.0,0.6,12.0,38.0,13.0,4.0,2.0,22.0,22.0
1500,Chattanooga,21,2015-01-24,,UNC Greensboro,W,81,72,24,51,0.471,9,21,0.429,24,38,0.632,9,32,10,5,4,10,18,30.0,61.0,0.492,5.0,14.0,0.357,7.0,13.0,0.538,10.0,31.0,13.0,4.0,4.0,11.0,27.0
1501,Chattanooga,22,2015-01-29,@,Mercer,L (1 OT),72,75,26,68,0.382,8,24,0.333,12,19,0.632,17,37,17,6,2,8,17,27.0,53.0,0.509,7.0,17.0,0.412,14.0,21.0,0.667,6.0,28.0,12.0,4.0,2.0,11.0,16.0
1502,Chattanooga,23,2015-01-31,,The Citadel,W,78,73,27,48,0.563,4,11,0.364,20,26,0.769,6,21,11,8,5,11,15,27.0,46.0,0.587,7.0,13.0,0.538,12.0,15.0,0.8,2.0,17.0,18.0,5.0,1.0,15.0,24.0
1503,Chattanooga,24,2015-02-05,@,Furman,W (1 OT),74,71,27,62,0.435,6,18,0.333,14,22,0.636,11,28,15,7,5,8,19,25.0,53.0,0.472,6.0,21.0,0.286,15.0,24.0,0.625,7.0,35.0,13.0,5.0,7.0,12.0,19.0
1504,Chattanooga,25,2015-02-07,@,Western Carolina,L,70,73,23,54,0.426,7,23,0.304,17,27,0.63,11,34,12,6,6,12,21,26.0,55.0,0.473,3.0,9.0,0.333,18.0,26.0,0.692,10.0,31.0,7.0,7.0,5.0,12.0,19.0
1505,Chattanooga,26,2015-02-12,@,Wofford,W,56,46,21,44,0.477,2,9,0.222,12,15,0.8,6,34,6,9,6,18,16,17.0,56.0,0.304,4.0,20.0,0.2,8.0,13.0,0.615,9.0,27.0,11.0,7.0,4.0,11.0,16.0
1506,Chattanooga,27,2015-02-14,,Samford,W,79,72,27,50,0.54,6,13,0.462,19,32,0.594,14,38,16,4,10,14,20,26.0,61.0,0.426,7.0,15.0,0.467,13.0,17.0,0.765,12.0,27.0,14.0,7.0,3.0,8.0,23.0
1507,Chattanooga,28,2015-02-19,,Mercer,W,74,61,23,43,0.535,9,22,0.409,19,26,0.731,8,35,19,3,9,18,22,22.0,56.0,0.393,5.0,16.0,0.313,12.0,23.0,0.522,7.0,21.0,11.0,5.0,2.0,8.0,22.0
1508,Chattanooga,29,2015-02-21,,East Tennessee State,W,67,59,17,43,0.395,7,20,0.35,26,35,0.743,8,36,13,6,10,19,20,18.0,60.0,0.3,4.0,18.0,0.222,19.0,22.0,0.864,10.0,30.0,10.0,10.0,4.0,9.0,27.0
1509,Chattanooga,30,2015-02-26,@,VMI,W (2 OT),86,82,33,70,0.471,8,21,0.381,12,24,0.5,10,40,12,0,7,13,20,27.0,68.0,0.397,6.0,24.0,0.25,22.0,29.0,0.759,7.0,33.0,10.0,4.0,11.0,7.0,16.0
1510,Chattanooga,31,2015-02-28,@,UNC Greensboro,W,61,58,20,54,0.37,6,18,0.333,15,24,0.625,13,38,4,7,9,16,22,21.0,57.0,0.368,3.0,9.0,0.333,13.0,27.0,0.481,13.0,34.0,6.0,9.0,8.0,12.0,22.0
1511,Chattanooga,32,2015-03-07,N,Furman,L,67,69,24,55,0.436,6,14,0.429,13,19,0.684,11,27,10,3,6,11,27,18.0,42.0,0.429,6.0,14.0,0.429,27.0,32.0,0.844,8.0,27.0,4.0,3.0,6.0,10.0,17.0
1512,Chicago State,1,2014-11-14,@,Arizona State,L,50,86,17,53,0.321,3,20,0.15,13,23,0.565,12,28,7,5,3,17,30,30.0,49.0,0.612,7.0,16.0,0.438,19.0,34.0,0.559,8.0,33.0,17.0,7.0,4.0,11.0,22.0
1513,Chicago State,2,2014-11-16,@,Creighton,L,66,84,25,55,0.455,10,23,0.435,6,10,0.6,6,29,9,10,1,19,21,26.0,58.0,0.448,10.0,30.0,0.333,22.0,27.0,0.815,9.0,33.0,18.0,8.0,3.0,17.0,16.0
1514,Chicago State,3,2014-11-18,,NON-FBS-SCHOOL,W,102,51,43,70,0.614,5,15,0.333,11,19,0.579,10,38,20,22,4,13,8,22.0,58.0,0.379,6.0,15.0,0.4,1.0,6.0,0.167,5.0,23.0,8.0,7.0,4.0,28.0,17.0
1515,Chicago State,4,2014-11-22,,NON-FBS-SCHOOL,W,75,52,22,61,0.361,8,29,0.276,23,37,0.622,18,43,10,11,4,13,17,18.0,52.0,0.346,10.0,27.0,0.37,6.0,10.0,0.6,8.0,33.0,12.0,4.0,2.0,25.0,28.0
1516,Chicago State,5,2014-11-24,N,Georgia State,L,46,69,14,48,0.292,5,21,0.238,13,18,0.722,10,30,7,6,0,22,25,20.0,41.0,0.488,5.0,13.0,0.385,24.0,33.0,0.727,3.0,26.0,13.0,13.0,5.0,13.0,20.0
1517,Chicago State,6,2014-11-25,@,Oakland,L,57,70,20,57,0.351,8,25,0.32,9,16,0.563,10,36,11,6,5,12,24,23.0,51.0,0.451,7.0,17.0,0.412,17.0,28.0,0.607,6.0,33.0,12.0,4.0,4.0,10.0,12.0
1518,Chicago State,7,2014-11-26,N,Western Carolina,L,61,66,22,61,0.361,6,24,0.25,11,19,0.579,17,38,12,10,4,17,23,21.0,41.0,0.512,5.0,14.0,0.357,19.0,31.0,0.613,5.0,28.0,13.0,12.0,8.0,16.0,19.0
1519,Chicago State,8,2014-11-29,@,Notre Dame,L,42,90,17,55,0.309,5,23,0.217,3,4,0.75,7,25,7,7,2,15,20,31.0,53.0,0.585,14.0,25.0,0.56,14.0,22.0,0.636,6.0,35.0,22.0,9.0,3.0,10.0,8.0
1520,Chicago State,9,2014-12-04,,DePaul,L,60,84,21,57,0.368,6,18,0.333,12,25,0.48,10,21,8,14,2,16,28,22.0,42.0,0.524,8.0,18.0,0.444,32.0,41.0,0.78,7.0,33.0,9.0,9.0,3.0,22.0,23.0
1521,Chicago State,10,2014-12-06,@,Toledo,L,59,87,22,56,0.393,5,22,0.227,10,21,0.476,10,23,6,13,0,22,22,31.0,51.0,0.608,9.0,18.0,0.5,16.0,19.0,0.842,7.0,34.0,22.0,10.0,1.0,26.0,24.0
1522,Chicago State,11,2014-12-14,@,Southern Illinois,L,50,65,13,43,0.302,4,14,0.286,20,24,0.833,8,28,5,9,4,21,28,18.0,43.0,0.419,3.0,9.0,0.333,26.0,36.0,0.722,10.0,28.0,6.0,13.0,2.0,19.0,20.0
1523,Chicago State,12,2014-12-17,@,Western Kentucky,L,60,75,23,57,0.404,8,23,0.348,6,9,0.667,13,30,8,6,3,13,22,23.0,47.0,0.489,11.0,23.0,0.478,18.0,25.0,0.72,8.0,25.0,13.0,5.0,7.0,8.0,12.0
1524,Chicago State,13,2014-12-20,,NON-FBS-SCHOOL,W,76,54,25,63,0.397,5,17,0.294,21,37,0.568,12,35,9,12,2,12,12,22.0,57.0,0.386,6.0,23.0,0.261,4.0,7.0,0.571,9.0,40.0,9.0,6.0,2.0,29.0,24.0
1525,Chicago State,14,2014-12-22,@,SIU Edwardsville,L,38,63,16,53,0.302,5,20,0.25,1,5,0.2,7,32,11,9,3,25,26,18.0,47.0,0.383,8.0,17.0,0.471,19.0,35.0,0.543,8.0,35.0,13.0,11.0,5.0,18.0,13.0
1526,Chicago State,15,2014-12-29,,Omaha,W,69,66,22,49,0.449,8,16,0.5,17,22,0.773,4,29,12,5,3,18,28,19.0,53.0,0.358,8.0,26.0,0.308,20.0,38.0,0.526,14.0,38.0,14.0,11.0,4.0,15.0,22.0
1527,Chicago State,16,2014-12-31,@,Green Bay,L,50,54,20,61,0.328,6,21,0.286,4,5,0.8,17,35,11,7,4,10,23,19.0,51.0,0.373,3.0,14.0,0.214,13.0,29.0,0.448,14.0,36.0,8.0,3.0,4.0,11.0,10.0
1528,Chicago State,17,2015-01-03,@,Bowling Green State,L,35,58,16,53,0.302,2,13,0.154,1,4,0.25,12,34,4,4,2,9,19,19.0,49.0,0.388,11.0,32.0,0.344,9.0,14.0,0.643,11.0,34.0,14.0,3.0,5.0,7.0,10.0
1529,Chicago State,18,2015-01-10,@,Texas-Rio Grande Valley,L,59,64,21,55,0.382,5,18,0.278,12,15,0.8,16,33,11,3,2,14,24,18.0,41.0,0.439,2.0,12.0,0.167,26.0,32.0,0.813,9.0,22.0,16.0,11.0,4.0,8.0,15.0
1530,Chicago State,19,2015-01-17,@,Kansas City,L,62,64,23,61,0.377,7,26,0.269,9,13,0.692,17,36,8,11,11,17,24,18.0,57.0,0.316,9.0,22.0,0.409,19.0,28.0,0.679,15.0,32.0,13.0,7.0,3.0,16.0,14.0
1531,Chicago State,20,2015-01-22,,Seattle,L,67,75,24,58,0.414,12,33,0.364,7,7,1.0,11,23,13,4,1,10,24,20.0,36.0,0.556,10.0,19.0,0.526,25.0,32.0,0.781,5.0,24.0,11.0,6.0,0.0,13.0,12.0
1532,Chicago State,21,2015-01-24,,Cal State Bakersfield,L,41,57,12,45,0.267,4,18,0.222,13,18,0.722,8,25,5,6,3,11,22,19.0,51.0,0.373,3.0,16.0,0.188,16.0,17.0,0.941,11.0,39.0,8.0,6.0,1.0,12.0,14.0
1533,Chicago State,22,2015-01-29,@,Utah Valley,L,62,78,22,61,0.361,4,16,0.25,14,17,0.824,10,29,9,5,6,6,24,23.0,52.0,0.442,9.0,20.0,0.45,23.0,34.0,0.676,14.0,42.0,16.0,2.0,5.0,9.0,18.0
1534,Chicago State,23,2015-01-31,@,Grand Canyon,W,56,55,21,48,0.438,4,10,0.4,10,15,0.667,9,31,7,3,2,10,15,20.0,51.0,0.392,7.0,23.0,0.304,8.0,11.0,0.727,6.0,22.0,8.0,6.0,2.0,8.0,16.0
1535,Chicago State,24,2015-02-05,,New Mexico State,L (1 OT),61,69,26,60,0.433,4,16,0.25,5,7,0.714,10,26,15,12,2,16,17,25.0,48.0,0.521,6.0,15.0,0.4,13.0,22.0,0.591,11.0,33.0,13.0,5.0,3.0,20.0,13.0
1536,Chicago State,25,2015-02-07,,Texas-Rio Grande Valley,W,78,73,25,51,0.49,9,15,0.6,19,21,0.905,9,35,10,5,3,15,26,24.0,55.0,0.436,8.0,24.0,0.333,17.0,28.0,0.607,7.0,24.0,16.0,7.0,3.0,8.0,22.0
1537,Chicago State,26,2015-02-14,,Kansas City,L,50,61,16,40,0.4,4,16,0.25,14,19,0.737,6,25,7,5,1,13,23,19.0,44.0,0.432,6.0,16.0,0.375,17.0,22.0,0.773,7.0,24.0,11.0,8.0,4.0,11.0,16.0
1538,Chicago State,27,2015-02-19,@,Cal State Bakersfield,L,51,64,19,52,0.365,10,23,0.435,3,5,0.6,8,24,13,9,2,11,12,23.0,46.0,0.5,11.0,20.0,0.55,7.0,10.0,0.7,9.0,32.0,15.0,3.0,3.0,13.0,14.0
1539,Chicago State,28,2015-02-21,@,Seattle,L,31,57,10,48,0.208,5,25,0.2,6,11,0.545,12,25,4,6,1,18,18,21.0,38.0,0.553,4.0,12.0,0.333,11.0,15.0,0.733,3.0,27.0,13.0,9.0,1.0,13.0,13.0
1540,Chicago State,29,2015-02-26,,Grand Canyon,W,74,70,26,62,0.419,8,19,0.421,14,18,0.778,11,29,11,7,8,6,16,24.0,56.0,0.429,9.0,23.0,0.391,13.0,15.0,0.867,9.0,32.0,13.0,4.0,6.0,11.0,19.0
1541,Chicago State,30,2015-02-28,,Utah Valley,W,65,44,20,53,0.377,5,19,0.263,20,24,0.833,11,34,10,14,1,11,17,17.0,52.0,0.327,4.0,21.0,0.19,6.0,10.0,0.6,12.0,27.0,10.0,5.0,3.0,20.0,17.0
1542,Chicago State,31,2015-03-07,@,New Mexico State,L,57,61,21,54,0.389,8,19,0.421,7,11,0.636,11,19,9,8,1,14,16,22.0,44.0,0.5,3.0,6.0,0.5,14.0,21.0,0.667,10.0,32.0,9.0,6.0,6.0,23.0,8.0
1543,Chicago State,32,2015-03-12,N,Seattle,L,45,49,15,47,0.319,6,27,0.222,9,15,0.6,7,21,6,14,3,15,26,12.0,28.0,0.429,2.0,9.0,0.222,23.0,34.0,0.676,5.0,29.0,8.0,9.0,0.0,20.0,15.0
1544,Cincinnati,1,2014-11-14,,Saint Francis (PA),W,52,37,21,46,0.457,2,14,0.143,8,11,0.727,7,32,12,11,4,17,18,12.0,40.0,0.3,4.0,16.0,0.25,9.0,18.0,0.5,5.0,22.0,7.0,7.0,0.0,21.0,14.0
1545,Cincinnati,2,2014-11-19,,Morehead State,W,69,61,19,51,0.373,9,22,0.409,22,34,0.647,10,32,14,4,5,10,20,21.0,56.0,0.375,7.0,18.0,0.389,12.0,16.0,0.75,9.0,34.0,10.0,4.0,4.0,11.0,26.0
1546,Cincinnati,3,2014-11-23,,Eastern Illinois,W,54,49,21,51,0.412,2,13,0.154,10,15,0.667,12,43,10,6,8,19,11,18.0,61.0,0.295,3.0,17.0,0.176,10.0,13.0,0.769,8.0,24.0,7.0,10.0,5.0,8.0,16.0
1547,Cincinnati,4,2014-11-25,,North Carolina Central,W,59,50,19,43,0.442,7,19,0.368,14,19,0.737,14,32,11,2,6,11,10,20.0,46.0,0.435,6.0,15.0,0.4,4.0,5.0,0.8,3.0,13.0,11.0,3.0,1.0,8.0,19.0
1548,Cincinnati,5,2014-11-28,N,Middle Tennessee,W,69,51,25,44,0.568,7,15,0.467,12,18,0.667,10,33,11,6,8,10,17,17.0,49.0,0.347,9.0,20.0,0.45,8.0,17.0,0.471,9.0,21.0,11.0,7.0,2.0,8.0,19.0
1549,Cincinnati,6,2014-11-29,N,Mississippi,L,54,66,17,56,0.304,2,19,0.105,18,26,0.692,17,35,5,1,4,10,18,25.0,51.0,0.49,5.0,10.0,0.5,11.0,18.0,0.611,7.0,27.0,8.0,5.0,3.0,6.0,22.0
1550,Cincinnati,7,2014-12-02,,Stony Brook,W,78,52,29,55,0.527,7,11,0.636,13,20,0.65,8,30,17,7,8,8,12,23.0,57.0,0.404,2.0,13.0,0.154,4.0,10.0,0.4,12.0,27.0,15.0,4.0,1.0,13.0,16.0
1551,Cincinnati,8,2014-12-13,@,Nebraska,L (2 OT),55,56,20,63,0.317,3,17,0.176,12,24,0.5,13,39,11,9,3,15,21,16.0,49.0,0.327,4.0,17.0,0.235,20.0,23.0,0.87,8.0,42.0,3.0,5.0,4.0,22.0,21.0
1552,Cincinnati,9,2014-12-17,,San Diego State,W (1 OT),71,62,25,53,0.472,4,11,0.364,17,21,0.81,8,29,10,6,6,15,16,24.0,61.0,0.393,5.0,25.0,0.2,9.0,13.0,0.692,14.0,29.0,11.0,8.0,4.0,17.0,19.0
1553,Cincinnati,10,2014-12-20,,Virginia Commonwealth,L,47,68,18,54,0.333,3,15,0.2,8,11,0.727,13,38,9,6,5,15,5,26.0,61.0,0.426,15.0,31.0,0.484,1.0,1.0,1.0,5.0,27.0,16.0,7.0,2.0,8.0,14.0
1554,Cincinnati,11,2014-12-23,,Wagner,W,72,48,24,45,0.533,2,11,0.182,22,31,0.71,6,27,12,9,12,14,17,17.0,57.0,0.298,5.0,16.0,0.313,9.0,12.0,0.75,12.0,28.0,9.0,6.0,2.0,16.0,24.0
1555,Cincinnati,12,2014-12-30,@,NC State,W,76,60,28,52,0.538,3,12,0.25,17,25,0.68,10,27,12,9,1,9,21,22.0,48.0,0.458,0.0,5.0,0.0,16.0,23.0,0.696,11.0,25.0,7.0,4.0,2.0,12.0,15.0
1556,Cincinnati,13,2015-01-03,,Southern Methodist,W,56,50,19,41,0.463,6,19,0.316,12,15,0.8,8,27,9,10,6,16,11,21.0,49.0,0.429,3.0,11.0,0.273,5.0,9.0,0.556,8.0,22.0,13.0,8.0,1.0,17.0,16.0
1557,Cincinnati,14,2015-01-06,,East Carolina,W,69,48,26,55,0.473,4,11,0.364,13,23,0.565,10,41,12,8,7,12,14,17.0,63.0,0.27,5.0,22.0,0.227,9.0,13.0,0.692,11.0,30.0,8.0,5.0,0.0,10.0,20.0
1558,Cincinnati,15,2015-01-10,@,Connecticut,L,56,62,21,53,0.396,6,18,0.333,8,11,0.727,10,29,9,11,10,13,16,23.0,50.0,0.46,5.0,15.0,0.333,11.0,18.0,0.611,10.0,29.0,12.0,7.0,6.0,15.0,14.0
1559,Cincinnati,16,2015-01-15,@,Memphis,L,50,63,18,46,0.391,5,15,0.333,9,12,0.75,8,27,13,6,4,18,19,23.0,49.0,0.469,6.0,13.0,0.462,11.0,16.0,0.688,9.0,26.0,15.0,5.0,7.0,8.0,13.0
1560,Cincinnati,17,2015-01-17,,Temple,W,84,53,29,54,0.537,9,14,0.643,17,22,0.773,9,34,19,7,1,8,12,19.0,52.0,0.365,8.0,21.0,0.381,7.0,12.0,0.583,6.0,21.0,16.0,1.0,4.0,12.0,18.0
1561,Cincinnati,18,2015-01-21,,Houston,W,67,54,22,43,0.512,7,23,0.304,16,17,0.941,7,19,16,11,4,11,14,20.0,44.0,0.455,8.0,20.0,0.4,6.0,11.0,0.545,11.0,21.0,11.0,6.0,3.0,18.0,14.0
1562,Cincinnati,19,2015-01-25,@,UCF,W,56,46,19,47,0.404,5,18,0.278,13,18,0.722,10,31,7,8,6,7,14,17.0,52.0,0.327,4.0,17.0,0.235,8.0,9.0,0.889,10.0,27.0,6.0,2.0,5.0,12.0,16.0
1563,Cincinnati,20,2015-01-29,,Connecticut,W,70,58,23,47,0.489,5,11,0.455,19,28,0.679,12,30,11,9,8,15,18,19.0,58.0,0.328,8.0,26.0,0.308,12.0,16.0,0.75,14.0,30.0,10.0,8.0,4.0,17.0,21.0
1564,Cincinnati,21,2015-02-01,@,East Carolina,L,46,50,16,45,0.356,3,18,0.167,11,14,0.786,9,33,10,5,9,12,15,21.0,53.0,0.396,4.0,19.0,0.211,4.0,6.0,0.667,5.0,23.0,17.0,8.0,1.0,6.0,13.0
1565,Cincinnati,22,2015-02-05,@,Southern Methodist,W,62,54,21,37,0.568,7,12,0.583,13,20,0.65,5,29,13,6,6,16,17,19.0,52.0,0.365,3.0,14.0,0.214,13.0,20.0,0.65,12.0,23.0,12.0,9.0,4.0,9.0,16.0
1566,Cincinnati,23,2015-02-07,,South Florida,W,63,58,22,60,0.367,8,23,0.348,11,19,0.579,15,31,12,7,4,11,14,24.0,53.0,0.453,5.0,11.0,0.455,5.0,11.0,0.455,9.0,29.0,10.0,6.0,5.0,11.0,17.0
1567,Cincinnati,24,2015-02-10,@,Temple,L,59,75,22,42,0.524,7,16,0.438,8,14,0.571,5,23,14,6,3,16,16,28.0,56.0,0.5,7.0,19.0,0.368,12.0,16.0,0.75,9.0,27.0,19.0,10.0,4.0,7.0,15.0
1568,Cincinnati,25,2015-02-14,,Tulane,L,49,50,22,50,0.44,0,11,0.0,5,13,0.385,6,25,9,8,6,10,15,18.0,52.0,0.346,6.0,22.0,0.273,8.0,12.0,0.667,9.0,34.0,10.0,3.0,0.0,15.0,17.0
1569,Cincinnati,26,2015-02-18,,Xavier,L,57,59,25,55,0.455,4,16,0.25,3,6,0.5,9,27,12,7,3,5,13,20.0,38.0,0.526,10.0,17.0,0.588,9.0,14.0,0.643,4.0,25.0,15.0,1.0,0.0,15.0,15.0
1570,Cincinnati,27,2015-02-21,@,Houston,W,63,53,21,48,0.438,4,13,0.308,17,22,0.773,8,28,14,9,5,10,11,18.0,47.0,0.383,6.0,15.0,0.4,11.0,12.0,0.917,8.0,27.0,9.0,5.0,7.0,16.0,19.0
1571,Cincinnati,28,2015-02-25,,UCF,W,83,60,33,51,0.647,6,8,0.75,11,20,0.55,9,32,20,3,5,12,8,25.0,66.0,0.379,4.0,16.0,0.25,6.0,9.0,0.667,14.0,28.0,9.0,8.0,0.0,10.0,14.0
1572,Cincinnati,29,2015-02-28,@,Tulane,W,63,47,25,53,0.472,7,15,0.467,6,14,0.429,13,36,18,3,4,10,18,16.0,46.0,0.348,5.0,17.0,0.294,10.0,19.0,0.526,6.0,23.0,10.0,2.0,3.0,7.0,15.0
1573,Cincinnati,30,2015-03-04,@,Tulsa,W,56,47,21,46,0.457,6,15,0.4,8,15,0.533,11,36,7,4,7,14,13,18.0,53.0,0.34,7.0,15.0,0.467,4.0,13.0,0.308,11.0,25.0,6.0,7.0,1.0,7.0,17.0
1574,Cincinnati,31,2015-03-08,,Memphis,W,77,65,24,48,0.5,6,17,0.353,23,29,0.793,9,30,14,4,2,12,11,26.0,54.0,0.481,4.0,17.0,0.235,9.0,15.0,0.6,7.0,22.0,20.0,5.0,1.0,9.0,20.0
1575,Cincinnati,32,2015-03-13,N,Connecticut,L,54,57,21,47,0.447,5,11,0.455,7,11,0.636,10,33,7,2,4,9,14,21.0,55.0,0.382,11.0,30.0,0.367,4.0,7.0,0.571,8.0,26.0,12.0,1.0,2.0,3.0,13.0
1576,Cincinnati,33,2015-03-19,N,Purdue,W (1 OT),66,65,25,61,0.41,4,10,0.4,12,21,0.571,11,36,9,8,5,9,16,26.0,72.0,0.361,4.0,26.0,0.154,9.0,15.0,0.6,19.0,49.0,13.0,5.0,1.0,12.0,18.0
1577,Cincinnati,34,2015-03-21,N,Kentucky,L,51,64,20,63,0.317,2,14,0.143,9,14,0.643,19,43,5,4,6,12,22,20.0,54.0,0.37,4.0,15.0,0.267,20.0,28.0,0.714,9.0,35.0,10.0,7.0,9.0,7.0,15.0
1578,Clemson,1,2014-11-14,,Florida A&M,W,86,41,32,66,0.485,7,25,0.28,15,26,0.577,13,39,21,8,6,5,16,16.0,48.0,0.333,0.0,7.0,0.0,9.0,20.0,0.45,9.0,33.0,6.0,3.0,1.0,23.0,26.0
1579,Clemson,2,2014-11-17,,Winthrop,L,74,77,24,50,0.48,3,13,0.231,23,39,0.59,11,41,8,2,8,16,23,24.0,62.0,0.387,9.0,23.0,0.391,20.0,25.0,0.8,4.0,25.0,12.0,9.0,3.0,6.0,31.0
