Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
1629,Chicago State,9,2023-11-28,@,Loyola (IL),L,53,62,17,52,.327,5,13,.385,14,16,.875,8,24,8,8,2,14,21,19,43,.442,7,23,.304,17,24,.708,7,27,15,7,5,12,16
1630,Chicago State,10,2023-11-30,,Delaware State,L,69,76,17,48,.354,8,28,.286,27,36,.750,8,20,11,13,4,17,21,27,48,.563,4,8,.500,18,25,.720,10,32,12,9,4,21,21
1631,Chicago State,11,2023-12-03,,Stetson,W,77,54,29,54,.537,5,20,.250,14,23,.609,12,35,16,8,0,12,17,22,54,.407,3,25,.120,7,11,.636,7,21,9,8,2,13,14
1632,Chicago State,12,2023-12-10,,St. Thomas,L,50,66,19,49,.388,5,18,.278,7,12,.583,8,29,10,9,3,13,10,24,52,.462,13,31,.419,5,7,.714,6,26,19,5,2,10,12
1633,Chicago State,13,2023-12-13,@,Northwestern,W,75,73,24,50,.480,8,23,.348,19,22,.864,7,27,13,13,3,14,18,26,53,.491,8,17,.471,13,20,.650,7,23,18,9,4,14,14
1634,Chicago State,14,2023-12-16,@,Valparaiso,W,63,62,20,43,.465,6,14,.429,17,22,.773,9,28,13,8,4,16,12,24,59,.407,6,24,.250,8,11,.727,14,27,14,9,1,12,14
1635,Chicago State,15,2023-12-18,,Texas-Rio Grande Valley,W,78,68,26,60,.433,4,15,.267,22,30,.733,11,34,17,14,4,15,21,19,50,.380,3,17,.176,27,33,.818,7,28,9,8,1,19,21
1636,Chicago State,16,2023-12-20,,Bethune-Cookman,W,55,54,18,50,.360,6,19,.316,13,19,.684,15,31,8,11,3,19,16,21,51,.412,3,14,.214,9,11,.818,8,26,8,11,4,18,20
1637,Chicago State,17,2023-12-22,@,Wisconsin,L,53,80,20,63,.317,3,19,.158,10,17,.588,13,33,3,4,2,7,22,28,56,.500,4,15,.267,20,26,.769,9,36,14,4,4,7,14
1638,Chicago State,18,2023-12-27,@,California Baptist,L,62,74,22,49,.449,6,16,.375,12,18,.667,8,26,11,2,1,12,20,28,60,.467,4,15,.267,14,25,.560,20,39,11,3,2,7,15
1639,Chicago State,19,2023-12-30,@,DePaul,L,58,70,21,61,.344,2,17,.118,14,22,.636,15,29,9,4,2,5,17,26,46,.565,8,17,.471,10,14,.714,5,30,19,4,2,10,19
1640,Chicago State,20,2024-01-02,@,Kansas State,L,55,62,18,49,.367,7,16,.438,12,16,.750,4,19,5,6,3,6,20,22,51,.431,3,14,.214,15,23,.652,13,40,12,5,5,9,16
1641,Chicago State,21,2024-01-03,@,Oklahoma State,L,53,72,18,62,.290,5,17,.294,12,16,.750,10,28,5,7,1,9,13,26,54,.481,8,25,.320,12,15,.800,8,38,12,5,6,13,12
1642,Chicago State,22,2024-01-07,@,UTEP,L,69,74,25,45,.556,5,11,.455,14,18,.778,8,27,10,8,7,26,19,26,50,.520,7,12,.583,15,23,.652,5,18,12,15,2,15,14
1643,Chicago State,23,2024-01-10,@,FDU,W,75,74,27,64,.422,12,29,.414,9,14,.643,13,35,12,10,2,16,18,26,59,.441,7,18,.389,15,22,.682,13,33,10,6,1,14,14
1644,Chicago State,24,2024-01-15,@,Stetson,W,77,70,26,57,.456,4,17,.235,21,30,.700,9,26,13,5,2,6,19,26,52,.500,10,21,.476,8,14,.571,10,24,15,3,5,10,19
1645,Chicago State,25,2024-01-19,,NON-FBS-SCHOOL,W,131,55,50,85,.588,14,35,.400,17,24,.708,24,55,32,16,7,10,11,24,70,.343,1,14,.071,6,12,.500,12,22,7,6,1,19,16
1646,Chicago State,26,2024-01-21,,NON-FBS-SCHOOL,W,108,58,40,69,.580,14,29,.483,14,16,.875,11,41,24,15,9,13,13,22,62,.355,6,17,.353,8,12,.667,9,26,11,13,2,22,14
1647,Chicago State,27,2024-01-31,@,Duquesne,L,60,65,22,54,.407,7,17,.412,9,16,.563,11,35,11,4,6,17,17,23,62,.371,3,20,.150,16,25,.640,15,36,11,10,4,10,18
1648,Chicago State,28,2024-02-10,@,South Carolina State,L,55,78,17,40,.425,5,16,.313,16,22,.727,6,15,8,5,4,13,16,28,49,.571,10,20,.500,12,16,.750,6,22,12,8,2,11,15
1649,Chicago State,29,2024-02-14,@,Eastern Kentucky,L,73,86,26,61,.426,3,13,.231,18,25,.720,12,29,11,11,2,12,24,31,59,.525,6,16,.375,18,27,.667,10,30,16,6,3,13,17
1650,Chicago State,30,2024-02-19,,NON-FBS-SCHOOL,W,93,70,30,74,.405,10,29,.345,23,29,.793,16,52,15,3,5,8,14,30,83,.361,7,29,.241,3,11,.273,16,43,18,7,5,9,26
1651,Chicago State,31,2024-03-23,N,UC San Diego,W,77,75,26,57,.456,10,30,.333,15,19,.789,8,29,12,9,3,7,19,28,56,.500,10,19,.526,9,18,.500,9,31,14,4,2,11,17
1652,Chicago State,32,2024-03-25,N,Fairfield,L,74,77,29,62,.468,3,16,.188,13,17,.765,15,34,8,7,2,8,15,30,52,.577,8,22,.364,9,14,.643,4,25,12,5,1,9,11
1653,Cincinnati,1,2023-11-06,,Illinois-Chicago,W,69,58,28,67,.418,5,25,.200,8,13,.615,9,38,12,11,2,8,9,26,60,.433,2,16,.125,4,7,.571,6,31,7,4,7,15,14
1654,Cincinnati,2,2023-11-10,,Detroit Mercy,W,93,61,35,71,.493,16,34,.471,7,15,.467,17,49,23,5,2,13,13,21,56,.375,9,23,.391,10,17,.588,4,25,10,8,3,14,18
1655,Cincinnati,3,2023-11-12,,Eastern Washington,W,85,73,28,60,.467,8,21,.381,21,31,.677,7,36,14,6,2,7,19,26,58,.448,5,23,.217,16,23,.696,2,27,16,4,2,10,24
1656,Cincinnati,4,2023-11-19,,Northern Kentucky,W,90,66,35,70,.500,10,27,.370,10,13,.769,17,40,21,6,4,6,10,26,64,.406,4,20,.200,10,13,.769,9,26,10,4,1,8,13
1657,Cincinnati,5,2023-11-22,,Georgia Tech,W,89,54,29,62,.468,14,35,.400,17,24,.708,7,32,17,7,4,6,15,17,49,.347,5,17,.294,15,19,.789,5,30,8,4,10,16,16
1658,Cincinnati,6,2023-11-28,@,Howard,W (1 OT),86,81,33,69,.478,3,19,.158,17,21,.810,15,36,16,7,4,10,14,30,60,.500,9,21,.429,12,14,.857,7,24,15,5,2,9,20
1659,Cincinnati,7,2023-12-03,,Florida Gulf Coast,W,99,62,39,69,.565,11,19,.579,10,13,.769,14,43,23,8,4,10,11,28,68,.412,5,17,.294,1,3,.333,8,22,14,6,4,9,10
1660,Cincinnati,8,2023-12-09,@,Xavier,L,79,84,32,74,.432,5,23,.217,10,16,.625,13,38,15,4,7,11,21,27,65,.415,8,17,.471,22,26,.846,9,37,20,7,3,8,19
1661,Cincinnati,9,2023-12-12,,Bryant,W,85,53,25,62,.403,6,17,.353,29,37,.784,14,56,15,5,10,15,17,21,66,.318,7,27,.259,4,9,.444,5,32,12,8,7,12,22
1662,Cincinnati,10,2023-12-16,N,Dayton,L,68,82,27,73,.370,6,25,.240,8,16,.500,18,37,11,3,3,6,19,23,49,.469,8,21,.381,28,30,.933,5,32,9,3,7,6,13
1663,Cincinnati,11,2023-12-19,,Merrimack,W,65,49,24,55,.436,5,12,.417,12,19,.632,12,42,16,8,5,18,7,18,53,.340,9,27,.333,4,6,.667,5,22,8,8,3,17,15
1664,Cincinnati,12,2023-12-22,,Stetson,W,83,75,32,62,.516,7,22,.318,12,17,.706,16,40,19,2,3,9,19,21,53,.396,9,25,.360,24,29,.828,8,22,12,5,2,5,18
1665,Cincinnati,13,2023-12-29,,Evansville,W,76,58,27,69,.391,12,29,.414,10,15,.667,12,42,22,7,8,11,12,24,58,.414,3,12,.250,7,13,.538,4,25,12,7,7,10,13
1666,Cincinnati,14,2024-01-06,@,Brigham Young,W,71,60,23,54,.426,6,15,.400,19,24,.792,8,42,13,8,2,19,14,21,64,.328,13,46,.283,5,10,.500,10,32,16,10,3,18,19
1667,Cincinnati,15,2024-01-09,,Texas,L,73,74,29,61,.475,7,17,.412,8,15,.533,7,29,17,6,5,14,10,29,57,.509,7,20,.350,9,10,.900,5,26,15,8,3,11,19
1668,Cincinnati,16,2024-01-13,@,Baylor,L,59,62,24,61,.393,4,21,.190,7,12,.583,8,26,11,7,1,7,16,22,48,.458,5,20,.250,13,18,.722,6,30,13,4,2,12,14
1669,Cincinnati,17,2024-01-16,,TCU,W (1 OT),81,77,32,61,.525,6,16,.375,11,21,.524,9,34,17,8,6,15,15,30,72,.417,11,25,.440,6,12,.500,12,34,20,10,2,18,19
1670,Cincinnati,18,2024-01-20,,Oklahoma,L,65,69,22,57,.386,7,26,.269,14,22,.636,8,29,15,6,7,8,15,24,58,.414,5,16,.313,16,18,.889,8,33,8,4,4,9,20
1671,Cincinnati,19,2024-01-22,@,Kansas,L,69,74,24,61,.393,3,18,.167,18,23,.783,14,37,7,6,2,16,23,24,52,.462,6,14,.429,20,28,.714,6,28,17,12,1,11,17
1672,Cincinnati,20,2024-01-27,,UCF,W,68,57,24,52,.462,3,14,.214,17,25,.680,12,36,15,3,3,12,12,21,58,.362,8,18,.444,7,9,.778,11,27,10,8,4,12,18
1673,Cincinnati,21,2024-01-31,@,West Virginia,L,65,69,25,66,.379,9,32,.281,6,8,.750,15,38,12,8,5,10,18,24,51,.471,5,11,.455,16,28,.571,7,29,15,4,7,11,11
1674,Cincinnati,22,2024-02-03,@,Texas Tech,W,75,72,29,65,.446,7,20,.350,10,10,1.000,16,37,13,7,8,13,18,24,59,.407,5,15,.333,19,24,.792,14,28,10,8,0,11,14
1675,Cincinnati,23,2024-02-10,,Houston,L,62,67,19,51,.373,6,20,.300,18,25,.720,8,31,8,2,3,8,13,27,69,.391,3,16,.188,10,14,.714,16,39,9,5,4,5,20
1676,Cincinnati,24,2024-02-13,,Iowa State,L,59,68,19,50,.380,9,23,.391,12,17,.706,15,37,11,6,5,21,14,28,59,.475,5,18,.278,7,8,.875,8,23,12,12,1,11,15
1677,Cincinnati,25,2024-02-17,@,UCF,W,76,74,28,67,.418,7,26,.269,13,21,.619,16,40,11,6,3,10,15,28,59,.475,4,12,.333,14,18,.778,7,30,14,8,5,9,17
1678,Cincinnati,26,2024-02-21,,Oklahoma State,L,76,80,30,60,.500,5,17,.294,11,16,.688,13,32,11,11,6,14,14,30,54,.556,7,17,.412,13,14,.929,4,19,20,7,1,13,14
1679,Cincinnati,27,2024-02-24,@,TCU,L,57,75,22,53,.415,5,14,.357,8,14,.571,6,30,13,7,6,16,12,26,58,.448,9,22,.409,14,15,.933,7,30,18,11,4,10,10
1680,Cincinnati,28,2024-02-27,@,Houston,L,59,67,21,53,.396,5,19,.263,12,15,.800,14,39,14,4,4,18,23,21,54,.389,7,20,.350,18,27,.667,8,22,13,15,3,9,16
1681,Cincinnati,29,2024-03-02,,Kansas State,W,74,72,31,66,.470,8,21,.381,4,8,.500,8,24,17,11,5,6,19,21,50,.420,9,21,.429,21,25,.840,11,34,11,3,4,19,13
1682,Cincinnati,30,2024-03-05,@,Oklahoma,L (1 OT),71,74,28,71,.394,6,29,.207,9,11,.818,13,35,8,11,5,12,22,20,55,.364,6,15,.400,28,34,.824,8,32,8,4,4,15,16
1683,Cincinnati,31,2024-03-09,,West Virginia,W,92,56,36,61,.590,8,27,.296,12,16,.750,11,37,23,10,5,9,15,21,54,.389,8,19,.421,6,10,.600,10,20,8,6,3,14,13
1684,Cincinnati,32,2024-03-12,N,West Virginia,W,90,85,29,65,.446,16,38,.421,16,21,.762,11,32,17,4,2,7,18,31,56,.554,10,22,.455,13,18,.722,5,30,18,4,3,8,18
1685,Cincinnati,33,2024-03-13,N,Kansas,W,72,52,28,73,.384,9,26,.346,7,9,.778,14,47,10,6,4,10,10,21,62,.339,3,20,.150,7,10,.700,7,35,13,4,7,12,10
1686,Cincinnati,34,2024-03-14,N,Baylor,L,56,68,22,54,.407,5,22,.227,7,9,.778,4,23,14,10,5,13,17,22,55,.400,5,19,.263,19,22,.864,11,34,11,8,4,15,13
1687,Cincinnati,35,2024-03-20,,San Francisco,W (1 OT),73,72,26,66,.394,11,30,.367,10,14,.714,10,37,16,3,5,12,9,28,66,.424,9,22,.409,7,11,.636,6,36,20,7,3,11,14
1688,Cincinnati,36,2024-03-23,,Bradley,W,74,57,28,59,.475,10,28,.357,8,15,.533,8,39,12,7,5,10,10,23,61,.377,5,23,.217,6,7,.857,5,30,10,5,2,11,10
1689,Cincinnati,37,2024-03-26,@,Indiana State,L,81,85,30,60,.500,10,22,.455,11,17,.647,8,35,11,4,4,12,17,26,58,.448,13,30,.433,20,27,.741,7,29,18,7,1,8,15
1690,Clemson,1,2023-11-06,,Winthrop,W,78,56,27,62,.435,13,32,.406,11,12,.917,9,38,21,7,6,10,17,18,52,.346,5,18,.278,15,18,.833,4,27,6,5,0,14,13
1691,Clemson,2,2023-11-10,N,UAB,W,77,76,27,55,.491,6,19,.316,17,27,.630,5,24,16,4,7,9,16,28,60,.467,9,22,.409,11,16,.688,8,32,14,5,2,14,23
1692,Clemson,3,2023-11-12,N,Davidson,W,68,65,26,57,.456,12,31,.387,4,8,.500,7,29,17,3,6,9,16,22,56,.393,9,25,.360,12,17,.706,9,33,12,5,2,9,15
1693,Clemson,4,2023-11-19,,Boise State,W,85,68,31,61,.508,8,15,.533,15,16,.938,10,37,15,3,6,12,18,22,56,.393,7,23,.304,17,22,.773,5,23,9,9,1,10,18
1694,Clemson,5,2023-11-24,,Alcorn State,W,90,69,34,70,.486,11,29,.379,11,18,.611,10,38,26,5,2,6,15,26,52,.500,5,14,.357,12,21,.571,2,28,8,4,3,7,16
1695,Clemson,6,2023-11-28,@,Alabama,W,85,77,32,60,.533,11,21,.524,10,15,.667,8,41,12,4,7,11,22,23,67,.343,11,35,.314,20,26,.769,12,35,12,7,3,7,15
1696,Clemson,7,2023-12-03,@,Pittsburgh,W,79,70,28,60,.467,11,30,.367,12,15,.800,10,39,15,5,1,9,19,25,58,.431,8,23,.348,12,22,.545,7,26,13,6,4,7,16
1697,Clemson,8,2023-12-06,,South Carolina,W,72,67,25,56,.446,8,18,.444,14,20,.700,7,39,13,5,7,9,16,22,61,.361,10,30,.333,13,19,.684,6,34,13,5,3,8,15
1698,Clemson,9,2023-12-09,N,TCU,W,74,66,24,58,.414,7,27,.259,19,24,.792,13,39,18,5,5,13,24,19,59,.322,3,16,.188,25,33,.758,15,38,10,10,2,9,20
1699,Clemson,10,2023-12-16,@,Memphis,L,77,79,30,61,.492,7,23,.304,10,15,.667,7,36,20,3,4,14,20,29,67,.433,4,26,.154,17,23,.739,10,33,12,9,2,6,14
1700,Clemson,11,2023-12-22,,Queens (NC),W,109,79,43,68,.632,10,19,.526,13,17,.765,6,35,24,6,6,7,10,28,74,.378,14,42,.333,9,13,.692,8,27,12,6,2,10,15
1701,Clemson,12,2023-12-29,,Radford,W,93,58,34,60,.567,11,29,.379,14,14,1.000,13,41,14,7,2,13,6,22,53,.415,8,22,.364,6,7,.857,1,10,8,7,4,8,13
1702,Clemson,13,2024-01-03,@,Miami (FL),L,82,95,31,68,.456,11,30,.367,9,9,1.000,6,28,15,5,3,10,14,35,66,.530,11,24,.458,14,15,.933,6,29,19,7,2,8,10
1703,Clemson,14,2024-01-06,,North Carolina,L,55,65,21,58,.362,1,18,.056,12,16,.750,7,28,6,7,9,5,14,25,60,.417,8,23,.348,7,12,.583,13,41,14,3,3,10,16
1704,Clemson,15,2024-01-10,@,Virginia Tech,L,72,87,28,63,.444,9,26,.346,7,8,.875,10,25,13,4,3,11,14,31,57,.544,13,24,.542,12,14,.857,7,32,17,7,5,11,10
1705,Clemson,16,2024-01-13,,Boston College,W,89,78,32,59,.542,7,20,.350,18,22,.818,9,37,10,4,4,9,14,30,59,.508,10,25,.400,8,12,.667,4,22,11,7,0,8,16
1706,Clemson,17,2024-01-16,,Georgia Tech,L (2 OT),90,93,29,70,.414,3,21,.143,29,38,.763,22,44,13,5,4,8,15,31,62,.500,15,35,.429,16,20,.800,8,30,13,5,4,11,22
1707,Clemson,18,2024-01-20,@,Florida State,W,78,67,25,49,.510,7,17,.412,21,25,.840,7,37,17,6,1,14,19,22,54,.407,4,18,.222,19,26,.731,3,22,7,5,4,11,20
1708,Clemson,19,2024-01-27,@,Duke,L,71,72,23,60,.383,7,23,.304,18,22,.818,8,39,14,3,2,9,20,21,51,.412,9,21,.429,21,33,.636,4,31,8,7,4,7,17
1709,Clemson,20,2024-01-30,,Louisville,W,70,64,22,51,.431,5,22,.227,21,25,.840,4,28,13,4,6,13,20,22,64,.344,2,20,.100,18,23,.783,18,44,4,7,0,14,19
1710,Clemson,21,2024-02-03,,Virginia,L,65,66,20,56,.357,7,20,.350,18,21,.857,10,29,9,3,2,4,11,26,59,.441,5,15,.333,9,13,.692,10,32,9,3,4,5,17
1711,Clemson,22,2024-02-06,@,North Carolina,W,80,76,27,68,.397,11,31,.355,15,20,.750,11,41,14,3,1,5,20,24,65,.369,9,27,.333,19,25,.760,9,42,14,4,1,6,20
1712,Clemson,23,2024-02-10,@,Syracuse,W,77,68,31,51,.608,6,14,.429,9,13,.692,7,40,17,5,5,21,12,25,64,.391,7,23,.304,11,15,.733,8,22,11,14,2,8,15
1713,Clemson,24,2024-02-14,,Miami (FL),W,77,60,25,56,.446,13,30,.433,14,17,.824,4,32,18,5,2,7,6,22,59,.373,12,32,.375,4,5,.800,6,30,17,4,2,12,12
1714,Clemson,25,2024-02-17,,NC State,L,77,78,27,58,.466,9,24,.375,14,17,.824,7,32,11,2,2,11,15,27,55,.491,9,20,.450,15,22,.682,5,30,12,8,5,6,15
1715,Clemson,26,2024-02-21,@,Georgia Tech,W,81,57,31,58,.534,14,29,.483,5,7,.714,3,28,21,4,4,4,16,16,53,.302,6,21,.286,19,21,.905,10,34,6,0,3,9,8
1716,Clemson,27,2024-02-24,,Florida State,W,74,63,22,50,.440,6,22,.273,24,30,.800,7,34,9,6,9,14,18,24,65,.369,4,19,.211,11,15,.733,12,33,7,11,2,11,24
1717,Clemson,28,2024-02-27,,Pittsburgh,W,69,62,23,48,.479,7,15,.467,16,21,.762,4,37,10,1,2,11,17,20,61,.328,7,25,.280,15,20,.750,9,30,4,5,2,3,17
1718,Clemson,29,2024-03-02,@,Notre Dame,L,62,69,23,59,.390,5,28,.179,11,14,.786,5,32,10,2,2,7,15,24,57,.421,10,28,.357,11,14,.786,2,31,11,6,0,7,11
1719,Clemson,30,2024-03-05,,Syracuse,W,90,75,32,57,.561,11,26,.423,15,16,.938,8,32,17,5,3,9,14,28,59,.475,8,22,.364,11,16,.688,5,23,9,4,0,7,16
1720,Clemson,31,2024-03-09,@,Wake Forest,L,76,81,26,56,.464,9,26,.346,15,16,.938,5,20,11,9,0,10,17,29,50,.580,9,21,.429,14,16,.875,3,25,15,5,2,11,14
1721,Clemson,32,2024-03-13,N,Boston College,L,55,76,19,54,.352,4,20,.200,13,17,.765,8,26,10,4,3,8,15,25,58,.431,10,29,.345,16,16,1.000,11,39,12,5,3,8,16
1722,Clemson,33,2024-03-22,N,New Mexico,W,77,56,28,63,.444,7,21,.333,14,19,.737,8,38,16,7,4,9,20,19,64,.297,3,23,.130,15,23,.652,15,39,6,4,2,13,16
1723,Clemson,34,2024-03-24,N,Baylor,W,72,64,23,47,.489,6,17,.353,20,24,.833,3,29,16,4,4,11,21,21,54,.389,6,24,.250,16,26,.615,8,30,7,8,2,10,16
1724,Clemson,35,2024-03-28,N,Arizona,W,77,72,29,59,.492,8,25,.320,11,16,.688,6,33,17,4,2,10,19,25,67,.373,5,28,.179,17,25,.680,16,41,14,8,4,9,16
1725,Clemson,36,2024-03-30,N,Alabama,L,82,89,33,69,.478,8,26,.308,8,16,.500,8,28,15,6,2,6,20,29,62,.468,16,36,.444,15,22,.682,14,40,20,3,6,12,17
1726,Cleveland State,1,2023-11-06,@,Duquesne,L,77,79,28,64,.438,9,20,.450,12,19,.632,14,39,10,7,6,12,25,26,62,.419,9,27,.333,18,33,.545,15,41,17,5,2,11,20
1727,Cleveland State,2,2023-11-08,,NON-FBS-SCHOOL,W,102,41,37,59,.627,6,15,.400,22,33,.667,12,32,20,22,4,10,10,16,47,.340,6,24,.250,3,3,1.000,6,17,11,3,4,32,17
1728,Cleveland State,3,2023-11-11,,Ohio,W,82,78,25,60,.417,7,18,.389,25,31,.806,16,35,11,4,5,9,23,28,56,.500,8,18,.444,14,24,.583,14,34,12,6,3,9,23
1729,Cleveland State,4,2023-11-15,,Canisius,W,71,61,26,58,.448,6,19,.316,13,23,.565,10,37,12,11,7,13,15,24,67,.358,4,23,.174,9,16,.563,16,43,8,11,3,13,17
1730,Cleveland State,5,2023-11-18,@,Eastern Michigan,L,62,69,23,67,.343,5,21,.238,11,18,.611,15,37,7,8,8,11,21,25,53,.472,5,15,.333,14,25,.560,8,37,8,3,3,12,13
1731,Cleveland State,6,2023-11-22,,East Tennessee State,W,72,70,29,66,.439,5,14,.357,9,20,.450,17,37,11,14,4,10,14,26,56,.464,9,23,.391,9,12,.750,12,32,15,8,4,18,19
1732,Cleveland State,7,2023-11-25,,Alabama A&M,W,86,59,28,50,.560,8,19,.421,22,26,.846,10,31,16,14,6,16,21,20,55,.364,1,14,.071,18,31,.581,14,26,14,10,1,20,20
1733,Cleveland State,8,2023-11-29,@,Youngstown State,L,69,94,24,61,.393,8,21,.381,13,24,.542,11,28,14,4,4,12,21,33,64,.516,8,21,.381,20,28,.714,15,41,16,8,7,8,18
1734,Cleveland State,9,2023-12-02,,Detroit Mercy,W,69,58,20,57,.351,5,15,.333,24,32,.750,13,39,8,7,5,7,18,22,52,.423,8,20,.400,6,14,.429,9,34,10,2,2,13,20
1735,Cleveland State,10,2023-12-05,@,Saint Mary's (CA),L,57,70,21,60,.350,5,16,.313,10,20,.500,8,31,7,4,4,15,19,28,57,.491,4,19,.211,10,19,.526,8,34,17,11,7,9,18
1736,Cleveland State,11,2023-12-09,@,Kent State,L,77,83,31,66,.470,8,23,.348,7,18,.389,11,25,10,12,2,10,24,31,56,.554,5,14,.357,16,27,.593,15,42,16,6,2,19,18
1737,Cleveland State,12,2023-12-15,@,Bradley,W,76,69,25,58,.431,10,19,.526,16,20,.800,13,32,9,9,3,12,17,23,51,.451,9,28,.321,14,17,.824,7,26,11,8,2,16,17
1738,Cleveland State,13,2023-12-21,,Western Michigan,W,90,77,33,76,.434,9,27,.333,15,19,.789,16,37,15,10,1,7,24,26,59,.441,8,28,.286,17,25,.680,14,38,16,3,3,19,16
1739,Cleveland State,14,2023-12-28,,Oakland,W,75,67,25,57,.439,12,24,.500,13,22,.591,10,38,16,8,4,20,22,24,65,.369,5,25,.200,14,24,.583,16,38,16,12,6,16,17
1740,Cleveland State,15,2023-12-31,@,IU Indy,W,86,77,32,60,.533,7,21,.333,15,18,.833,6,29,19,7,3,5,18,30,62,.484,6,20,.300,11,16,.688,12,33,13,3,0,10,17
1741,Cleveland State,16,2024-01-04,@,Wright State,L,70,82,28,72,.389,9,27,.333,5,13,.385,15,28,8,12,2,9,12,33,55,.600,8,16,.500,8,10,.800,5,31,22,2,4,17,8
1742,Cleveland State,17,2024-01-07,,Northern Kentucky,W (1 OT),88,85,29,74,.392,7,23,.304,23,31,.742,25,44,15,9,6,11,22,27,58,.466,8,22,.364,23,30,.767,11,34,11,6,3,16,23
1743,Cleveland State,18,2024-01-12,@,Milwaukee,L,80,88,28,69,.406,10,27,.370,14,17,.824,8,28,16,5,7,5,19,31,63,.492,6,20,.300,20,27,.741,12,43,16,1,6,10,17
1744,Cleveland State,19,2024-01-14,@,Green Bay,L,71,79,29,63,.460,4,20,.200,9,17,.529,9,24,17,3,8,7,18,22,50,.440,12,34,.353,23,26,.885,7,32,14,4,1,11,18
1745,Cleveland State,20,2024-01-20,,Purdue Fort Wayne,W,75,68,29,56,.518,11,22,.500,6,13,.462,4,33,23,9,4,13,12,22,55,.400,8,23,.348,16,18,.889,3,24,12,8,2,10,12
1746,Cleveland State,21,2024-01-25,,Wright State,L (1 OT),99,107,37,76,.487,5,17,.294,20,30,.667,18,37,12,9,1,15,28,34,58,.586,7,14,.500,32,38,.842,7,28,15,4,5,14,23
1747,Cleveland State,22,2024-01-28,,Robert Morris,W,66,64,25,51,.490,7,17,.412,9,12,.750,6,26,17,5,5,8,14,25,59,.424,7,22,.318,7,15,.467,13,34,12,3,3,9,16
1748,Cleveland State,23,2024-02-01,@,Detroit Mercy,W,77,65,31,63,.492,5,16,.313,10,11,.909,10,30,8,4,7,9,19,24,52,.462,5,20,.250,12,18,.667,8,26,9,6,5,16,15
1749,Cleveland State,24,2024-02-03,@,Oakland,L,71,83,28,66,.424,7,25,.280,8,13,.615,13,30,17,5,4,6,20,27,62,.435,6,18,.333,23,23,1.000,13,38,14,4,4,6,15
1750,Cleveland State,25,2024-02-07,@,Purdue Fort Wayne,W,75,72,28,55,.509,7,18,.389,12,14,.857,5,29,11,9,1,13,16,26,52,.500,7,22,.318,13,18,.722,3,24,9,7,3,11,12
1751,Cleveland State,26,2024-02-14,,Milwaukee,L,68,71,26,70,.371,7,23,.304,9,14,.643,16,33,11,12,3,8,18,26,52,.500,7,23,.304,12,20,.600,11,42,13,3,4,18,16
1752,Cleveland State,27,2024-02-17,,Youngstown State,W,81,73,32,60,.533,2,15,.133,15,20,.750,7,28,16,9,1,9,22,25,58,.431,6,26,.231,17,23,.739,12,33,11,2,0,18,19
1753,Cleveland State,28,2024-02-22,@,Northern Kentucky,L,73,75,31,66,.470,3,17,.176,8,11,.727,7,30,14,7,1,5,18,24,53,.453,5,18,.278,22,25,.880,6,35,11,2,2,10,11
1754,Cleveland State,29,2024-02-25,@,Robert Morris,W,73,71,30,66,.455,3,11,.273,10,16,.625,13,40,14,4,3,3,13,26,65,.400,12,31,.387,7,12,.583,12,32,16,1,5,5,14
1755,Cleveland State,30,2024-02-28,,Green Bay,L,61,69,22,57,.386,2,20,.100,15,21,.714,8,29,10,4,3,6,23,21,50,.420,5,23,.217,22,31,.710,9,37,11,5,0,6,19
1756,Cleveland State,31,2024-03-02,,IU Indy,W,75,66,25,53,.472,4,18,.222,21,24,.875,10,26,14,9,3,11,14,24,48,.500,2,11,.182,16,17,.941,8,25,10,5,3,16,17
1757,Cleveland State,32,2024-03-05,,IU Indy,W,85,66,36,60,.600,8,20,.400,5,11,.455,10,29,16,12,1,14,17,25,49,.510,2,11,.182,14,21,.667,8,24,9,9,0,19,15
1758,Cleveland State,33,2024-03-07,@,Youngstown State,W,82,70,29,60,.483,8,16,.500,16,27,.593,11,35,13,5,2,6,16,27,61,.443,5,31,.161,11,15,.733,8,31,12,4,4,10,20
1759,Cleveland State,34,2024-03-11,N,Oakland,L,71,74,26,63,.413,3,16,.188,16,22,.727,10,36,17,7,6,11,19,24,62,.387,10,31,.323,16,23,.696,11,35,20,9,5,11,17
1760,Cleveland State,35,2024-03-24,N,Northern Colorado,W,51,49,21,62,.339,4,15,.267,5,13,.385,8,38,10,10,3,9,12,19,58,.328,2,23,.087,9,12,.750,5,39,7,7,1,12,10
1761,Cleveland State,36,2024-03-25,N,High Point,L,74,93,28,65,.431,6,22,.273,12,18,.667,9,29,13,7,3,9,14,35,65,.538,9,26,.346,14,15,.933,7,38,15,4,2,10,13
1762,Coastal Carolina,1,2023-11-06,,NON-FBS-SCHOOL,W,88,86,30,68,.441,9,30,.300,19,36,.528,21,49,18,4,4,16,18,29,67,.433,11,25,.440,17,23,.739,11,35,16,13,4,10,24
