Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
18,Abilene Christian,19,2024-01-25,,Utah Tech,W,82,60,29,56,.518,6,18,.333,18,22,.818,9,31,8,12,2,12,24,22,46,.478,3,18,.167,13,25,.520,8,27,10,5,3,20,16
19,Abilene Christian,20,2024-01-27,,Southern Utah,L,67,82,26,61,.426,3,12,.250,12,22,.545,13,35,6,5,2,12,23,31,53,.585,5,11,.455,15,23,.652,5,27,9,6,5,11,19
20,Abilene Christian,21,2024-02-01,,Tarleton State,L (1 OT),73,76,28,57,.491,5,16,.313,12,21,.571,7,33,8,7,3,13,18,28,66,.424,6,17,.353,14,18,.778,13,38,6,7,4,11,19
21,Abilene Christian,22,2024-02-08,@,Seattle,L,52,75,17,68,.250,4,18,.222,14,19,.737,11,31,8,9,6,6,18,23,54,.426,9,19,.474,20,23,.870,8,50,12,2,3,14,16
22,Abilene Christian,23,2024-02-10,@,Utah Valley,L,45,74,14,58,.241,3,17,.176,14,18,.778,8,25,13,10,0,14,14,29,53,.547,7,15,.467,9,13,.692,6,41,26,11,7,16,15
23,Abilene Christian,24,2024-02-15,@,Texas-Rio Grande Valley,W,87,79,35,57,.614,4,10,.400,13,18,.722,5,28,23,5,4,15,20,27,57,.474,3,14,.214,22,30,.733,7,24,16,11,0,11,17
24,Abilene Christian,25,2024-02-17,@,Stephen F. Austin,W,63,62,20,54,.370,6,18,.333,17,22,.773,7,17,12,11,3,7,15,26,45,.578,3,7,.429,7,12,.583,8,34,13,3,3,17,17
25,Abilene Christian,26,2024-02-22,,California Baptist,W,71,65,25,54,.463,5,11,.455,16,20,.800,5,27,10,6,1,7,21,23,53,.434,6,19,.316,13,22,.591,9,33,5,2,1,11,17
26,Abilene Christian,27,2024-02-24,,Grand Canyon,W,79,73,23,60,.383,4,11,.364,29,36,.806,10,30,12,6,2,7,18,25,51,.490,4,15,.267,19,24,.792,4,28,6,2,2,9,25
27,Abilene Christian,28,2024-02-29,@,Southern Utah,W,77,68,31,59,.525,7,10,.700,8,10,.800,8,34,15,5,2,15,17,27,59,.458,6,21,.286,8,12,.667,5,21,12,8,6,8,14
28,Abilene Christian,29,2024-03-02,@,Utah Tech,W,86,79,31,65,.477,6,14,.429,18,21,.857,9,30,17,12,3,10,18,29,60,.483,6,21,.286,15,24,.625,12,36,18,7,3,18,18
29,Abilene Christian,30,2024-03-07,,Seattle,W,64,59,25,59,.424,5,17,.294,9,13,.692,10,28,12,13,1,10,15,23,48,.479,3,14,.214,10,12,.833,7,29,10,4,2,16,16
30,Abilene Christian,31,2024-03-09,,Utah Valley,L,67,74,24,50,.480,3,11,.273,16,26,.615,7,28,14,7,2,8,14,29,60,.483,7,14,.500,9,14,.643,10,33,14,5,0,9,20
31,Abilene Christian,32,2024-03-13,N,Stephen F. Austin,L,57,60,18,43,.419,3,9,.333,18,23,.783,6,32,9,3,4,22,23,20,50,.400,8,18,.444,12,25,.480,4,22,11,10,3,12,24
32,Abilene Christian,33,2024-03-19,N,Texas A&M-Corpus Christi,W,73,63,28,55,.509,8,25,.320,9,17,.529,6,33,16,5,5,13,19,21,66,.318,2,24,.083,19,30,.633,16,39,9,10,2,10,16
33,Abilene Christian,34,2024-03-20,@,Tarleton State,L,59,86,22,55,.400,7,21,.333,8,11,.727,7,29,10,4,2,14,12,34,65,.523,9,24,.375,9,13,.692,8,33,23,11,3,7,9
34,Air Force,1,2023-11-06,,Portland State,L,55,62,20,50,.400,6,25,.240,9,19,.474,8,33,13,6,2,12,24,18,50,.360,7,27,.259,19,29,.655,12,38,5,2,3,12,18
35,Air Force,2,2023-11-10,@,Long Island University,W,82,67,28,55,.509,10,23,.435,16,23,.696,8,37,22,4,7,12,20,23,61,.377,6,17,.353,15,24,.625,11,32,19,7,3,10,19
36,Air Force,3,2023-11-12,@,Delaware,L,57,65,23,49,.469,6,21,.286,5,7,.714,5,23,14,2,5,11,14,22,49,.449,6,18,.333,15,20,.750,5,25,12,8,2,6,10
37,Air Force,4,2023-11-16,,Lindenwood,W,76,58,20,44,.455,8,17,.471,28,39,.718,5,32,14,11,7,12,22,16,50,.320,6,20,.300,20,23,.870,8,29,8,3,3,16,29
38,Air Force,5,2023-11-17,,William & Mary,W (1 OT),80,71,25,50,.500,12,24,.500,18,21,.857,3,26,14,6,6,8,14,27,65,.415,9,28,.321,8,13,.615,10,35,7,2,0,9,21
39,Air Force,6,2023-11-19,,Omaha,W,58,56,19,44,.432,7,25,.280,13,17,.765,4,33,10,4,6,13,17,20,57,.351,5,14,.357,11,16,.688,8,25,8,8,0,10,17
40,Air Force,7,2023-11-22,,VMI,W,64,54,25,56,.446,8,29,.276,6,14,.429,8,32,16,8,4,10,9,24,57,.421,3,16,.188,3,8,.375,7,33,7,4,3,13,17
41,Air Force,8,2023-11-26,@,South Dakota,W,58,57,21,59,.356,6,22,.273,10,18,.556,8,35,14,13,4,6,13,22,56,.393,6,18,.333,7,10,.700,6,32,7,3,1,17,15
42,Air Force,9,2023-12-03,@,Portland,W,80,58,31,57,.544,9,25,.360,9,14,.643,6,32,19,12,5,12,14,22,52,.423,7,24,.292,7,13,.538,5,23,14,7,4,18,11
43,Air Force,10,2023-12-09,,Eastern Washington,L,68,73,22,57,.386,11,29,.379,13,17,.765,9,25,14,11,4,15,20,24,46,.522,10,18,.556,15,18,.833,5,30,16,8,9,20,21
44,Air Force,11,2023-12-16,N,UT Arlington,L,73,76,26,50,.520,5,17,.294,16,22,.727,4,24,16,12,5,18,18,24,55,.436,9,24,.375,19,22,.864,11,31,17,11,4,20,21
45,Air Force,12,2023-12-21,,Northern Colorado,L,79,83,29,55,.527,15,29,.517,6,8,.750,4,20,21,6,5,10,15,31,55,.564,9,20,.450,12,14,.857,5,26,17,5,1,12,15
46,Air Force,13,2024-01-02,,Utah State,L,60,88,21,48,.438,2,14,.143,16,24,.667,9,25,10,7,2,15,23,31,49,.633,4,12,.333,22,35,.629,8,27,15,9,3,9,21
47,Air Force,14,2024-01-09,@,Nevada,L,54,67,19,51,.373,10,23,.435,6,7,.857,7,24,13,5,3,13,20,20,43,.465,7,15,.467,20,29,.690,7,27,15,4,5,10,14
48,Air Force,15,2024-01-13,,San Jose State,L,67,70,25,48,.521,9,21,.429,8,14,.571,5,23,14,2,6,5,11,27,56,.482,9,23,.391,7,8,.875,6,28,12,3,4,7,16
49,Air Force,16,2024-01-16,@,Colorado State,L (1 OT),69,78,23,56,.411,10,22,.455,13,17,.765,11,35,13,6,5,11,21,25,57,.439,10,24,.417,18,23,.783,10,32,18,7,4,9,15
50,Air Force,17,2024-01-20,,New Mexico,L,66,85,25,53,.472,7,22,.318,9,19,.474,8,25,21,9,2,16,15,35,64,.547,4,19,.211,11,14,.786,13,36,11,11,6,14,17
51,Air Force,18,2024-01-23,@,Nevada-Las Vegas,W,90,58,31,56,.554,14,28,.500,14,17,.824,5,34,25,3,4,7,20,18,57,.316,5,28,.179,17,23,.739,10,27,12,4,3,7,16
52,Air Force,19,2024-01-27,@,Fresno State,L,70,84,27,55,.491,11,25,.440,5,8,.625,7,22,13,7,3,11,17,27,51,.529,11,25,.440,19,25,.760,11,31,19,9,1,10,11
53,Air Force,20,2024-01-30,,Wyoming,L,72,83,26,52,.500,13,33,.394,7,10,.700,4,19,18,4,3,9,17,28,50,.560,12,19,.632,15,18,.833,6,27,16,2,0,8,11
54,Air Force,21,2024-02-03,@,Boise State,L,56,94,18,52,.346,10,31,.323,10,11,.909,8,18,9,4,1,10,17,30,50,.600,15,27,.556,19,22,.864,9,27,17,4,3,8,12
55,Air Force,22,2024-02-06,,San Diego State,L,64,77,21,46,.457,10,20,.500,12,21,.571,8,24,10,7,2,11,19,25,49,.510,11,22,.500,16,22,.727,8,28,14,8,5,9,19
56,Air Force,23,2024-02-10,,Fresno State,L,66,68,26,59,.441,9,32,.281,5,10,.500,9,23,17,11,5,10,14,24,42,.571,8,13,.615,12,16,.750,5,26,10,7,2,17,13
57,Air Force,24,2024-02-13,@,San Jose State,L,66,73,20,46,.435,8,22,.364,18,26,.692,11,28,13,5,0,11,19,25,39,.641,3,8,.375,20,26,.769,1,17,14,6,2,8,16
58,Air Force,25,2024-02-21,,Nevada-Las Vegas,L,43,72,18,52,.346,5,28,.179,2,3,.667,6,17,9,7,8,7,16,26,52,.500,4,13,.308,16,21,.762,13,41,8,2,3,11,10
59,Air Force,26,2024-02-24,@,New Mexico,W,78,77,31,60,.517,11,25,.440,5,7,.714,5,23,15,6,4,7,21,28,60,.467,3,16,.188,18,27,.667,15,38,9,3,7,10,14
60,Air Force,27,2024-02-27,,Boise State,L,48,79,17,39,.436,5,18,.278,9,15,.600,2,19,10,4,4,12,19,24,50,.480,7,18,.389,24,27,.889,6,30,11,6,1,6,19
61,Air Force,28,2024-03-01,@,Utah State,L,60,72,25,53,.472,6,21,.286,4,5,.800,3,22,15,6,0,12,18,25,47,.532,3,14,.214,19,25,.760,5,28,10,11,4,13,12
62,Air Force,29,2024-03-05,@,Wyoming,L,63,74,21,51,.412,14,36,.389,7,9,.778,6,22,14,4,3,8,18,24,53,.453,8,20,.400,18,19,.947,9,32,7,2,1,6,9
63,Air Force,30,2024-03-09,,Colorado State,L,73,82,24,51,.471,9,22,.409,16,20,.800,9,27,12,4,1,6,21,27,41,.659,6,17,.353,22,34,.647,3,23,10,3,5,8,20
64,Air Force,31,2024-03-13,N,New Mexico,L,56,82,20,50,.400,7,28,.250,9,13,.692,4,20,13,6,6,13,15,32,68,.471,6,21,.286,12,13,.923,15,43,21,9,4,9,16
65,Akron,1,2023-11-06,@,South Dakota State,W,81,75,26,57,.456,11,27,.407,18,22,.818,11,32,14,10,2,14,19,28,56,.500,8,19,.421,11,13,.846,5,23,14,8,2,12,17
66,Akron,2,2023-11-10,,Southern Mississippi,W,72,54,26,55,.473,9,30,.300,11,13,.846,3,29,14,9,2,12,14,23,58,.397,5,15,.333,3,10,.300,8,30,14,8,3,14,19
67,Akron,3,2023-11-14,,NON-FBS-SCHOOL,W,114,56,42,79,.532,20,43,.465,10,13,.769,16,49,28,9,4,10,10,23,68,.338,7,30,.233,3,8,.375,9,30,8,7,0,17,14
68,Akron,4,2023-11-19,N,Florida International,W,77,71,26,54,.481,10,25,.400,15,25,.600,8,30,16,6,2,19,21,23,53,.434,8,20,.400,17,23,.739,4,20,15,14,4,17,24
69,Akron,5,2023-11-20,N,Utah State,L,62,65,20,53,.377,5,24,.208,17,20,.850,6,29,9,6,1,8,18,26,57,.456,3,10,.300,10,15,.667,8,30,16,5,3,10,16
70,Akron,6,2023-11-21,N,Drake,L,59,79,21,48,.438,5,21,.238,12,21,.571,6,22,10,2,1,12,17,29,52,.558,9,26,.346,12,14,.857,6,30,18,6,0,7,16
71,Akron,7,2023-11-28,@,Nevada-Las Vegas,L,70,72,25,54,.463,8,18,.444,12,12,1.000,5,29,19,7,6,16,13,30,62,.484,9,20,.450,3,6,.500,6,25,20,12,7,14,13
72,Akron,8,2023-12-05,,Bradley,W,67,52,25,59,.424,9,24,.375,8,17,.471,14,38,12,7,5,14,13,21,52,.404,5,18,.278,5,12,.417,7,28,10,6,1,12,19
73,Akron,9,2023-12-09,@,Northern Kentucky,W,77,76,32,55,.582,8,22,.364,5,9,.556,6,23,18,3,1,13,18,29,60,.483,4,15,.267,14,24,.583,11,29,12,9,1,8,15
74,Akron,10,2023-12-17,,NON-FBS-SCHOOL,W,88,45,30,67,.448,14,42,.333,14,17,.824,21,44,20,10,1,9,10,19,48,.396,6,21,.286,1,4,.250,6,18,9,5,0,17,16
75,Akron,11,2023-12-21,,Gardner-Webb,W (1 OT),94,90,29,58,.500,6,17,.353,30,41,.732,8,36,11,3,3,11,17,30,66,.455,12,30,.400,18,24,.750,10,32,10,7,1,11,28
76,Akron,12,2023-12-30,N,St. Bonaventure,L,61,62,21,48,.438,7,21,.333,12,19,.632,7,30,12,3,3,12,13,24,63,.381,4,15,.267,10,13,.769,15,35,7,10,4,7,19
77,Akron,13,2024-01-02,@,Northern Illinois,W,73,51,27,55,.491,8,19,.421,11,14,.786,8,36,8,7,0,12,15,17,53,.321,4,22,.182,13,16,.813,6,23,5,3,1,13,15
78,Akron,14,2024-01-05,,Bowling Green State,W,83,67,28,56,.500,10,24,.417,17,25,.680,9,32,22,7,4,9,22,24,55,.436,6,23,.261,13,24,.542,10,27,10,5,0,10,21
79,Akron,15,2024-01-09,@,Ball State,W,80,76,26,60,.433,10,28,.357,18,26,.692,11,30,9,8,2,4,21,24,53,.453,10,23,.435,18,23,.783,10,38,15,2,4,13,17
80,Akron,16,2024-01-12,,Buffalo,W,76,59,31,65,.477,5,22,.227,9,12,.750,6,30,16,7,3,5,13,22,60,.367,6,30,.200,9,14,.643,7,33,11,2,5,15,11
81,Akron,17,2024-01-16,,Western Michigan,W,77,66,29,57,.509,7,17,.412,12,14,.857,7,29,16,7,5,8,11,27,60,.450,8,21,.381,4,5,.800,8,26,12,6,3,11,14
82,Akron,18,2024-01-19,@,Kent State,W,77,71,29,61,.475,7,25,.280,12,17,.706,9,31,5,5,7,5,22,21,52,.404,9,25,.360,20,29,.690,5,27,12,3,3,7,15
83,Akron,19,2024-01-23,,Ohio,W,67,58,18,43,.419,8,18,.444,23,29,.793,3,29,11,6,4,13,17,21,54,.389,6,21,.286,10,13,.769,8,31,7,6,2,13,22
84,Akron,20,2024-01-27,@,Miami (OH),L,68,70,19,51,.373,10,25,.400,20,25,.800,8,31,7,7,1,8,21,24,47,.511,7,17,.412,15,22,.682,5,33,16,7,3,9,20
85,Akron,21,2024-01-30,@,Eastern Michigan,W,77,46,32,64,.500,6,25,.240,7,8,.875,9,38,14,11,0,10,16,18,50,.360,2,19,.105,8,14,.571,3,21,4,3,2,14,10
86,Akron,22,2024-02-02,,Toledo,W,77,70,25,53,.472,8,24,.333,19,26,.731,5,31,15,3,7,11,18,26,60,.433,2,12,.167,16,21,.762,5,29,12,3,1,8,20
87,Akron,23,2024-02-06,,Central Michigan,W,68,47,25,70,.357,9,32,.281,9,12,.750,14,42,12,1,2,5,16,16,52,.308,4,25,.160,11,15,.733,4,29,4,4,7,7,14
88,Akron,24,2024-02-10,@,James Madison,L,59,73,19,56,.339,5,29,.172,16,20,.800,11,28,6,6,2,12,14,28,55,.509,7,19,.368,10,15,.667,8,32,17,7,2,10,17
89,Akron,25,2024-02-17,@,Buffalo,W,73,62,28,60,.467,7,23,.304,10,21,.476,11,39,14,6,1,9,14,23,60,.383,4,23,.174,12,13,.923,8,33,14,6,4,10,16
90,Akron,26,2024-02-20,@,Toledo,L,64,72,23,58,.397,7,27,.259,11,15,.733,12,40,10,1,3,13,18,27,64,.422,8,23,.348,10,18,.556,12,36,15,10,0,7,15
91,Akron,27,2024-02-23,,Kent State,W,83,70,30,60,.500,8,21,.381,15,19,.789,11,32,13,5,1,9,15,27,57,.474,9,21,.429,7,10,.700,9,29,15,4,2,12,18
92,Akron,28,2024-02-27,@,Ohio,L,67,74,26,56,.464,6,17,.353,9,15,.600,7,32,10,3,5,11,20,25,55,.455,7,27,.259,17,20,.850,4,29,11,7,5,6,19
93,Akron,29,2024-03-02,,Northern Illinois,W,80,73,24,56,.429,9,29,.310,23,31,.742,13,35,15,3,3,8,20,25,54,.463,10,28,.357,13,23,.565,5,27,9,5,2,9,24
94,Akron,30,2024-03-05,,Eastern Michigan,L,60,61,22,46,.478,4,20,.200,12,17,.706,8,28,13,6,5,14,11,26,60,.433,4,15,.267,5,9,.556,15,34,9,6,1,9,17
95,Akron,31,2024-03-08,@,Western Michigan,L,84,90,32,63,.508,9,22,.409,11,14,.786,6,27,14,6,0,9,26,29,57,.509,6,22,.273,26,35,.743,12,36,9,3,2,8,15
96,Akron,32,2024-03-14,N,Miami (OH),W,75,63,31,66,.470,3,23,.130,10,12,.833,7,42,13,7,1,14,16,25,59,.424,6,24,.250,7,10,.700,1,25,6,8,2,11,16
97,Akron,33,2024-03-15,N,Ohio,W,65,62,22,56,.393,8,22,.364,13,19,.684,8,38,11,3,8,13,19,22,61,.361,5,23,.217,13,15,.867,7,31,9,3,3,11,18
98,Akron,34,2024-03-16,N,Kent State,W,62,61,21,53,.396,8,29,.276,12,16,.750,6,31,10,2,4,13,15,25,66,.379,4,19,.211,7,11,.636,7,27,5,5,3,4,16
99,Akron,35,2024-03-21,N,Creighton,L,60,77,25,66,.379,6,28,.214,4,6,.667,9,26,8,5,1,4,20,26,46,.565,10,17,.588,15,20,.750,4,36,11,0,4,14,12
100,Alabama,1,2023-11-06,,Morehead State,W,105,73,32,57,.561,10,23,.435,31,38,.816,12,36,17,13,4,13,17,27,63,.429,7,23,.304,12,19,.632,12,27,7,6,3,14,25
101,Alabama,2,2023-11-10,,Indiana State,W,102,80,33,64,.516,13,23,.565,23,27,.852,13,38,14,6,7,11,18,27,53,.509,10,26,.385,16,26,.615,4,24,10,8,2,13,24
102,Alabama,3,2023-11-14,,South Alabama,W,102,46,34,55,.618,12,23,.522,22,30,.733,11,46,21,9,7,10,19,14,61,.230,5,29,.172,13,21,.619,10,23,6,6,2,11,21
103,Alabama,4,2023-11-17,,Mercer,W,98,67,35,60,.583,8,19,.421,20,29,.690,9,41,16,6,2,11,18,26,64,.406,3,14,.214,12,23,.522,8,26,7,6,4,8,24
104,Alabama,5,2023-11-24,N,Ohio State,L,81,92,26,56,.464,9,30,.300,20,26,.769,7,23,10,5,3,12,26,27,50,.540,10,18,.556,28,30,.933,6,28,10,9,1,14,24
105,Alabama,6,2023-11-25,N,Oregon,W,99,91,32,64,.500,9,24,.375,26,28,.929,14,38,15,8,6,16,16,36,69,.522,7,20,.350,12,15,.800,8,24,20,9,5,12,24
106,Alabama,7,2023-11-28,,Clemson,L,77,85,23,67,.343,11,35,.314,20,26,.769,12,35,12,7,3,7,15,32,60,.533,11,21,.524,10,15,.667,8,41,12,4,7,11,22
107,Alabama,8,2023-12-04,,Arkansas State,W,89,65,28,64,.438,13,31,.419,20,24,.833,10,37,17,10,8,14,17,22,65,.338,6,30,.200,15,21,.714,11,36,10,5,7,14,19
108,Alabama,9,2023-12-09,N,Purdue,L,86,92,29,64,.453,19,46,.413,9,14,.643,10,30,20,5,5,13,24,30,62,.484,8,18,.444,24,28,.857,10,32,22,9,2,9,15
109,Alabama,10,2023-12-16,@,Creighton,L,82,85,35,75,.467,4,22,.182,8,13,.615,16,35,10,5,1,4,25,29,52,.558,6,18,.333,21,29,.724,5,28,14,1,5,10,16
110,Alabama,11,2023-12-20,N,Arizona,L,74,87,22,65,.338,8,40,.200,22,26,.846,13,35,12,10,3,17,25,28,65,.431,4,17,.235,27,37,.730,14,44,14,13,3,14,20
111,Alabama,12,2023-12-23,,Eastern Kentucky,W,111,67,40,69,.580,19,38,.500,12,20,.600,9,43,29,8,3,10,10,24,71,.338,8,29,.276,11,17,.647,11,36,8,7,5,13,17
112,Alabama,13,2023-12-30,N,Liberty,W,101,56,35,60,.583,14,28,.500,17,20,.850,11,43,22,8,4,8,16,21,63,.333,10,35,.286,4,6,.667,8,22,15,2,1,9,17
113,Alabama,14,2024-01-06,@,Vanderbilt,W,78,75,26,53,.491,12,30,.400,14,21,.667,7,35,13,5,5,16,15,26,65,.400,7,26,.269,16,20,.800,9,30,6,10,3,8,17
114,Alabama,15,2024-01-09,,South Carolina,W,74,47,26,54,.481,15,34,.441,7,9,.778,6,32,15,10,4,14,12,17,55,.309,5,25,.200,8,9,.889,12,29,8,8,2,16,13
115,Alabama,16,2024-01-13,@,Mississippi State,W,82,74,25,58,.431,10,28,.357,22,26,.846,10,32,9,7,5,13,20,26,61,.426,7,17,.412,15,27,.556,13,34,12,7,7,12,19
116,Alabama,17,2024-01-16,,Missouri,W,93,75,30,57,.526,13,27,.481,20,21,.952,11,34,18,6,3,13,16,26,53,.491,8,21,.381,15,20,.750,6,21,10,9,0,10,22
117,Alabama,18,2024-01-20,@,Tennessee,L,71,91,25,56,.446,4,21,.190,17,24,.708,4,31,9,5,4,22,21,32,66,.485,10,28,.357,17,25,.680,9,29,21,15,6,6,19
118,Alabama,19,2024-01-24,,Auburn,W,79,75,26,68,.382,11,30,.367,16,19,.842,14,43,13,6,3,14,19,28,67,.418,5,25,.200,14,18,.778,11,38,11,10,10,11,20
119,Alabama,20,2024-01-27,,Louisiana State,W,109,88,35,63,.556,14,34,.412,25,28,.893,10,37,23,8,4,12,19,30,71,.423,11,28,.393,17,27,.630,12,30,13,7,4,10,24
120,Alabama,21,2024-01-31,@,Georgia,W,85,76,32,60,.533,8,23,.348,13,19,.684,7,24,14,13,5,9,17,27,61,.443,7,17,.412,15,18,.833,13,34,10,8,3,19,18
121,Alabama,22,2024-02-03,,Mississippi State,W,99,67,37,83,.446,15,48,.313,10,10,1.000,19,47,19,13,5,10,23,22,55,.400,4,16,.250,19,32,.594,11,33,11,7,0,17,16
122,Alabama,23,2024-02-07,@,Auburn,L,81,99,22,59,.373,9,26,.346,28,35,.800,13,34,8,2,5,15,33,27,64,.422,5,19,.263,40,50,.800,11,36,15,13,12,5,28
123,Alabama,24,2024-02-10,@,Louisiana State,W,109,92,38,81,.469,18,44,.409,15,17,.882,15,38,25,8,2,8,18,33,60,.550,7,19,.368,19,26,.731,3,25,15,5,4,12,16
124,Alabama,25,2024-02-17,,Texas A&M,W,100,75,37,71,.521,18,41,.439,8,13,.615,12,35,20,9,6,12,20,28,74,.378,4,23,.174,15,23,.652,23,43,6,7,2,14,15
125,Alabama,26,2024-02-21,,Florida,W (1 OT),98,93,37,84,.440,8,32,.250,16,20,.800,20,51,19,6,8,7,17,35,81,.432,9,30,.300,14,18,.778,13,39,21,4,7,9,20
126,Alabama,27,2024-02-24,@,Kentucky,L,95,117,34,60,.567,6,17,.353,21,27,.778,8,27,14,5,1,16,21,41,65,.631,13,24,.542,22,26,.846,7,24,24,11,7,10,21
127,Alabama,28,2024-02-28,@,Mississippi,W,103,88,35,70,.500,15,37,.405,18,22,.818,9,30,25,8,2,7,21,28,54,.519,8,22,.364,24,31,.774,6,28,16,3,4,14,18
128,Alabama,29,2024-03-02,,Tennessee,L,74,81,23,60,.383,9,37,.243,19,25,.760,10,40,16,4,2,12,24,24,66,.364,12,40,.300,21,29,.724,12,39,14,7,4,6,22
129,Alabama,30,2024-03-05,@,Florida,L,87,105,31,70,.443,5,23,.217,20,25,.800,14,37,6,5,1,13,30,29,62,.468,7,19,.368,40,46,.870,10,36,13,10,4,8,23
130,Alabama,31,2024-03-09,,Arkansas,W (1 OT),92,88,33,75,.440,9,30,.300,17,25,.680,9,37,19,9,8,11,19,30,67,.448,4,20,.200,24,27,.889,8,36,9,6,9,15,20
131,Alabama,32,2024-03-15,N,Florida,L,88,102,33,71,.465,6,25,.240,16,23,.696,9,33,15,3,4,8,25,32,63,.508,7,20,.350,31,36,.861,7,36,9,5,4,7,22
132,Alabama,33,2024-03-22,N,College of Charleston,W,109,96,36,60,.600,13,23,.565,24,37,.649,4,28,17,5,2,10,22,32,78,.410,10,33,.303,22,29,.759,14,37,16,8,3,10,22
133,Alabama,34,2024-03-24,N,Grand Canyon,W,72,61,24,65,.369,8,31,.258,16,22,.727,15,44,13,10,9,12,26,18,56,.321,2,20,.100,23,37,.622,12,36,5,10,8,13,21
134,Alabama,35,2024-03-28,N,North Carolina,W,89,87,32,67,.478,11,26,.423,14,20,.700,14,37,13,4,7,10,18,30,78,.385,12,32,.375,15,17,.882,17,38,17,8,3,7,18
