Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
38,Air Force,3,2021-11-17,,Texas Southern,W,61.0,57.0,21.0,47.0,0.447,8.0,27.0,0.296,11.0,20.0,0.55,6.0,24.0,11.0,6.0,4.0,13.0,17.0,20.0,49.0,0.408,2.0,12.0,0.167,15.0,19.0,0.789,10.0,33.0,7.0,6.0,1.0,16.0,21.0
39,Air Force,4,2021-11-20,N,Holy Cross,W,72.0,53.0,28.0,59.0,0.475,9.0,24.0,0.375,7.0,10.0,0.7,7.0,23.0,15.0,11.0,6.0,9.0,20.0,18.0,48.0,0.375,0.0,8.0,0.0,17.0,24.0,0.708,15.0,40.0,1.0,4.0,4.0,21.0,18.0
40,Air Force,5,2021-11-21,N,Bethune-Cookman,W,73.0,65.0,23.0,47.0,0.489,7.0,18.0,0.389,20.0,24.0,0.833,8.0,27.0,10.0,6.0,3.0,10.0,17.0,24.0,45.0,0.533,3.0,8.0,0.375,14.0,19.0,0.737,4.0,20.0,9.0,9.0,4.0,12.0,22.0
41,Air Force,6,2021-11-24,,Denver,W,66.0,65.0,25.0,48.0,0.521,7.0,17.0,0.412,9.0,14.0,0.643,2.0,27.0,17.0,5.0,5.0,14.0,17.0,26.0,54.0,0.481,7.0,17.0,0.412,6.0,10.0,0.6,5.0,27.0,14.0,5.0,3.0,11.0,18.0
42,Air Force,7,2021-11-27,,Idaho State,W,59.0,48.0,24.0,44.0,0.545,8.0,19.0,0.421,3.0,5.0,0.6,4.0,23.0,16.0,11.0,0.0,16.0,21.0,12.0,41.0,0.293,7.0,24.0,0.292,17.0,21.0,0.81,6.0,21.0,7.0,4.0,0.0,17.0,14.0
43,Air Force,8,2021-12-04,,Army,W,76.0,58.0,29.0,52.0,0.558,10.0,24.0,0.417,8.0,12.0,0.667,4.0,32.0,18.0,11.0,5.0,16.0,18.0,17.0,49.0,0.347,8.0,24.0,0.333,16.0,25.0,0.64,5.0,25.0,9.0,11.0,1.0,14.0,14.0
44,Air Force,9,2021-12-08,@,Montana,L,48.0,66.0,16.0,46.0,0.348,7.0,16.0,0.438,9.0,13.0,0.692,2.0,18.0,8.0,7.0,6.0,12.0,16.0,23.0,52.0,0.442,3.0,13.0,0.231,17.0,17.0,1.0,11.0,38.0,12.0,4.0,2.0,16.0,15.0
45,Air Force,10,2021-12-19,@,Arkansas State,L,46.0,68.0,18.0,56.0,0.321,6.0,21.0,0.286,4.0,7.0,0.571,11.0,29.0,12.0,7.0,1.0,13.0,15.0,27.0,57.0,0.474,5.0,16.0,0.313,9.0,14.0,0.643,15.0,44.0,16.0,6.0,5.0,15.0,12.0
46,Air Force,11,2021-12-21,@,Tarleton State,L,45.0,67.0,16.0,39.0,0.41,5.0,18.0,0.278,8.0,11.0,0.727,3.0,20.0,11.0,4.0,3.0,17.0,17.0,25.0,43.0,0.581,6.0,14.0,0.429,11.0,18.0,0.611,4.0,23.0,9.0,9.0,1.0,9.0,14.0
47,Air Force,12,2021-12-29,,Utah State,W,49.0,47.0,18.0,50.0,0.36,8.0,27.0,0.296,5.0,7.0,0.714,1.0,29.0,15.0,3.0,3.0,6.0,16.0,17.0,52.0,0.327,1.0,19.0,0.053,12.0,18.0,0.667,6.0,36.0,11.0,4.0,1.0,7.0,16.0
48,Air Force,13,2022-01-04,@,Colorado State,L,59.0,67.0,23.0,44.0,0.523,10.0,21.0,0.476,3.0,6.0,0.5,2.0,22.0,15.0,3.0,2.0,10.0,16.0,23.0,57.0,0.404,7.0,23.0,0.304,14.0,19.0,0.737,12.0,33.0,10.0,6.0,3.0,6.0,16.0
49,Air Force,14,2022-01-15,,Nevada,L,68.0,75.0,21.0,55.0,0.382,15.0,39.0,0.385,11.0,15.0,0.733,8.0,25.0,17.0,4.0,2.0,8.0,20.0,25.0,55.0,0.455,6.0,21.0,0.286,19.0,23.0,0.826,13.0,40.0,16.0,4.0,6.0,14.0,21.0
50,Air Force,15,2022-01-18,@,Boise State,L,56.0,62.0,22.0,43.0,0.512,6.0,13.0,0.462,6.0,14.0,0.429,7.0,23.0,12.0,5.0,1.0,17.0,23.0,19.0,39.0,0.487,5.0,14.0,0.357,19.0,32.0,0.594,7.0,23.0,9.0,8.0,7.0,13.0,17.0
51,Air Force,16,2022-01-20,,Nevada-Las Vegas,W,69.0,62.0,23.0,46.0,0.5,8.0,22.0,0.364,15.0,24.0,0.625,5.0,30.0,16.0,5.0,2.0,10.0,24.0,20.0,46.0,0.435,4.0,15.0,0.267,18.0,25.0,0.72,4.0,27.0,6.0,3.0,2.0,12.0,22.0
52,Air Force,17,2022-01-22,,Colorado State,L,53.0,73.0,18.0,54.0,0.333,9.0,26.0,0.346,8.0,18.0,0.444,8.0,28.0,14.0,8.0,5.0,10.0,16.0,27.0,47.0,0.574,6.0,17.0,0.353,13.0,19.0,0.684,3.0,34.0,10.0,7.0,6.0,15.0,15.0
53,Air Force,18,2022-01-25,@,San Jose State,W,63.0,53.0,21.0,53.0,0.396,12.0,28.0,0.429,9.0,13.0,0.692,10.0,31.0,9.0,6.0,8.0,10.0,16.0,20.0,52.0,0.385,3.0,14.0,0.214,10.0,12.0,0.833,10.0,30.0,8.0,4.0,6.0,11.0,16.0
54,Air Force,19,2022-01-28,,Wyoming,L,61.0,63.0,25.0,46.0,0.543,5.0,20.0,0.25,6.0,11.0,0.545,4.0,24.0,10.0,4.0,4.0,12.0,25.0,21.0,52.0,0.404,2.0,16.0,0.125,19.0,27.0,0.704,13.0,34.0,5.0,3.0,0.0,13.0,18.0
55,Air Force,20,2022-02-01,@,Utah State,L,46.0,73.0,18.0,50.0,0.36,2.0,15.0,0.133,8.0,11.0,0.727,0.0,13.0,11.0,10.0,0.0,9.0,19.0,26.0,42.0,0.619,5.0,16.0,0.313,16.0,17.0,0.941,3.0,33.0,21.0,3.0,3.0,18.0,18.0
56,Air Force,21,2022-02-05,,New Mexico,L,77.0,91.0,26.0,57.0,0.456,7.0,21.0,0.333,18.0,24.0,0.75,5.0,24.0,14.0,3.0,2.0,9.0,18.0,33.0,56.0,0.589,8.0,16.0,0.5,17.0,21.0,0.81,3.0,28.0,9.0,5.0,7.0,12.0,25.0
57,Air Force,22,2022-02-08,@,Nevada-Las Vegas,L,44.0,78.0,14.0,46.0,0.304,6.0,25.0,0.24,10.0,15.0,0.667,4.0,17.0,10.0,4.0,2.0,9.0,14.0,26.0,50.0,0.52,11.0,19.0,0.579,15.0,16.0,0.938,10.0,38.0,20.0,5.0,4.0,10.0,14.0
58,Air Force,23,2022-02-12,@,San Diego State,L,64.0,76.0,24.0,49.0,0.49,4.0,18.0,0.222,12.0,15.0,0.8,3.0,16.0,11.0,6.0,2.0,11.0,21.0,25.0,40.0,0.625,5.0,10.0,0.5,21.0,27.0,0.778,6.0,27.0,17.0,5.0,5.0,16.0,18.0
59,Air Force,24,2022-02-16,,Boise State,L,59.0,85.0,23.0,51.0,0.451,7.0,24.0,0.292,6.0,9.0,0.667,5.0,13.0,12.0,1.0,2.0,10.0,14.0,33.0,48.0,0.688,10.0,18.0,0.556,9.0,9.0,1.0,4.0,28.0,18.0,4.0,3.0,11.0,16.0
60,Air Force,25,2022-02-19,@,Wyoming,L,67.0,75.0,26.0,59.0,0.441,9.0,19.0,0.474,6.0,9.0,0.667,8.0,22.0,10.0,2.0,2.0,7.0,26.0,25.0,49.0,0.51,3.0,17.0,0.176,22.0,26.0,0.846,6.0,29.0,11.0,1.0,2.0,8.0,13.0
61,Air Force,26,2022-02-22,,Fresno State,L,40.0,65.0,15.0,50.0,0.3,7.0,28.0,0.25,3.0,3.0,1.0,2.0,15.0,10.0,4.0,4.0,7.0,15.0,23.0,40.0,0.575,5.0,14.0,0.357,14.0,16.0,0.875,3.0,32.0,15.0,2.0,6.0,11.0,12.0
62,Air Force,27,2022-02-26,@,New Mexico,L,65.0,69.0,24.0,53.0,0.453,4.0,17.0,0.235,13.0,23.0,0.565,10.0,33.0,15.0,4.0,0.0,12.0,21.0,21.0,54.0,0.389,2.0,16.0,0.125,25.0,30.0,0.833,11.0,35.0,7.0,4.0,5.0,8.0,20.0
63,Air Force,28,2022-03-01,,San Jose State,W,58.0,54.0,19.0,48.0,0.396,3.0,14.0,0.214,17.0,26.0,0.654,5.0,30.0,8.0,6.0,5.0,14.0,14.0,21.0,57.0,0.368,4.0,19.0,0.211,8.0,13.0,0.615,10.0,38.0,4.0,10.0,6.0,18.0,20.0
64,Air Force,29,2022-03-09,N,Utah State,L,56.0,83.0,23.0,51.0,0.451,3.0,14.0,0.214,7.0,11.0,0.636,4.0,25.0,14.0,4.0,1.0,14.0,16.0,29.0,54.0,0.537,9.0,21.0,0.429,16.0,21.0,0.762,6.0,29.0,19.0,8.0,1.0,9.0,16.0
65,Akron,1,2021-11-09,@,Ohio State,L,66.0,67.0,25.0,58.0,0.431,7.0,22.0,0.318,9.0,12.0,0.75,10.0,29.0,5.0,4.0,2.0,11.0,19.0,26.0,60.0,0.433,4.0,14.0,0.286,11.0,16.0,0.688,16.0,35.0,11.0,5.0,5.0,9.0,15.0
66,Akron,2,2021-11-13,,NON-FBS-SCHOOL,W,102.0,46.0,36.0,72.0,0.5,13.0,37.0,0.351,17.0,25.0,0.68,20.0,53.0,23.0,11.0,5.0,13.0,14.0,18.0,57.0,0.316,5.0,19.0,0.263,5.0,10.0,0.5,6.0,23.0,7.0,8.0,1.0,18.0,22.0
67,Akron,3,2021-11-18,,NON-FBS-SCHOOL,W,99.0,38.0,39.0,63.0,0.619,9.0,22.0,0.409,12.0,22.0,0.545,17.0,42.0,12.0,13.0,7.0,11.0,12.0,12.0,47.0,0.255,4.0,18.0,0.222,10.0,12.0,0.833,5.0,15.0,4.0,4.0,2.0,23.0,20.0
68,Akron,4,2021-11-22,N,Fordham,L,43.0,63.0,16.0,51.0,0.314,1.0,18.0,0.056,10.0,19.0,0.526,6.0,31.0,4.0,3.0,2.0,8.0,21.0,21.0,51.0,0.412,6.0,17.0,0.353,15.0,21.0,0.714,8.0,36.0,7.0,4.0,3.0,7.0,20.0
69,Akron,5,2021-11-23,N,Appalachian State,L,45.0,57.0,18.0,59.0,0.305,7.0,33.0,0.212,2.0,7.0,0.286,8.0,38.0,11.0,8.0,2.0,14.0,18.0,18.0,51.0,0.353,6.0,20.0,0.3,15.0,18.0,0.833,3.0,33.0,4.0,7.0,3.0,9.0,9.0
70,Akron,6,2021-11-24,N,Evansville,W,69.0,60.0,21.0,43.0,0.488,10.0,15.0,0.667,17.0,27.0,0.63,7.0,32.0,10.0,3.0,2.0,11.0,20.0,22.0,59.0,0.373,6.0,23.0,0.261,10.0,14.0,0.714,11.0,29.0,8.0,5.0,1.0,7.0,22.0
71,Akron,7,2021-12-01,,Marshall,W,88.0,86.0,30.0,60.0,0.5,7.0,19.0,0.368,21.0,29.0,0.724,11.0,34.0,16.0,2.0,2.0,11.0,17.0,33.0,62.0,0.532,11.0,23.0,0.478,9.0,17.0,0.529,4.0,27.0,14.0,4.0,1.0,10.0,25.0
72,Akron,8,2021-12-04,,Southern,W,79.0,62.0,23.0,49.0,0.469,9.0,20.0,0.45,24.0,35.0,0.686,10.0,36.0,15.0,9.0,5.0,15.0,20.0,24.0,58.0,0.414,5.0,15.0,0.333,9.0,17.0,0.529,11.0,32.0,7.0,8.0,2.0,16.0,29.0
73,Akron,9,2021-12-12,,Florida A&M,W,73.0,66.0,19.0,42.0,0.452,11.0,25.0,0.44,24.0,38.0,0.632,7.0,32.0,15.0,5.0,4.0,15.0,13.0,24.0,60.0,0.4,6.0,17.0,0.353,12.0,12.0,1.0,7.0,30.0,12.0,10.0,0.0,10.0,28.0
74,Akron,10,2021-12-15,@,Wright State,W,66.0,48.0,25.0,54.0,0.463,9.0,23.0,0.391,7.0,10.0,0.7,7.0,34.0,11.0,6.0,1.0,12.0,15.0,19.0,51.0,0.373,3.0,15.0,0.2,7.0,12.0,0.583,6.0,24.0,4.0,6.0,2.0,10.0,10.0
75,Akron,11,2022-01-01,,Buffalo,W,88.0,76.0,25.0,52.0,0.481,8.0,22.0,0.364,30.0,40.0,0.75,9.0,32.0,17.0,5.0,3.0,11.0,16.0,29.0,56.0,0.518,9.0,22.0,0.409,9.0,17.0,0.529,3.0,19.0,14.0,4.0,1.0,13.0,27.0
76,Akron,12,2022-01-04,,Ohio,L,63.0,69.0,22.0,56.0,0.393,10.0,27.0,0.37,9.0,17.0,0.529,7.0,29.0,11.0,4.0,1.0,9.0,11.0,26.0,52.0,0.5,8.0,20.0,0.4,9.0,10.0,0.9,3.0,32.0,12.0,4.0,3.0,8.0,18.0
77,Akron,13,2022-01-11,,Ball State,W,84.0,74.0,31.0,58.0,0.534,7.0,24.0,0.292,15.0,21.0,0.714,9.0,34.0,15.0,4.0,3.0,11.0,22.0,27.0,55.0,0.491,7.0,20.0,0.35,13.0,23.0,0.565,8.0,26.0,10.0,5.0,0.0,13.0,22.0
78,Akron,14,2022-01-14,@,Kent State,L,55.0,67.0,19.0,54.0,0.352,4.0,24.0,0.167,13.0,18.0,0.722,7.0,25.0,6.0,6.0,2.0,10.0,15.0,25.0,54.0,0.463,9.0,22.0,0.409,8.0,13.0,0.615,11.0,36.0,10.0,6.0,3.0,12.0,19.0
79,Akron,15,2022-01-18,,Western Michigan,W,74.0,73.0,29.0,63.0,0.46,11.0,30.0,0.367,5.0,8.0,0.625,16.0,31.0,17.0,5.0,2.0,11.0,14.0,25.0,47.0,0.532,14.0,24.0,0.583,9.0,10.0,0.9,5.0,21.0,12.0,3.0,2.0,15.0,15.0
80,Akron,16,2022-01-20,@,Bowling Green State,W,91.0,66.0,32.0,61.0,0.525,14.0,27.0,0.519,13.0,16.0,0.813,8.0,31.0,15.0,8.0,2.0,6.0,15.0,24.0,67.0,0.358,5.0,23.0,0.217,13.0,15.0,0.867,17.0,37.0,4.0,4.0,0.0,13.0,19.0
81,Akron,17,2022-01-22,,Eastern Michigan,W,46.0,44.0,17.0,50.0,0.34,7.0,22.0,0.318,5.0,8.0,0.625,4.0,31.0,10.0,2.0,3.0,9.0,12.0,19.0,52.0,0.365,3.0,15.0,0.2,3.0,7.0,0.429,6.0,32.0,8.0,5.0,6.0,9.0,13.0
82,Akron,18,2022-01-25,@,Central Michigan,W,60.0,56.0,22.0,46.0,0.478,4.0,15.0,0.267,12.0,15.0,0.8,6.0,30.0,8.0,4.0,5.0,13.0,14.0,22.0,61.0,0.361,6.0,16.0,0.375,6.0,7.0,0.857,11.0,29.0,10.0,8.0,4.0,10.0,16.0
