Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
1891,Coppin State,3,2017-11-16,@,Cincinnati,L,54,97,19,60,.317,4,19,.211,12,12,1.000,4,26,7,4,1,10,24,32,63,.508,12,29,.414,21,36,.583,14,48,23,7,5,7,10
1892,Coppin State,4,2017-11-17,@,Cleveland State,L,56,80,20,60,.333,7,32,.219,9,14,.643,5,25,6,1,0,13,16,28,51,.549,14,32,.438,10,13,.769,3,36,17,8,4,13,18
1893,Coppin State,5,2017-11-19,@,Rutgers,L,39,64,16,55,.291,6,23,.261,1,1,1.000,5,31,7,3,4,15,27,24,66,.364,2,17,.118,14,28,.500,16,50,10,3,7,8,12
1894,Coppin State,6,2017-11-21,@,Central Connecticut State,L (1 OT),71,74,29,60,.483,8,20,.400,5,8,.625,4,23,11,3,2,11,21,27,63,.429,4,17,.235,16,25,.640,14,40,15,5,5,11,13
1895,Coppin State,7,2017-12-01,@,Ohio,L,37,80,13,61,.213,3,25,.120,8,11,.727,8,34,5,2,7,15,16,29,69,.420,8,20,.400,14,18,.778,12,48,16,11,3,10,8
1896,Coppin State,8,2017-12-03,@,Georgetown,L,60,76,18,60,.300,9,33,.273,15,18,.833,7,28,10,8,0,10,26,23,46,.500,6,18,.333,24,36,.667,6,39,15,4,2,16,15
1897,Coppin State,9,2017-12-06,,Navy,L,53,70,17,50,.340,10,28,.357,9,11,.818,6,28,11,6,1,12,19,27,52,.519,6,19,.316,10,18,.556,7,31,14,9,0,11,12
1898,Coppin State,10,2017-12-09,@,Connecticut,L,59,72,18,48,.375,10,26,.385,13,18,.722,4,24,15,7,3,14,23,23,62,.371,7,21,.333,19,25,.760,20,48,13,4,2,15,15
1899,Coppin State,11,2017-12-12,@,Maryland-Baltimore County,L,74,81,28,62,.452,9,24,.375,9,16,.563,7,34,13,11,0,12,23,24,60,.400,14,34,.412,19,25,.760,11,41,20,3,2,14,10
1900,Coppin State,12,2017-12-20,@,West Virginia,L,38,77,11,47,.234,3,20,.150,13,16,.813,2,35,6,2,5,25,26,24,77,.312,6,29,.207,23,37,.622,22,53,9,13,5,8,17
1901,Coppin State,13,2017-12-22,,Mount St. Mary's,L,53,66,17,56,.304,9,32,.281,10,14,.714,9,31,11,4,2,13,14,26,57,.456,8,22,.364,6,7,.857,6,31,13,7,5,11,13
1902,Coppin State,14,2017-12-27,@,Georgia Tech,L,62,76,24,60,.400,12,26,.462,2,3,.667,4,21,16,3,5,4,14,26,56,.464,4,10,.400,20,21,.952,10,40,12,1,6,6,7
1903,Coppin State,15,2017-12-30,@,Penn State,L,43,88,14,46,.304,6,20,.300,9,14,.643,2,22,8,5,2,16,18,28,57,.491,14,28,.500,18,23,.783,10,39,22,10,4,9,11
1904,Coppin State,16,2018-01-03,@,Norfolk State,L,67,75,21,56,.375,10,35,.286,15,22,.682,6,26,12,6,4,10,19,24,60,.400,10,24,.417,17,22,.773,12,43,16,1,2,17,18
1905,Coppin State,17,2018-01-06,,Savannah State,L,71,80,22,57,.386,13,31,.419,14,18,.778,9,29,14,7,1,14,21,25,54,.463,11,30,.367,19,27,.704,8,33,17,8,3,12,14
1906,Coppin State,18,2018-01-08,,Florida A&M,W (2 OT),79,78,27,60,.450,5,21,.238,20,28,.714,6,35,16,10,2,19,20,26,59,.441,9,24,.375,17,24,.708,8,33,11,6,2,21,18
1907,Coppin State,19,2018-01-13,@,North Carolina Central,L,61,81,20,58,.345,7,27,.259,14,21,.667,10,29,8,5,3,12,18,29,56,.518,8,18,.444,15,17,.882,7,36,15,5,4,14,22
1908,Coppin State,20,2018-01-15,@,North Carolina A&T,L,47,60,17,55,.309,7,27,.259,6,12,.500,9,32,8,5,2,12,21,19,53,.358,6,26,.231,16,19,.842,6,35,13,4,3,14,16
1909,Coppin State,21,2018-01-20,,Morgan State,W (1 OT),80,73,25,55,.455,8,25,.320,22,32,.688,6,37,13,7,1,18,26,28,72,.389,3,17,.176,14,23,.609,13,33,10,5,2,13,29
1910,Coppin State,22,2018-01-27,,South Carolina State,W,73,65,23,48,.479,11,22,.500,16,21,.762,7,32,10,3,3,23,19,24,69,.348,5,17,.294,12,14,.857,8,28,7,10,2,8,23
1911,Coppin State,23,2018-01-29,,Maryland-Eastern Shore,W,71,68,22,47,.468,8,23,.348,19,24,.792,7,33,12,7,1,12,24,21,51,.412,8,23,.348,18,25,.720,5,26,9,4,1,10,20
1912,Coppin State,24,2018-01-31,@,Hampton,L (1 OT),59,70,23,74,.311,10,31,.323,3,3,1.000,15,47,12,6,8,17,23,21,68,.309,7,26,.269,21,26,.808,14,41,13,3,2,13,11
1913,Coppin State,25,2018-02-03,@,Bethune-Cookman,L,60,80,21,55,.382,9,27,.333,9,15,.600,8,22,13,5,4,12,11,31,63,.492,14,29,.483,4,5,.800,14,42,23,4,4,17,13
1914,Coppin State,26,2018-02-05,@,South Carolina State,W,84,60,30,57,.526,12,26,.462,12,15,.800,7,31,16,4,1,8,15,23,57,.404,7,23,.304,7,13,.538,8,28,10,5,1,12,18
1915,Coppin State,27,2018-02-12,,Hampton,L,79,82,30,65,.462,10,29,.345,9,17,.529,8,34,14,3,3,12,24,26,59,.441,7,18,.389,23,30,.767,8,32,13,5,0,7,18
1916,Coppin State,28,2018-02-17,,Bethune-Cookman,L,85,89,27,69,.391,15,43,.349,16,20,.800,11,33,17,9,3,16,29,23,55,.418,7,22,.318,36,46,.783,9,38,9,6,2,19,20
1917,Coppin State,29,2018-02-19,@,Delaware State,L,51,69,17,55,.309,7,33,.212,10,13,.769,9,31,5,6,1,15,15,24,54,.444,6,27,.222,15,17,.882,3,31,11,6,4,9,13
1918,Coppin State,30,2018-02-26,@,Morgan State,L,56,69,15,58,.259,7,26,.269,19,22,.864,10,33,9,2,1,11,15,27,55,.491,6,19,.316,9,13,.692,7,34,17,8,6,8,17
1919,Coppin State,31,2018-03-01,,Howard,L,71,78,28,63,.444,8,26,.308,7,11,.636,5,26,13,8,3,10,17,29,65,.446,11,26,.423,9,10,.900,16,43,17,2,4,15,12
1920,Coppin State,32,2018-03-06,N,North Carolina Central,L,48,60,15,53,.283,5,20,.250,13,14,.929,7,28,7,9,3,16,22,17,51,.333,5,20,.250,21,30,.700,10,34,10,7,4,15,17
1921,Cornell,1,2017-11-10,@,Syracuse,L,45,77,13,52,.250,4,27,.148,15,26,.577,9,30,10,1,1,15,15,29,70,.414,6,17,.353,13,18,.722,17,47,14,12,6,8,22
1922,Cornell,2,2017-11-13,,Binghamton,W,94,84,27,55,.491,10,21,.476,30,34,.882,7,37,19,3,3,6,17,34,64,.531,7,20,.350,9,20,.450,6,25,15,1,4,7,25
1923,Cornell,3,2017-11-16,@,Colgate,L,61,72,23,64,.359,5,27,.185,10,12,.833,8,40,13,6,2,16,20,24,62,.387,11,25,.440,13,22,.591,9,38,9,7,3,13,16
1924,Cornell,4,2017-11-19,@,Massachusetts-Lowell,L,78,98,29,52,.558,9,19,.474,11,24,.458,9,28,17,4,5,21,16,37,72,.514,9,20,.450,15,17,.882,12,30,17,11,0,11,18
1925,Cornell,5,2017-11-24,,Toledo,W,80,77,32,57,.561,12,28,.429,4,6,.667,5,27,16,5,3,10,15,28,63,.444,11,31,.355,10,11,.909,12,30,12,4,1,9,12
1926,Cornell,6,2017-11-27,@,Duquesne,W,78,71,31,55,.564,6,21,.286,10,15,.667,5,32,20,2,6,12,18,22,63,.349,9,26,.346,18,24,.750,12,34,10,6,2,7,18
1927,Cornell,7,2017-12-02,@,Northeastern,L,66,84,23,52,.442,7,22,.318,13,15,.867,6,26,16,5,2,22,13,31,55,.564,12,25,.480,10,13,.769,3,23,16,16,1,15,15
1928,Cornell,8,2017-12-16,@,Longwood,W,69,62,25,63,.397,6,24,.250,13,15,.867,8,39,15,6,5,5,12,24,68,.353,9,28,.321,5,10,.500,15,43,9,3,6,8,17
1929,Cornell,9,2017-12-20,,Lafayette,W,80,71,30,62,.484,8,22,.364,12,17,.706,7,34,18,6,3,8,17,26,60,.433,10,27,.370,9,13,.692,9,36,13,1,5,13,16
1930,Cornell,10,2017-12-23,,Niagara,L,86,89,31,71,.437,8,29,.276,16,25,.640,12,43,18,2,6,13,19,34,76,.447,8,20,.400,13,18,.722,12,41,13,8,6,10,20
1931,Cornell,11,2017-12-28,@,Delaware,L (1 OT),96,97,33,63,.524,13,27,.481,17,23,.739,9,35,23,7,4,15,22,34,70,.486,8,19,.421,21,25,.840,10,35,17,8,1,11,19
1932,Cornell,12,2017-12-30,@,Auburn,L,77,98,27,69,.391,8,25,.320,15,19,.789,6,26,12,6,0,14,22,35,69,.507,8,25,.320,20,26,.769,11,45,20,8,10,13,19
1933,Cornell,13,2018-01-05,,NON-FBS-SCHOOL,W,93,69,30,59,.508,13,29,.448,20,28,.714,5,41,23,7,10,15,19,23,73,.315,7,24,.292,16,23,.696,9,36,13,7,3,13,21
1934,Cornell,14,2018-01-12,@,Pennsylvania,L,61,69,23,57,.404,4,19,.211,11,15,.733,7,38,7,4,4,16,20,26,58,.448,6,18,.333,11,23,.478,5,33,17,11,3,9,21
1935,Cornell,15,2018-01-13,@,Princeton,L,54,91,20,55,.364,7,27,.259,7,10,.700,5,26,12,2,3,14,12,38,71,.535,10,27,.370,5,7,.714,11,41,13,5,3,7,13
1936,Cornell,16,2018-01-20,@,Columbia,L,62,88,21,48,.438,7,23,.304,13,28,.464,10,31,10,8,5,20,11,32,61,.525,16,28,.571,8,8,1.000,7,31,18,8,2,16,25
1937,Cornell,17,2018-01-27,,Columbia,W,82,81,26,54,.481,8,20,.400,22,25,.880,9,27,19,5,1,15,20,29,66,.439,7,25,.280,16,23,.696,14,33,12,7,3,12,20
1938,Cornell,18,2018-02-02,,Dartmouth,W,86,85,27,55,.491,7,17,.412,25,29,.862,7,28,21,4,0,11,24,30,54,.556,6,17,.353,19,27,.704,7,27,12,5,6,13,22
1939,Cornell,19,2018-02-03,,Harvard,L,73,76,27,59,.458,9,25,.360,10,18,.556,4,27,19,5,0,9,18,25,53,.472,11,23,.478,15,16,.938,4,33,17,4,7,11,18
1940,Cornell,20,2018-02-09,@,Brown,W,78,60,29,53,.547,7,19,.368,13,21,.619,7,34,19,7,6,12,14,21,67,.313,4,19,.211,14,17,.824,19,37,8,7,3,10,19
1941,Cornell,21,2018-02-10,@,Yale,L,65,74,25,58,.431,4,16,.250,11,20,.550,8,34,13,7,2,12,17,25,54,.463,11,28,.393,13,16,.813,5,33,21,8,3,12,21
1942,Cornell,22,2018-02-16,,Princeton,W (3 OT),107,101,34,66,.515,10,29,.345,29,32,.906,5,41,20,9,6,15,18,40,89,.449,16,38,.421,5,11,.455,14,39,22,7,6,15,22
1943,Cornell,23,2018-02-17,,Pennsylvania,L,71,79,27,54,.500,6,21,.286,11,13,.846,4,27,18,5,2,14,24,26,50,.520,11,25,.440,16,29,.552,7,27,20,4,2,12,13
1944,Cornell,24,2018-02-23,,Yale,L,80,82,28,56,.500,6,19,.316,18,24,.750,8,27,12,8,1,11,20,30,59,.508,10,19,.526,12,15,.800,8,29,12,6,3,12,20
1945,Cornell,25,2018-02-24,,Brown,W,73,68,24,58,.414,9,22,.409,16,19,.842,5,27,17,6,10,9,22,23,68,.338,4,20,.200,18,23,.783,13,41,8,4,3,10,21
1946,Cornell,26,2018-03-02,@,Harvard,L (2 OT),88,98,28,71,.394,9,26,.346,23,29,.793,9,30,13,8,1,10,23,31,59,.525,12,25,.480,24,27,.889,6,39,20,7,5,18,23
1947,Cornell,27,2018-03-03,@,Dartmouth,W,86,75,31,49,.633,9,18,.500,15,18,.833,2,25,17,2,4,11,19,27,54,.500,8,19,.421,13,20,.650,6,23,17,7,2,10,15
1948,Cornell,28,2018-03-10,N,Harvard,L,55,74,20,46,.435,6,17,.353,9,14,.643,4,23,12,4,3,11,12,25,57,.439,11,25,.440,13,14,.929,11,34,12,4,2,8,18
1949,Creighton,1,2017-11-10,,Yale,W,92,76,40,68,.588,8,25,.320,4,10,.400,8,35,20,7,4,11,12,30,66,.455,8,27,.296,8,10,.800,8,30,19,6,1,12,14
1950,Creighton,2,2017-11-12,,Alcorn State,W,109,72,33,59,.559,16,33,.485,27,32,.844,11,45,18,7,4,19,23,22,66,.333,7,24,.292,21,28,.750,12,28,12,8,2,16,26
1951,Creighton,3,2017-11-15,@,Northwestern,W,92,88,35,68,.515,8,16,.500,14,16,.875,6,36,19,1,3,9,17,32,67,.478,12,28,.429,12,19,.632,7,31,16,3,7,6,19
1952,Creighton,4,2017-11-20,N,UCLA,W,100,89,33,67,.493,11,29,.379,23,35,.657,6,42,14,3,1,8,21,30,68,.441,6,23,.261,23,31,.742,5,34,17,6,5,7,24
1953,Creighton,5,2017-11-21,N,Baylor,L,59,65,22,64,.344,5,30,.167,10,13,.769,10,28,15,7,3,9,15,24,52,.462,5,16,.313,12,14,.857,6,35,9,4,1,15,15
1954,Creighton,6,2017-11-25,,SIU Edwardsville,W,103,66,35,60,.583,12,28,.429,21,27,.778,7,39,27,8,2,11,14,24,62,.387,4,20,.200,14,21,.667,4,26,8,6,2,10,20
1955,Creighton,7,2017-12-01,@,Gonzaga,L,74,91,29,60,.483,12,25,.480,4,8,.500,3,21,17,5,2,15,18,31,57,.544,10,25,.400,19,25,.760,8,35,17,9,5,15,14
1956,Creighton,8,2017-12-05,,North Dakota,W,111,68,41,72,.569,13,33,.394,16,20,.800,9,47,22,7,3,8,15,27,67,.403,7,24,.292,7,12,.583,3,25,15,4,1,11,16
1957,Creighton,9,2017-12-09,,Nebraska,W,75,65,29,58,.500,5,21,.238,12,17,.706,9,40,15,4,3,14,11,27,71,.380,9,26,.346,2,3,.667,9,29,16,7,3,7,20
1958,Creighton,10,2017-12-15,,Maryland-Eastern Shore,W,87,36,33,63,.524,12,32,.375,9,13,.692,10,37,21,6,5,4,8,13,55,.236,5,19,.263,5,5,1.000,9,30,5,1,2,14,13
1959,Creighton,11,2017-12-18,,UT Arlington,W,90,81,31,69,.449,13,32,.406,15,23,.652,10,42,20,9,3,15,13,33,71,.465,9,25,.360,6,11,.545,7,35,17,12,5,15,20
1960,Creighton,12,2017-12-20,,South Carolina Upstate,W,116,62,42,65,.646,19,34,.559,13,15,.867,5,39,32,3,3,7,9,26,75,.347,5,28,.179,5,6,.833,10,28,15,4,3,8,10
1961,Creighton,13,2017-12-28,@,Seton Hall,L,84,90,34,71,.479,5,25,.200,11,15,.733,10,37,16,3,2,12,21,31,63,.492,6,16,.375,22,32,.688,12,42,13,7,4,12,18
1962,Creighton,14,2017-12-31,,Providence,W,83,64,27,58,.466,10,30,.333,19,23,.826,4,35,18,4,2,10,19,24,62,.387,3,23,.130,13,18,.722,8,35,13,8,3,13,23
1963,Creighton,15,2018-01-03,,St. John's (NY),W,78,71,28,53,.528,10,22,.455,12,17,.706,4,38,20,1,3,17,11,28,62,.452,9,29,.310,6,10,.600,2,22,13,13,4,6,15
1964,Creighton,16,2018-01-06,@,Georgetown,W,90,66,33,68,.485,16,36,.444,8,10,.800,6,34,24,7,1,10,16,23,63,.365,6,23,.261,14,17,.824,10,39,14,4,3,15,15
1965,Creighton,17,2018-01-09,,Butler,W,85,74,33,61,.541,8,24,.333,11,13,.846,4,30,23,7,2,7,11,32,68,.471,4,14,.286,6,9,.667,10,32,11,5,1,9,17
1966,Creighton,18,2018-01-13,@,Xavier,L,70,92,24,59,.407,10,27,.370,12,15,.800,6,31,12,7,0,19,17,34,71,.479,11,24,.458,13,18,.722,13,38,22,11,3,11,16
1967,Creighton,19,2018-01-17,,Seton Hall,W,80,63,31,60,.517,11,29,.379,7,8,.875,3,33,17,5,4,14,19,24,63,.381,8,28,.286,7,11,.636,8,35,14,7,1,15,14
1968,Creighton,20,2018-01-20,@,Providence,L,71,85,26,66,.394,7,27,.259,12,14,.857,7,26,14,6,0,7,18,31,58,.534,6,18,.333,17,18,.944,6,37,15,6,5,10,13
1969,Creighton,21,2018-01-23,@,St. John's (NY),W,68,63,23,48,.479,11,27,.407,11,13,.846,2,31,10,3,3,16,13,23,56,.411,5,18,.278,12,15,.800,1,22,10,10,4,5,14
1970,Creighton,22,2018-01-27,,Georgetown,W,85,77,27,51,.529,10,25,.400,21,26,.808,2,23,13,6,1,11,16,25,55,.455,11,26,.423,16,17,.941,8,30,17,4,2,15,25
1971,Creighton,23,2018-02-01,@,Villanova,L,78,98,25,51,.490,6,18,.333,22,24,.917,2,23,14,4,2,8,11,37,68,.544,19,39,.487,5,6,.833,7,32,19,4,2,6,13
1972,Creighton,24,2018-02-07,@,DePaul,W,76,75,30,62,.484,12,29,.414,4,7,.571,8,31,16,7,5,14,19,28,60,.467,7,19,.368,12,19,.632,10,35,16,5,4,12,13
1973,Creighton,25,2018-02-10,,Xavier,L,71,72,27,64,.422,11,34,.324,6,6,1.000,7,28,11,5,0,12,12,31,67,.463,3,19,.158,7,9,.778,13,41,11,4,2,13,12
1974,Creighton,26,2018-02-13,,NON-FBS-SCHOOL,W,94,46,38,73,.521,13,36,.361,5,8,.625,9,46,23,11,9,6,6,17,63,.270,6,25,.240,6,8,.750,6,33,8,3,3,16,6
1975,Creighton,27,2018-02-17,,Marquette,L,86,90,32,57,.561,11,24,.458,11,15,.733,5,21,26,4,1,10,13,36,64,.563,11,25,.440,7,11,.636,11,30,18,5,1,12,14
1976,Creighton,28,2018-02-20,@,Butler,L,70,93,26,55,.473,8,26,.308,10,19,.526,6,27,11,6,1,13,12,37,68,.544,14,26,.538,5,9,.556,8,32,15,8,1,9,18
1977,Creighton,29,2018-02-24,,Villanova,W (1 OT),89,83,31,63,.492,12,29,.414,15,20,.750,4,36,19,5,5,12,16,30,73,.411,12,39,.308,11,14,.786,9,38,17,6,3,9,19
1978,Creighton,30,2018-02-27,,DePaul,W,82,57,31,60,.517,12,30,.400,8,12,.667,5,34,20,10,1,10,14,22,62,.355,5,23,.217,8,12,.667,12,36,12,5,3,14,11
1979,Creighton,31,2018-03-03,@,Marquette,L,81,85,31,70,.443,11,30,.367,8,14,.571,8,31,13,7,0,4,19,28,55,.509,14,25,.560,15,18,.833,4,34,16,1,5,13,13
1980,Creighton,32,2018-03-08,N,Providence,L (1 OT),68,72,25,59,.424,6,23,.261,12,18,.667,5,34,16,6,7,13,21,24,65,.369,5,22,.227,19,31,.613,13,39,8,8,3,10,18
1981,Creighton,33,2018-03-16,N,Kansas State,L,59,69,23,68,.338,9,34,.265,4,5,.800,14,41,12,6,3,13,21,23,50,.460,9,19,.474,14,25,.560,5,31,12,6,5,11,11
1982,Dartmouth,1,2017-11-11,@,Quinnipiac,L,77,78,28,68,.412,5,17,.294,16,19,.842,6,26,14,7,6,6,24,24,60,.400,8,20,.400,22,27,.815,14,44,14,2,8,15,17
1983,Dartmouth,2,2017-11-14,,NON-FBS-SCHOOL,W,78,43,28,55,.509,9,27,.333,13,16,.813,4,36,19,8,3,11,8,16,58,.276,8,28,.286,3,3,1.000,5,27,7,5,3,17,15
1984,Dartmouth,3,2017-11-22,,Albany (NY),L,73,91,27,49,.551,8,17,.471,11,12,.917,8,23,11,5,7,20,19,34,64,.531,8,17,.471,15,16,.938,14,27,13,8,0,12,13
1985,Dartmouth,4,2017-11-28,,Loyola (MD),W,64,63,26,59,.441,7,26,.269,5,9,.556,5,26,10,6,5,12,16,29,59,.492,1,14,.071,4,6,.667,9,36,5,6,3,16,13
1986,Dartmouth,5,2017-12-02,@,Canisius,L,60,73,21,49,.429,8,21,.381,10,16,.625,9,22,11,6,1,13,17,28,49,.571,8,23,.348,9,16,.563,6,27,19,7,1,12,16
1987,Dartmouth,6,2017-12-05,@,Sacred Heart,L,73,79,26,62,.419,5,19,.263,16,26,.615,11,34,10,6,3,10,19,28,55,.509,7,19,.368,16,21,.762,6,31,17,6,1,13,22
1988,Dartmouth,7,2017-12-08,@,Maine,W,73,66,26,50,.520,10,21,.476,11,15,.733,7,28,19,5,2,19,16,25,54,.463,6,20,.300,10,10,1.000,4,22,13,12,0,16,17
1989,Dartmouth,8,2017-12-15,@,Illinois-Chicago,L,60,76,18,48,.375,7,19,.368,17,22,.773,4,26,14,3,4,16,13,32,65,.492,6,19,.316,6,9,.667,8,31,18,9,6,10,21
1990,Dartmouth,9,2017-12-19,@,Notre Dame,L,87,97,32,63,.508,15,32,.469,8,10,.800,5,24,24,11,1,16,20,34,59,.576,8,20,.400,21,24,.875,8,35,15,10,3,15,10
1991,Dartmouth,10,2017-12-22,,Bryant,W,75,58,24,48,.500,10,24,.417,17,22,.773,7,43,13,3,4,18,14,21,64,.328,9,34,.265,7,12,.583,5,26,10,10,0,8,19
1992,Dartmouth,11,2017-12-30,@,New Hampshire,L,66,83,24,53,.453,4,17,.235,14,20,.700,7,22,9,8,2,10,18,27,54,.500,12,26,.462,17,22,.773,9,33,18,3,2,11,16
1993,Dartmouth,12,2018-01-06,@,Harvard,L,51,61,17,45,.378,5,19,.263,12,14,.857,3,24,7,10,2,17,14,22,50,.440,12,25,.480,5,6,.833,6,29,15,6,6,19,16
1994,Dartmouth,13,2018-01-10,,Vermont,L,78,91,28,48,.583,11,20,.550,11,17,.647,3,21,17,2,2,15,19,35,59,.593,7,18,.389,14,18,.778,4,24,10,5,0,5,17
1995,Dartmouth,14,2018-01-13,@,Boston College,L,72,86,27,58,.466,9,23,.391,9,12,.750,5,23,13,7,3,10,13,33,59,.559,12,26,.462,8,12,.667,10,35,19,6,3,13,13
1996,Dartmouth,15,2018-01-20,,Harvard,L (1 OT),57,62,18,54,.333,8,18,.444,13,18,.722,8,34,13,10,4,16,14,24,60,.400,7,24,.292,7,9,.778,9,35,9,7,6,15,16
1997,Dartmouth,16,2018-01-26,@,Brown,L,62,64,24,53,.453,1,17,.059,13,21,.619,10,35,13,7,3,16,17,23,61,.377,4,18,.222,14,17,.824,13,38,9,6,3,11,16
1998,Dartmouth,17,2018-01-27,@,Yale,L,64,74,25,55,.455,4,17,.235,10,15,.667,11,32,18,7,1,12,13,28,55,.509,9,22,.409,9,11,.818,5,25,16,6,2,10,14
1999,Dartmouth,18,2018-02-02,@,Cornell,L,85,86,30,54,.556,6,17,.353,19,27,.704,7,27,12,5,6,13,22,27,55,.491,7,17,.412,25,29,.862,7,28,21,4,0,11,24
2000,Dartmouth,19,2018-02-03,@,Columbia,L,74,77,23,54,.426,14,27,.519,14,18,.778,8,28,15,3,2,9,14,26,55,.473,12,30,.400,13,16,.813,11,35,9,6,6,11,21
2001,Dartmouth,20,2018-02-09,,Pennsylvania,L,61,64,17,61,.279,6,19,.316,21,24,.875,11,42,8,2,4,10,19,23,56,.411,6,20,.300,12,16,.750,3,32,14,6,2,10,20
2002,Dartmouth,21,2018-02-10,,Princeton,W,72,56,25,53,.472,7,20,.350,15,17,.882,8,41,11,1,2,10,13,23,58,.397,8,30,.267,2,7,.286,4,21,11,3,4,4,18
2003,Dartmouth,22,2018-02-16,,Yale,L,65,77,22,50,.440,7,20,.350,14,23,.609,7,31,14,6,2,12,14,28,60,.467,12,33,.364,9,12,.750,9,33,21,10,2,11,18
2004,Dartmouth,23,2018-02-17,,Brown,W,66,63,24,46,.522,7,15,.467,11,17,.647,5,31,13,5,6,20,18,22,58,.379,4,22,.182,15,17,.882,6,26,11,9,1,12,17
2005,Dartmouth,24,2018-02-23,@,Pennsylvania,L,46,74,19,56,.339,0,17,.000,8,14,.571,4,28,6,4,3,10,8,28,59,.475,10,31,.323,8,12,.667,8,43,18,5,3,14,14
2006,Dartmouth,25,2018-02-24,@,Princeton,L,47,64,15,56,.268,7,25,.280,10,17,.588,6,24,8,5,5,5,8,24,51,.471,11,28,.393,5,6,.833,3,38,15,3,7,15,20
2007,Dartmouth,26,2018-03-02,,Columbia,W,80,78,30,53,.566,12,24,.500,8,14,.571,5,29,20,3,1,14,16,29,66,.439,9,29,.310,11,14,.786,12,31,14,5,2,11,16
2008,Dartmouth,27,2018-03-03,,Cornell,L,75,86,27,54,.500,8,19,.421,13,20,.650,6,23,17,7,2,10,15,31,49,.633,9,18,.500,15,18,.833,2,25,17,2,4,11,19
2009,Davidson,1,2017-11-10,,Charleston Southern,W,110,62,35,70,.500,26,53,.491,14,17,.824,9,39,29,6,1,1,12,25,62,.403,6,24,.250,6,10,.600,7,32,11,1,1,14,17
2010,Davidson,2,2017-11-14,,UNC Wilmington,W,108,81,39,69,.565,13,33,.394,17,22,.773,8,33,23,4,0,6,22,29,61,.475,9,18,.500,14,24,.583,12,34,15,1,1,12,18
2011,Davidson,3,2017-11-21,@,Nevada,L,68,81,23,56,.411,13,36,.361,9,11,.818,5,27,18,5,0,15,16,30,54,.556,9,20,.450,12,17,.706,2,28,20,11,4,10,15
2012,Davidson,4,2017-11-25,@,Appalachian State,L,62,78,26,65,.400,9,33,.273,1,4,.250,7,31,17,2,2,11,21,27,55,.491,7,19,.368,17,28,.607,4,35,11,5,4,5,10
2013,Davidson,5,2017-11-28,@,Charlotte,W,85,70,33,64,.516,8,29,.276,11,18,.611,8,34,22,6,2,11,20,23,52,.442,7,18,.389,17,26,.654,8,30,12,5,4,16,20
2014,Davidson,6,2017-12-01,N,North Carolina,L,75,85,26,64,.406,14,33,.424,9,10,.900,4,23,19,7,4,7,21,32,68,.471,5,20,.250,16,23,.696,11,45,14,2,2,11,14
2015,Davidson,7,2017-12-05,,VMI,W,74,51,24,59,.407,9,26,.346,17,21,.810,9,34,17,8,1,9,9,19,50,.380,7,20,.350,6,8,.750,3,27,11,7,3,16,19
2016,Davidson,8,2017-12-16,@,Virginia,L,60,80,24,50,.480,8,26,.308,4,7,.571,4,24,14,3,5,13,18,28,56,.500,10,19,.526,14,19,.737,6,30,14,7,1,6,14
2017,Davidson,9,2017-12-22,N,New Mexico State,L,68,69,24,51,.471,7,21,.333,13,15,.867,4,28,14,2,4,13,13,29,68,.426,7,23,.304,4,6,.667,14,34,12,9,2,11,14
2018,Davidson,10,2017-12-24,@,Hawaii,L,71,79,24,63,.381,9,27,.333,14,20,.700,10,29,14,5,1,12,23,27,58,.466,7,25,.280,18,25,.720,11,36,16,5,4,11,21
2019,Davidson,11,2017-12-25,N,Akron,W,91,78,33,62,.532,13,28,.464,12,15,.800,4,28,21,5,2,6,17,25,51,.490,14,35,.400,14,18,.778,3,25,14,4,1,15,17
2020,Davidson,12,2017-12-30,@,Richmond,L,58,69,20,55,.364,8,27,.296,10,12,.833,5,31,10,1,2,8,18,21,47,.447,6,19,.316,21,28,.750,3,35,6,3,2,7,15
2021,Davidson,13,2018-01-03,,Saint Louis,W,54,51,21,48,.438,4,23,.174,8,10,.800,5,27,14,7,1,14,15,17,45,.378,7,19,.368,10,19,.526,8,29,9,8,1,16,16
2022,Davidson,14,2018-01-07,@,George Mason,W,86,59,35,63,.556,11,26,.423,5,6,.833,7,32,15,8,3,6,9,23,54,.426,10,22,.455,3,6,.500,4,22,12,1,5,14,9
2023,Davidson,15,2018-01-10,,George Washington,W,72,45,30,56,.536,4,16,.250,8,11,.727,11,36,13,8,1,6,13,17,52,.327,5,22,.227,6,11,.545,9,23,12,2,5,12,15
2024,Davidson,16,2018-01-14,@,Fordham,W,75,45,28,53,.528,15,26,.577,4,8,.500,8,29,25,4,1,5,5,16,43,.372,9,24,.375,4,6,.667,3,21,14,3,2,6,9
2025,Davidson,17,2018-01-19,,St. Bonaventure,W,83,73,28,53,.528,14,33,.424,13,14,.929,3,28,17,3,2,11,16,25,62,.403,9,24,.375,14,17,.824,10,30,13,6,3,8,18
