Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
12,Abilene Christian,13,2013-12-18,,NON-FBS-SCHOOL,W,87,43,31,65,0.477,5,15,0.333,20,23,0.87,18,45,15,9,1,11,12,15,49,0.306,3,19,0.158,10,13,0.769,4,25,6,7,2,19,13
13,Abilene Christian,14,2013-12-30,,NON-FBS-SCHOOL,W,99,49,33,58,0.569,10,19,0.526,23,25,0.92,12,43,24,8,2,12,15,18,47,0.383,5,17,0.294,8,15,0.533,1,12,6,2,3,17,17
14,Abilene Christian,15,2014-01-09,@,New Orleans,L,81,87,28,63,0.444,7,23,0.304,18,25,0.72,7,32,20,7,1,11,32,24,51,0.471,7,17,0.412,32,45,0.711,7,38,13,2,3,13,22
15,Abilene Christian,16,2014-01-11,@,Southeastern Louisiana,L (2 OT),77,85,23,69,0.333,7,19,0.368,24,35,0.686,11,45,8,7,0,7,22,27,65,0.415,11,23,0.478,20,26,0.769,4,39,17,2,5,12,23
16,Abilene Christian,17,2014-01-16,,Oral Roberts,L,59,82,19,47,0.404,5,10,0.5,16,18,0.889,6,20,5,3,3,14,17,29,54,0.537,6,14,0.429,18,24,0.75,11,30,10,8,6,11,15
17,Abilene Christian,18,2014-01-18,,Central Arkansas,W,73,72,25,53,0.472,5,14,0.357,18,24,0.75,8,27,11,12,1,15,18,30,56,0.536,4,10,0.4,8,20,0.4,9,30,11,11,1,16,21
18,Abilene Christian,19,2014-01-23,,Lamar,L,57,65,18,43,0.419,5,14,0.357,16,23,0.696,7,28,6,9,2,22,22,23,48,0.479,1,2,0.5,18,22,0.818,4,24,7,5,4,17,18
19,Abilene Christian,20,2014-01-25,,Sam Houston,L,51,70,16,38,0.421,4,13,0.308,15,21,0.714,5,19,7,6,1,18,24,23,47,0.489,6,16,0.375,18,26,0.692,10,27,14,9,2,11,22
20,Abilene Christian,21,2014-01-30,@,Stephen F. Austin,L,48,64,14,44,0.318,3,9,0.333,17,23,0.739,6,24,5,6,5,21,17,23,60,0.383,8,25,0.32,10,14,0.714,15,35,20,11,11,16,20
21,Abilene Christian,22,2014-02-01,@,Northwestern State,L,66,84,20,53,0.377,12,23,0.522,14,16,0.875,9,25,11,8,0,20,18,31,58,0.534,7,19,0.368,15,17,0.882,11,32,24,13,6,13,15
22,Abilene Christian,23,2014-02-06,,Houston Christian,W,87,81,27,44,0.614,5,9,0.556,28,38,0.737,5,25,12,8,3,14,21,30,50,0.6,5,13,0.385,16,28,0.571,7,22,18,6,2,14,28
23,Abilene Christian,24,2014-02-08,,Texas A&M-Corpus Christi,L,69,71,21,38,0.553,10,20,0.5,17,22,0.773,1,12,14,5,0,16,22,25,43,0.581,2,13,0.154,19,24,0.792,6,22,15,8,2,16,19
24,Abilene Christian,25,2014-02-13,@,Incarnate Word,L,68,80,22,47,0.468,8,15,0.533,16,21,0.762,4,22,9,6,0,13,19,26,44,0.591,9,16,0.563,19,24,0.792,2,23,15,5,5,11,18
25,Abilene Christian,26,2014-02-15,,NON-FBS-SCHOOL,W,108,69,39,67,0.582,14,29,0.483,16,17,0.941,13,40,22,10,2,13,22,23,58,0.397,4,18,0.222,19,24,0.792,11,23,5,6,3,17,16
26,Abilene Christian,27,2014-02-18,,NON-FBS-SCHOOL,W,80,66,26,53,0.491,9,19,0.474,19,25,0.76,12,32,11,9,9,15,22,20,54,0.37,9,19,0.474,17,26,0.654,10,27,11,8,0,18,28
27,Abilene Christian,28,2014-02-22,,NON-FBS-SCHOOL,W,124,57,49,79,0.62,21,34,0.618,5,8,0.625,11,39,35,18,4,7,18,20,51,0.392,7,17,0.412,10,17,0.588,4,22,9,5,0,21,7
28,Abilene Christian,29,2014-02-27,@,Nicholls State,L,60,79,17,39,0.436,7,17,0.412,19,25,0.76,2,25,8,4,1,12,20,26,50,0.52,10,22,0.455,17,25,0.68,5,26,17,9,4,5,21
29,Abilene Christian,30,2014-03-01,@,McNeese State,L (1 OT),91,95,30,54,0.556,11,22,0.5,20,23,0.87,2,21,17,4,2,17,25,29,63,0.46,9,23,0.391,28,37,0.757,16,36,21,6,2,13,20
30,Abilene Christian,31,2014-03-08,,Incarnate Word,L,56,59,20,52,0.385,6,19,0.316,10,11,0.909,8,26,14,8,2,20,15,24,55,0.436,4,12,0.333,7,11,0.636,10,28,13,5,9,18,14
31,Air Force,1,2013-11-08,N,Army,W,79,68,26,49,0.531,10,15,0.667,17,26,0.654,8,34,11,8,4,17,18,23,68,0.338,12,44,0.273,10,13,0.769,13,32,16,4,5,13,24
32,Air Force,2,2013-11-09,@,VMI,L,63,71,23,53,0.434,5,22,0.227,12,19,0.632,6,31,9,8,0,17,20,25,61,0.41,5,26,0.192,16,26,0.615,12,38,11,10,4,11,20
33,Air Force,3,2013-11-14,,Jackson State,L,82,84,27,57,0.474,12,26,0.462,16,26,0.615,7,23,15,4,1,11,25,24,47,0.511,7,11,0.636,29,41,0.707,7,34,15,5,8,12,25
34,Air Force,4,2013-11-17,,Arkansas-Pine Bluff,W,67,64,19,45,0.422,9,21,0.429,20,26,0.769,8,27,16,5,6,14,15,23,53,0.434,8,21,0.381,10,13,0.769,9,28,13,12,6,14,23
35,Air Force,5,2013-11-20,,NON-FBS-SCHOOL,W,78,51,28,51,0.549,3,14,0.214,19,25,0.76,7,39,20,14,4,19,19,17,54,0.315,6,25,0.24,11,19,0.579,7,25,10,10,1,20,20
36,Air Force,6,2013-11-27,,Richmond,L,60,83,20,43,0.465,4,13,0.308,16,26,0.615,5,24,9,3,4,15,19,29,54,0.537,10,18,0.556,15,26,0.577,10,31,24,10,6,8,22
37,Air Force,7,2013-11-30,,Colorado,L,57,81,19,46,0.413,6,22,0.273,13,19,0.684,4,20,12,4,4,16,18,27,58,0.466,9,24,0.375,18,24,0.75,14,41,20,5,3,11,21
38,Air Force,8,2013-12-05,,South Dakota,W,94,86,26,48,0.542,11,23,0.478,31,39,0.795,5,26,20,4,2,7,21,27,50,0.54,11,26,0.423,21,26,0.808,3,23,19,5,4,11,28
39,Air Force,9,2013-12-09,,NON-FBS-SCHOOL,W,94,53,33,59,0.559,13,31,0.419,15,24,0.625,12,44,24,2,7,4,15,19,59,0.322,5,26,0.192,10,17,0.588,10,29,12,3,0,7,19
40,Air Force,10,2013-12-14,,UC Riverside,W,62,52,18,62,0.29,6,27,0.222,20,25,0.8,14,45,12,12,4,15,19,18,46,0.391,3,14,0.214,13,23,0.565,3,34,12,10,7,20,20
41,Air Force,11,2013-12-21,@,UC Davis,L,74,80,29,62,0.468,9,23,0.391,7,8,0.875,11,31,23,3,3,15,15,27,53,0.509,5,21,0.238,21,24,0.875,9,27,17,7,0,12,14
42,Air Force,12,2014-01-01,,Utah State,W,73,72,24,47,0.511,6,16,0.375,19,24,0.792,7,28,14,4,3,14,14,27,56,0.482,10,27,0.37,8,11,0.727,7,25,21,5,3,11,23
43,Air Force,13,2014-01-04,@,Nevada-Las Vegas,W,75,68,27,52,0.519,8,18,0.444,13,19,0.684,5,27,14,4,1,10,17,24,53,0.453,6,21,0.286,14,23,0.609,8,28,16,7,7,11,18
44,Air Force,14,2014-01-08,@,Fresno State,L,65,71,21,49,0.429,6,16,0.375,17,22,0.773,8,32,9,6,1,13,22,19,47,0.404,9,19,0.474,24,32,0.75,5,26,10,7,7,9,18
45,Air Force,15,2014-01-12,,San Diego State,L,72,79,28,54,0.519,7,20,0.35,9,13,0.692,5,26,10,4,3,14,20,27,61,0.443,7,14,0.5,18,30,0.6,14,35,11,6,5,7,16
46,Air Force,16,2014-01-15,,San Jose State,W,77,62,25,44,0.568,12,26,0.462,15,19,0.789,6,34,19,7,5,21,16,22,52,0.423,6,19,0.316,12,16,0.75,5,20,12,9,1,16,23
47,Air Force,17,2014-01-18,@,Colorado State,L,68,74,24,55,0.436,9,28,0.321,11,14,0.786,4,29,16,2,4,11,23,23,54,0.426,5,19,0.263,23,32,0.719,7,34,11,6,3,6,15
48,Air Force,18,2014-01-22,,Wyoming,L,59,66,21,47,0.447,9,23,0.391,8,10,0.8,7,24,17,2,1,16,19,20,40,0.5,3,12,0.25,23,25,0.92,2,19,12,8,3,9,15
49,Air Force,19,2014-01-29,@,Boise State,L,58,69,21,43,0.488,3,6,0.5,13,23,0.565,4,20,11,4,3,10,18,22,49,0.449,7,18,0.389,18,22,0.818,9,29,9,5,1,8,21
50,Air Force,20,2014-02-01,@,Nevada,L (1 OT),56,69,18,63,0.286,6,35,0.171,14,21,0.667,10,37,13,7,2,11,18,22,56,0.393,7,32,0.219,18,26,0.692,10,46,13,6,8,12,15
51,Air Force,21,2014-02-05,,Fresno State,L,51,68,18,47,0.383,9,25,0.36,6,11,0.545,7,30,15,7,3,20,16,25,58,0.431,8,26,0.308,10,15,0.667,10,33,10,13,6,11,14
52,Air Force,22,2014-02-08,,Colorado State,L,56,68,21,50,0.42,6,23,0.261,8,12,0.667,6,17,15,8,7,9,28,19,46,0.413,5,17,0.294,25,33,0.758,18,42,11,6,1,16,17
53,Air Force,23,2014-02-12,@,San Jose State,W,51,48,19,58,0.328,7,22,0.318,6,10,0.6,11,29,13,8,6,13,12,16,53,0.302,5,18,0.278,11,15,0.733,14,38,9,7,2,17,12
54,Air Force,24,2014-02-15,@,San Diego State,L,56,64,21,56,0.375,5,20,0.25,9,11,0.818,9,30,13,4,3,7,26,19,45,0.422,5,13,0.385,21,32,0.656,10,32,11,1,9,8,14
55,Air Force,25,2014-02-22,,Nevada,L,56,75,22,60,0.367,5,25,0.2,7,15,0.467,12,27,14,5,3,8,14,27,52,0.519,8,20,0.4,13,16,0.813,8,36,11,5,5,9,15
56,Air Force,26,2014-02-25,@,Wyoming,W,55,53,17,45,0.378,5,22,0.227,16,23,0.696,6,33,6,5,1,15,18,20,50,0.4,4,20,0.2,9,17,0.529,3,26,10,8,2,9,21
57,Air Force,27,2014-03-01,,Nevada-Las Vegas,L,67,93,23,64,0.359,9,29,0.31,12,20,0.6,10,23,14,7,2,8,20,34,55,0.618,12,18,0.667,13,19,0.684,10,45,21,3,7,15,19
58,Air Force,28,2014-03-05,@,New Mexico,L,52,80,19,55,0.345,7,27,0.259,7,9,0.778,3,23,10,7,2,16,14,29,60,0.483,10,27,0.37,12,16,0.75,7,37,21,10,7,12,9
59,Air Force,29,2014-03-08,,Boise State,W (1 OT),64,61,22,52,0.423,5,20,0.25,15,23,0.652,9,36,12,4,2,12,21,18,51,0.353,9,32,0.281,16,27,0.593,10,30,9,9,5,8,19
60,Air Force,30,2014-03-12,N,Fresno State,L,59,61,20,45,0.444,4,15,0.267,15,26,0.577,5,33,13,2,3,11,23,18,54,0.333,5,19,0.263,20,28,0.714,10,32,7,6,2,8,19
61,Akron,1,2013-11-08,,Coastal Carolina,W,72,63,25,59,0.424,7,22,0.318,15,26,0.577,9,33,10,13,5,17,18,23,59,0.39,6,14,0.429,11,18,0.611,12,31,6,8,4,20,22
62,Akron,2,2013-11-12,@,Saint Mary's (CA),L,63,85,21,57,0.368,2,15,0.133,19,29,0.655,16,34,8,8,0,19,24,24,47,0.511,5,12,0.417,32,36,0.889,6,25,16,10,6,10,24
63,Akron,3,2013-11-16,@,Middle Tennessee,L,73,80,27,57,0.474,7,23,0.304,12,18,0.667,10,26,8,11,3,17,22,27,48,0.563,6,11,0.545,20,31,0.645,8,30,15,13,3,18,17
64,Akron,4,2013-12-07,@,Cleveland State,W,73,61,25,52,0.481,11,22,0.5,12,20,0.6,5,29,16,6,5,15,18,21,48,0.438,4,13,0.308,15,25,0.6,5,25,8,8,3,13,15
65,Akron,5,2013-12-14,,Bethune-Cookman,W,84,56,27,46,0.587,10,21,0.476,20,32,0.625,9,29,17,7,8,11,19,21,54,0.389,4,14,0.286,10,18,0.556,10,24,8,5,1,13,23
66,Akron,6,2013-12-16,,Oral Roberts,W,74,64,25,57,0.439,6,16,0.375,18,32,0.563,13,34,12,6,4,12,23,23,54,0.426,1,5,0.2,17,28,0.607,10,33,11,4,2,20,29
67,Akron,7,2013-12-18,,Detroit Mercy,W,79,60,26,54,0.481,11,21,0.524,16,26,0.615,14,42,14,4,7,12,14,22,61,0.361,7,18,0.389,9,15,0.6,10,27,7,7,1,7,20
68,Akron,8,2013-12-22,N,Oregon State,W,83,71,26,58,0.448,10,26,0.385,21,29,0.724,9,30,13,3,6,7,25,21,48,0.438,2,10,0.2,27,32,0.844,3,22,8,4,6,9,24
69,Akron,9,2013-12-23,N,Iowa State,L,60,83,24,64,0.375,11,35,0.314,1,6,0.167,12,27,9,5,1,11,14,30,56,0.536,9,19,0.474,14,16,0.875,12,36,20,4,2,11,9
70,Akron,10,2013-12-25,N,South Carolina,L,59,69,22,58,0.379,5,17,0.294,10,19,0.526,15,32,10,5,8,16,19,25,60,0.417,2,9,0.222,17,21,0.81,10,32,12,6,3,10,21
71,Akron,11,2013-12-28,@,South Carolina,L,45,78,13,40,0.325,4,16,0.25,15,23,0.652,8,25,6,4,3,21,23,28,63,0.444,8,15,0.533,14,19,0.737,14,30,20,6,5,7,19
72,Akron,12,2013-12-31,,Coppin State,W,77,66,23,51,0.451,11,29,0.379,20,29,0.69,7,35,18,7,4,11,14,25,67,0.373,8,26,0.308,8,11,0.727,12,32,10,7,0,10,18
73,Akron,13,2014-01-02,,Marshall,W,59,58,21,59,0.356,3,13,0.231,14,26,0.538,17,39,9,11,2,14,14,22,48,0.458,4,13,0.308,10,20,0.5,4,25,7,7,3,18,22
74,Akron,14,2014-01-08,@,Ball State,W,72,68,26,65,0.4,3,23,0.13,17,24,0.708,11,31,10,6,4,8,29,19,51,0.373,4,15,0.267,26,34,0.765,11,38,11,1,4,15,24
75,Akron,15,2014-01-12,@,Ohio,W (2 OT),83,80,28,63,0.444,9,15,0.6,18,29,0.621,16,41,10,5,4,17,23,26,62,0.419,5,20,0.25,23,26,0.885,9,30,8,8,9,15,22
76,Akron,16,2014-01-15,,Miami (OH),W,59,52,21,48,0.438,6,24,0.25,11,17,0.647,9,35,13,8,5,16,10,19,54,0.352,4,10,0.4,10,13,0.769,8,28,10,7,0,11,18
77,Akron,17,2014-01-18,,Toledo,L,61,75,20,48,0.417,5,19,0.263,16,27,0.593,9,26,11,9,4,13,19,28,63,0.444,5,13,0.385,14,19,0.737,13,38,12,4,1,11,19
78,Akron,18,2014-01-22,@,Eastern Michigan,W,78,68,27,58,0.466,10,19,0.526,14,22,0.636,14,37,19,7,14,13,16,26,72,0.361,5,21,0.238,9,15,0.6,15,33,8,5,9,9,21
79,Akron,19,2014-01-25,@,Central Michigan,W,82,74,29,56,0.518,12,27,0.444,12,26,0.462,10,32,10,9,3,17,18,25,53,0.472,7,18,0.389,17,23,0.739,4,24,9,7,0,16,24
80,Akron,20,2014-01-29,,Ball State,W,73,46,25,52,0.481,10,24,0.417,13,14,0.929,6,32,16,8,5,11,13,17,49,0.347,4,15,0.267,8,13,0.615,4,22,12,7,0,16,18
81,Akron,21,2014-02-01,@,Kent State,L,57,60,20,45,0.444,5,16,0.313,12,16,0.75,8,32,10,3,2,18,14,24,54,0.444,4,14,0.286,8,13,0.615,5,24,10,11,2,11,16
82,Akron,22,2014-02-05,,Eastern Michigan,W,52,48,17,53,0.321,3,23,0.13,15,20,0.75,11,31,11,7,3,11,12,18,45,0.4,2,11,0.182,10,15,0.667,9,34,5,8,1,15,18
83,Akron,23,2014-02-09,@,Bowling Green State,W,65,63,26,55,0.473,5,17,0.294,8,13,0.615,12,30,10,9,4,15,19,23,48,0.479,3,10,0.3,14,22,0.636,10,27,10,11,3,18,10
84,Akron,24,2014-02-12,@,Western Michigan,L,54,57,18,54,0.333,6,22,0.273,12,16,0.75,11,32,7,8,3,15,19,19,46,0.413,3,15,0.2,16,20,0.8,9,33,11,6,3,17,12
85,Akron,25,2014-02-15,,Northern Illinois,W,62,54,21,46,0.457,4,18,0.222,16,24,0.667,9,34,12,5,4,17,19,19,53,0.358,4,13,0.308,12,21,0.571,12,32,8,8,1,13,21
86,Akron,26,2014-02-19,@,Buffalo,L,90,96,35,67,0.522,10,23,0.435,10,15,0.667,11,23,9,4,2,4,17,38,60,0.633,7,13,0.538,13,18,0.722,8,31,21,2,3,8,14
87,Akron,27,2014-02-22,,Ohio,L,50,66,15,56,0.268,5,21,0.238,15,25,0.6,17,36,4,3,2,9,11,29,53,0.547,4,11,0.364,4,6,0.667,4,28,16,8,2,10,21
88,Akron,28,2014-02-26,@,Miami (OH),L,61,65,21,56,0.375,7,20,0.35,12,18,0.667,9,37,14,3,7,11,18,20,53,0.377,7,19,0.368,18,21,0.857,5,31,12,11,3,10,15
89,Akron,29,2014-03-01,,Bowling Green State,W,57,47,23,58,0.397,7,15,0.467,4,10,0.4,8,31,15,10,1,10,14,18,51,0.353,2,13,0.154,9,13,0.692,11,35,4,5,7,19,11
90,Akron,30,2014-03-04,,Buffalo,W,83,71,29,56,0.518,8,21,0.381,17,28,0.607,9,33,7,8,3,11,20,24,54,0.444,7,25,0.28,16,24,0.667,3,25,13,4,3,15,24
91,Akron,31,2014-03-07,,Kent State,W,58,54,20,48,0.417,6,14,0.429,12,24,0.5,6,30,10,4,6,8,14,21,65,0.323,3,19,0.158,9,11,0.818,13,40,8,2,5,8,23
92,Akron,32,2014-03-13,N,Ohio,W,83,77,28,46,0.609,7,12,0.583,20,34,0.588,8,26,9,7,4,9,15,29,60,0.483,10,21,0.476,9,11,0.818,12,29,18,5,4,13,22
93,Akron,33,2014-03-14,N,Western Michigan,L (1 OT),60,64,23,57,0.404,8,24,0.333,6,16,0.375,16,38,11,5,3,13,21,22,54,0.407,5,20,0.25,15,19,0.789,9,33,4,7,5,9,16
94,Akron,34,2014-03-19,@,Purdue Fort Wayne,L,91,97,36,56,0.643,5,17,0.294,14,17,0.824,5,20,19,7,3,10,18,33,55,0.6,12,22,0.545,19,28,0.679,9,24,20,7,2,9,10
95,Alabama,1,2013-11-08,N,Oklahoma,L,73,82,29,61,0.475,3,15,0.2,12,17,0.706,12,33,4,6,2,14,22,28,63,0.444,7,21,0.333,19,25,0.76,17,38,16,7,5,9,18
96,Alabama,2,2013-11-14,,Texas Tech,W,76,64,28,51,0.549,6,14,0.429,14,17,0.824,11,30,9,8,5,16,9,28,59,0.475,4,20,0.2,4,8,0.5,12,25,10,8,5,14,15
97,Alabama,3,2013-11-18,,NON-FBS-SCHOOL,W,102,65,37,63,0.587,5,13,0.385,23,31,0.742,13,39,17,9,6,13,13,24,67,0.358,13,41,0.317,4,9,0.444,15,32,10,3,3,22,22
98,Alabama,4,2013-11-19,,Georgia State,W,75,58,25,52,0.481,6,19,0.316,19,25,0.76,9,37,10,10,6,13,18,22,55,0.4,5,17,0.294,9,14,0.643,6,21,11,8,4,13,21
99,Alabama,5,2013-11-27,N,Duke,L,64,74,23,57,0.404,2,12,0.167,16,23,0.696,9,31,12,8,6,16,27,22,51,0.431,6,15,0.4,24,29,0.828,3,27,15,10,1,18,20
100,Alabama,6,2013-11-29,N,Drexel,L (3 OT),83,85,27,64,0.422,4,15,0.267,25,37,0.676,18,41,15,9,5,17,27,29,67,0.433,2,17,0.118,25,31,0.806,16,38,15,6,3,14,29
101,Alabama,7,2013-12-04,,North Florida,W,76,48,26,58,0.448,9,19,0.474,15,25,0.6,13,43,18,10,7,11,18,18,57,0.316,5,20,0.25,7,16,0.438,10,33,11,4,2,15,17
102,Alabama,8,2013-12-07,@,South Florida,L,64,66,23,59,0.39,4,14,0.286,14,16,0.875,10,28,9,7,7,7,20,23,53,0.434,3,13,0.231,17,24,0.708,11,35,13,2,5,11,14
103,Alabama,9,2013-12-14,,Charleston Southern,W,59,45,15,43,0.349,6,20,0.3,23,32,0.719,8,30,8,10,6,9,15,14,43,0.326,4,17,0.235,13,17,0.765,6,28,4,3,2,12,25
104,Alabama,10,2013-12-17,,Wichita State,L,67,72,23,53,0.434,7,20,0.35,14,19,0.737,6,22,12,2,5,8,19,22,50,0.44,3,12,0.25,25,27,0.926,10,36,6,6,2,11,17
105,Alabama,11,2013-12-21,,Xavier,L,74,77,23,47,0.489,8,19,0.421,20,30,0.667,6,30,12,4,6,8,23,25,63,0.397,5,15,0.333,22,28,0.786,14,34,11,4,3,6,26
106,Alabama,12,2013-12-28,@,UCLA,L,67,75,23,52,0.442,9,22,0.409,12,17,0.706,3,25,7,10,3,16,20,28,59,0.475,3,9,0.333,16,20,0.8,10,34,18,9,4,13,15
107,Alabama,13,2014-01-04,,Robert Morris,W,64,56,24,44,0.545,5,14,0.357,11,21,0.524,7,28,11,12,3,15,12,21,44,0.477,6,14,0.429,8,13,0.615,4,21,13,9,2,18,19
108,Alabama,14,2014-01-07,,Vanderbilt,W,68,63,25,52,0.481,6,16,0.375,12,19,0.632,8,23,13,8,2,8,16,21,46,0.457,6,13,0.462,15,17,0.882,8,29,8,6,3,16,18
109,Alabama,15,2014-01-11,@,Georgia,L,58,66,19,52,0.365,4,19,0.211,16,23,0.696,4,25,7,9,4,10,29,15,46,0.326,5,14,0.357,31,44,0.705,10,35,6,8,10,14,17
110,Alabama,16,2014-01-15,,Mississippi State,W,80,61,30,57,0.526,10,25,0.4,10,16,0.625,7,29,17,7,6,11,18,22,50,0.44,3,10,0.3,14,18,0.778,4,24,11,3,2,14,17
111,Alabama,17,2014-01-18,@,Missouri,L,47,68,14,48,0.292,5,20,0.25,14,22,0.636,10,30,9,2,5,15,24,20,47,0.426,3,10,0.3,25,34,0.735,10,34,4,9,3,7,20
112,Alabama,18,2014-01-23,,Florida,L,62,68,22,57,0.386,2,12,0.167,16,22,0.727,12,33,10,6,4,7,17,23,61,0.377,10,28,0.357,12,18,0.667,17,39,15,3,4,9,18
113,Alabama,19,2014-01-25,,Louisiana State,W,82,80,27,52,0.519,8,16,0.5,20,26,0.769,6,27,18,7,4,14,18,29,62,0.468,7,16,0.438,15,20,0.75,10,31,11,8,8,13,21
114,Alabama,20,2014-01-30,@,Auburn,L,55,74,19,53,0.358,3,16,0.188,14,20,0.7,8,28,5,5,4,13,23,25,51,0.49,2,12,0.167,22,28,0.786,7,33,9,6,7,11,20
115,Alabama,21,2014-02-01,,Tennessee,L,59,76,20,51,0.392,3,15,0.2,16,22,0.727,9,25,9,1,4,7,21,23,48,0.479,9,20,0.45,21,26,0.808,9,30,13,2,2,5,15
116,Alabama,22,2014-02-05,@,Arkansas,L,58,65,21,59,0.356,4,17,0.235,12,20,0.6,11,35,10,4,2,12,21,22,57,0.386,1,13,0.077,20,25,0.8,10,40,14,6,9,10,19
117,Alabama,23,2014-02-08,@,Florida,L,69,78,22,40,0.55,6,11,0.545,19,22,0.864,3,19,13,8,4,14,18,31,50,0.62,6,17,0.353,10,16,0.625,6,22,22,4,4,13,21
118,Alabama,24,2014-02-11,,Mississippi,W,67,64,24,58,0.414,3,17,0.176,16,24,0.667,13,37,10,8,6,12,13,21,56,0.375,8,25,0.32,14,19,0.737,6,30,10,6,4,12,18
119,Alabama,25,2014-02-15,@,South Carolina,L,66,67,18,43,0.419,7,15,0.467,23,31,0.742,5,20,11,7,5,10,20,23,47,0.489,5,13,0.385,16,20,0.8,8,26,13,4,5,12,23
120,Alabama,26,2014-02-20,@,Texas A&M,L,48,63,17,46,0.37,7,21,0.333,7,16,0.438,6,28,9,3,7,13,13,24,58,0.414,6,14,0.429,9,13,0.692,10,36,19,3,3,8,12
121,Alabama,27,2014-02-22,,Missouri,W,80,73,27,47,0.574,10,21,0.476,16,29,0.552,3,21,16,7,3,8,21,23,48,0.479,5,16,0.313,22,29,0.759,8,29,14,4,1,15,21
122,Alabama,28,2014-02-26,@,Mississippi,L,67,79,20,48,0.417,6,23,0.261,21,28,0.75,6,21,12,7,1,14,24,24,58,0.414,5,21,0.238,26,31,0.839,16,40,13,7,3,14,23
123,Alabama,29,2014-03-01,,Auburn,W,73,57,24,49,0.49,10,18,0.556,15,23,0.652,7,35,13,6,6,13,20,19,69,0.275,5,27,0.185,14,21,0.667,20,42,9,6,4,12,20
124,Alabama,30,2014-03-04,@,Kentucky,L,48,55,19,50,0.38,3,13,0.231,7,11,0.636,4,23,7,2,1,7,19,16,49,0.327,5,28,0.179,18,24,0.75,13,39,9,4,7,11,11
125,Alabama,31,2014-03-08,,Arkansas,W,83,58,29,53,0.547,6,16,0.375,19,27,0.704,11,40,10,8,1,12,18,15,48,0.313,9,25,0.36,19,25,0.76,6,23,9,5,5,15,20
126,Alabama,32,2014-03-13,N,Louisiana State,L,56,68,18,50,0.36,6,21,0.286,14,26,0.538,8,25,8,8,1,8,11,27,54,0.5,11,22,0.5,3,9,0.333,10,38,19,6,4,11,19
