Index,Team,G,Date,Site,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,oFT,oFTA,oFT%,oORB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
25,Abilene Christian,26,2020-02-19,@,Houston Christian,W,82,68,29,61,0.475,9,22,0.409,15,17,0.882,6,24,16,12,1,11,28,18,39,0.462,2,10,0.2,30,38,0.789,7,30,7,7,5,21,19
26,Abilene Christian,27,2020-02-22,@,Southeastern Louisiana,W,75,69,23,51,0.451,3,14,0.214,26,29,0.897,11,33,14,8,1,17,18,25,54,0.463,4,14,0.286,15,18,0.833,7,24,14,7,2,16,23
27,Abilene Christian,28,2020-02-26,,Sam Houston,W,85,69,26,51,0.51,9,23,0.391,24,30,0.8,4,25,10,7,3,15,23,21,51,0.412,5,19,0.263,22,30,0.733,10,30,8,10,3,15,20
28,Abilene Christian,29,2020-02-29,,Central Arkansas,W,75,70,29,67,0.433,6,18,0.333,11,19,0.579,14,29,16,17,1,11,19,24,44,0.545,7,17,0.412,15,19,0.789,4,32,15,3,8,26,18
29,Abilene Christian,30,2020-03-03,,Stephen F. Austin,L,72,77,24,55,0.436,3,18,0.167,21,28,0.75,12,34,9,7,4,15,28,24,52,0.462,4,14,0.286,25,44,0.568,12,34,10,8,3,11,22
30,Abilene Christian,31,2020-03-07,@,Incarnate Word,W (1 OT),71,68,26,58,0.448,7,24,0.292,12,19,0.632,5,26,18,7,2,10,16,25,56,0.446,7,21,0.333,11,13,0.846,5,31,11,5,3,14,19
31,Air Force,1,2019-11-07,,Idaho State,L,79,89,27,52,0.519,1,11,0.091,24,27,0.889,7,26,5,5,3,13,24,28,56,0.5,12,29,0.414,21,25,0.84,8,27,13,7,2,11,23
32,Air Force,2,2019-11-09,,Texas State,W,78,71,22,48,0.458,12,26,0.462,22,31,0.71,7,35,16,2,5,12,21,29,64,0.453,3,18,0.167,10,20,0.5,8,29,9,5,4,6,24
33,Air Force,3,2019-11-12,@,Army,W,69,57,23,56,0.411,9,25,0.36,14,18,0.778,4,36,16,10,3,13,10,24,58,0.414,5,27,0.185,4,10,0.4,3,31,15,7,1,14,18
34,Air Force,4,2019-11-18,@,TCU,L,54,65,20,47,0.426,6,20,0.3,8,11,0.727,5,25,15,3,3,17,15,25,59,0.424,7,25,0.28,8,11,0.727,11,34,15,10,3,9,13
35,Air Force,5,2019-11-21,N,Loyola Marymount,L,64,78,19,46,0.413,6,22,0.273,20,27,0.741,6,18,14,1,0,11,14,30,48,0.625,9,18,0.5,9,15,0.6,5,25,17,2,1,8,22
36,Air Force,6,2019-11-22,N,Duquesne,L,63,69,22,54,0.407,5,17,0.294,14,21,0.667,3,24,8,3,0,7,16,28,54,0.519,7,23,0.304,6,12,0.5,5,34,15,3,7,8,19
37,Air Force,7,2019-11-24,N,Indiana State,L,74,84,25,56,0.446,6,23,0.261,18,26,0.692,7,22,10,7,0,9,22,26,46,0.565,15,26,0.577,17,22,0.773,2,27,16,4,3,15,26
38,Air Force,8,2019-12-01,,Jackson State,W,76,52,26,44,0.591,9,19,0.474,15,18,0.833,3,33,17,6,1,17,11,20,58,0.345,9,32,0.281,3,6,0.5,5,20,12,9,0,13,19
39,Air Force,9,2019-12-04,@,Wyoming,W,86,77,32,60,0.533,17,30,0.567,5,11,0.455,7,30,21,7,1,10,12,29,56,0.518,14,31,0.452,5,7,0.714,4,26,16,6,3,11,16
40,Air Force,10,2019-12-07,,Nevada,L,85,100,25,55,0.455,9,25,0.36,26,34,0.765,4,24,8,6,2,9,23,30,53,0.566,13,23,0.565,27,32,0.844,5,34,15,6,3,12,26
41,Air Force,11,2019-12-14,@,Denver,W,79,75,25,54,0.463,13,27,0.481,16,21,0.762,7,33,17,3,3,12,14,29,59,0.492,11,22,0.5,6,8,0.75,4,28,17,3,1,11,21
42,Air Force,12,2019-12-17,,NON-FBS-SCHOOL,W,99,42,32,51,0.627,9,14,0.643,26,30,0.867,6,41,20,7,5,9,11,15,58,0.259,10,36,0.278,2,8,0.25,6,17,10,5,1,14,22
43,Air Force,13,2019-12-21,,Drake,L,80,85,27,49,0.551,13,23,0.565,13,15,0.867,5,22,15,4,3,14,17,31,59,0.525,13,28,0.464,10,14,0.714,11,26,20,7,4,11,19
44,Air Force,14,2019-12-31,,UC Riverside,W,105,56,34,56,0.607,15,23,0.652,22,25,0.88,5,30,19,9,1,6,12,17,53,0.321,12,33,0.364,10,18,0.556,9,23,11,2,2,14,19
45,Air Force,15,2020-01-04,@,Nevada-Las Vegas,L,59,71,18,52,0.346,10,27,0.37,13,19,0.684,5,26,13,3,1,17,22,24,52,0.462,6,27,0.222,17,27,0.63,7,32,11,10,2,9,20
46,Air Force,16,2020-01-07,,Utah State,W,79,60,29,61,0.475,8,25,0.32,13,17,0.765,12,47,15,4,2,12,15,23,63,0.365,10,28,0.357,4,8,0.5,7,28,13,5,1,9,19
47,Air Force,17,2020-01-11,@,New Mexico,L,78,84,30,71,0.423,8,28,0.286,10,14,0.714,10,28,17,9,0,15,22,30,52,0.577,6,17,0.353,18,25,0.72,3,31,14,9,10,20,16
48,Air Force,18,2020-01-15,,Boise State,W,85,78,27,54,0.5,5,16,0.313,26,30,0.867,3,30,12,5,1,7,12,29,60,0.483,10,30,0.333,10,13,0.769,4,27,13,2,2,11,21
49,Air Force,19,2020-01-18,,Colorado State,L,65,78,22,53,0.415,6,24,0.25,15,18,0.833,4,35,13,3,0,15,21,26,54,0.481,11,30,0.367,15,26,0.577,5,30,12,8,2,6,20
50,Air Force,20,2020-01-21,@,Utah State,L,47,72,15,51,0.294,3,19,0.158,14,26,0.538,9,33,5,5,0,13,17,25,61,0.41,9,28,0.321,13,16,0.813,10,44,15,9,2,10,22
51,Air Force,21,2020-01-25,@,San Jose State,L,81,90,29,67,0.433,13,29,0.448,10,15,0.667,7,33,26,6,0,16,21,29,61,0.475,13,30,0.433,19,24,0.792,7,35,22,12,2,14,16
52,Air Force,22,2020-01-28,,Fresno State,L,68,79,24,59,0.407,11,29,0.379,9,10,0.9,9,28,17,2,3,8,16,25,58,0.431,14,32,0.438,15,16,0.938,9,35,14,7,3,7,14
53,Air Force,23,2020-02-04,@,Nevada,L,54,88,19,58,0.328,7,28,0.25,9,18,0.5,6,27,12,6,0,12,14,31,61,0.508,10,25,0.4,16,20,0.8,10,47,16,7,5,12,17
54,Air Force,24,2020-02-08,,San Diego State,L,74,89,26,56,0.464,8,20,0.4,14,21,0.667,10,33,16,4,1,8,22,29,52,0.558,14,27,0.519,17,25,0.68,5,30,14,3,1,6,20
55,Air Force,25,2020-02-11,@,Boise State,L,57,74,20,48,0.417,6,24,0.25,11,16,0.688,3,29,9,4,1,15,20,27,64,0.422,7,29,0.241,13,15,0.867,9,35,8,4,2,8,18
56,Air Force,26,2020-02-15,,San Jose State,W,95,86,35,63,0.556,7,19,0.368,18,29,0.621,9,40,26,6,2,13,20,28,63,0.444,13,35,0.371,17,23,0.739,5,27,11,10,2,14,25
57,Air Force,27,2020-02-19,@,Fresno State,L,62,71,23,64,0.359,13,30,0.433,3,5,0.6,10,31,17,4,0,6,14,26,60,0.433,10,30,0.333,9,11,0.818,13,41,16,4,5,11,8
58,Air Force,28,2020-02-22,,Wyoming,L,72,78,26,56,0.464,3,14,0.214,17,27,0.63,6,30,10,4,0,14,15,28,55,0.509,9,23,0.391,13,16,0.813,4,30,14,5,2,14,21
59,Air Force,29,2020-02-26,,New Mexico,W,60,58,23,60,0.383,10,25,0.4,4,8,0.5,9,36,20,4,2,17,14,20,56,0.357,9,28,0.321,9,13,0.692,5,31,12,11,4,11,9
60,Air Force,30,2020-02-29,@,Colorado State,L,74,87,27,57,0.474,9,28,0.321,11,15,0.733,10,27,15,4,0,11,19,29,52,0.558,13,31,0.419,16,23,0.696,8,29,25,9,1,8,15
61,Air Force,31,2020-03-04,N,Fresno State,W,77,70,29,54,0.537,8,20,0.4,11,15,0.733,4,27,15,8,0,6,12,23,52,0.442,16,36,0.444,8,9,0.889,4,24,14,1,5,15,21
62,Air Force,32,2020-03-05,N,San Diego State,L,60,73,21,47,0.447,10,24,0.417,8,10,0.8,3,24,10,7,0,14,16,26,52,0.5,11,26,0.423,10,12,0.833,6,27,17,8,2,11,16
63,Akron,1,2019-11-05,,NON-FBS-SCHOOL,W,81,64,30,71,0.423,11,34,0.324,10,12,0.833,11,35,16,5,5,11,13,25,63,0.397,4,18,0.222,10,13,0.769,9,33,5,6,4,14,12
64,Akron,2,2019-11-08,@,West Virginia,L,84,94,24,62,0.387,10,31,0.323,26,31,0.839,10,36,13,6,2,16,28,29,61,0.475,5,13,0.385,31,40,0.775,9,37,17,12,5,14,23
65,Akron,3,2019-11-15,,North Carolina Central,W,57,47,13,51,0.255,6,26,0.231,25,31,0.806,9,42,9,3,5,17,15,17,60,0.283,5,18,0.278,8,12,0.667,6,36,4,6,1,17,29
66,Akron,4,2019-11-18,,South Carolina Upstate,W,76,45,23,54,0.426,6,19,0.316,24,34,0.706,10,42,11,4,6,11,14,18,67,0.269,5,16,0.313,4,13,0.308,11,31,3,2,3,9,26
67,Akron,5,2019-11-21,,Youngstown State,W,82,60,31,64,0.484,13,32,0.406,7,12,0.583,7,36,14,5,4,12,20,22,68,0.324,4,19,0.211,12,21,0.571,14,41,7,7,3,12,19
68,Akron,6,2019-11-24,@,Louisville,L,76,82,27,67,0.403,9,30,0.3,13,15,0.867,7,33,13,5,2,11,22,26,62,0.419,9,25,0.36,21,30,0.7,14,46,11,6,2,14,20
69,Akron,7,2019-11-29,,Merrimack,W,64,47,25,50,0.5,5,12,0.417,9,11,0.818,6,33,15,7,6,16,14,20,57,0.351,2,20,0.1,5,10,0.5,9,27,7,8,2,12,18
70,Akron,8,2019-12-04,@,Marshall,W,85,73,28,60,0.467,11,22,0.5,18,26,0.692,15,42,15,5,3,18,18,28,61,0.459,5,17,0.294,12,16,0.75,4,25,12,8,4,15,24
71,Akron,9,2019-12-08,,Southern,W,72,57,22,53,0.415,9,23,0.391,19,24,0.792,11,35,13,5,3,8,13,24,58,0.414,4,13,0.308,5,11,0.455,8,27,12,2,2,11,24
72,Akron,10,2019-12-15,,NON-FBS-SCHOOL,W,100,50,34,61,0.557,10,27,0.37,22,27,0.815,9,48,22,11,3,20,15,18,70,0.257,1,22,0.045,13,17,0.765,10,27,5,15,2,20,22
73,Akron,11,2019-12-20,N,Tulane,W,62,61,21,56,0.375,11,31,0.355,9,19,0.474,9,40,17,3,4,15,15,26,64,0.406,4,16,0.25,5,10,0.5,8,39,9,9,3,10,15
74,Akron,12,2019-12-21,N,Liberty,L,67,80,24,54,0.444,13,27,0.481,6,7,0.857,4,20,13,3,0,9,14,34,51,0.667,6,12,0.5,6,8,0.75,1,28,14,5,3,8,12
75,Akron,13,2019-12-30,,Massachusetts,W,85,79,27,60,0.45,9,24,0.375,22,29,0.759,13,43,19,3,1,16,17,28,71,0.394,10,30,0.333,13,19,0.684,13,36,11,8,4,12,26
76,Akron,14,2020-01-04,@,Eastern Michigan,W,69,45,24,46,0.522,11,20,0.55,10,14,0.714,5,26,14,6,1,14,19,13,48,0.271,2,17,0.118,17,23,0.739,13,31,6,9,1,19,18
77,Akron,15,2020-01-07,,Western Michigan,W,84,69,28,61,0.459,11,29,0.379,17,20,0.85,8,31,13,7,2,10,21,24,46,0.522,7,15,0.467,14,19,0.737,3,24,9,4,3,20,21
78,Akron,16,2020-01-10,,Ball State,W,75,60,26,57,0.456,7,19,0.368,16,18,0.889,9,37,11,2,3,13,17,23,57,0.404,7,22,0.318,7,13,0.538,5,25,9,6,2,14,22
79,Akron,17,2020-01-14,@,Northern Illinois,W,72,49,27,57,0.474,11,28,0.393,7,11,0.636,6,38,13,4,4,9,16,18,73,0.247,5,28,0.179,8,12,0.667,18,43,8,4,5,8,18
80,Akron,18,2020-01-18,,Toledo,L,89,99,32,63,0.508,13,26,0.5,12,15,0.8,7,26,12,3,1,11,16,34,60,0.567,15,26,0.577,16,18,0.889,8,30,16,6,2,10,15
81,Akron,19,2020-01-21,@,Miami (OH),W,81,60,30,57,0.526,14,24,0.583,7,10,0.7,7,31,16,5,3,13,18,21,52,0.404,7,16,0.438,11,15,0.733,5,22,10,4,2,14,15
82,Akron,20,2020-01-25,@,Ohio,W,88,86,33,58,0.569,13,23,0.565,9,10,0.9,7,24,18,6,2,10,14,35,63,0.556,10,22,0.455,6,9,0.667,11,26,17,3,1,11,14
83,Akron,21,2020-01-28,,Buffalo,L,74,77,23,64,0.359,8,30,0.267,20,22,0.909,7,26,12,7,3,12,21,24,62,0.387,8,24,0.333,21,24,0.875,14,46,14,4,5,19,19
84,Akron,22,2020-01-31,@,Kent State,L,67,68,24,60,0.4,7,21,0.333,12,14,0.857,15,36,12,4,2,14,16,24,57,0.421,8,18,0.444,12,15,0.8,12,30,10,8,4,12,18
85,Akron,23,2020-02-08,,Eastern Michigan,W,59,58,18,52,0.346,6,29,0.207,17,21,0.81,6,28,13,2,2,11,28,19,38,0.5,2,11,0.182,18,38,0.474,5,32,7,7,3,13,24
86,Akron,24,2020-02-11,,Bowling Green State,W,74,59,24,52,0.462,5,17,0.294,21,27,0.778,5,36,5,6,1,12,17,24,67,0.358,6,25,0.24,5,11,0.455,8,30,10,5,3,12,19
87,Akron,25,2020-02-14,@,Central Michigan,W,80,67,29,55,0.527,10,27,0.37,12,15,0.8,5,32,10,7,3,14,21,23,58,0.397,6,24,0.25,15,27,0.556,12,34,13,6,3,14,19
88,Akron,26,2020-02-18,@,Western Michigan,W,71,67,22,58,0.379,8,24,0.333,19,27,0.704,13,38,8,7,3,13,14,30,65,0.462,5,22,0.227,2,4,0.5,8,35,10,5,1,15,21
89,Akron,27,2020-02-22,,Miami (OH),W,75,65,23,53,0.434,9,28,0.321,20,28,0.714,7,39,15,1,7,6,17,25,69,0.362,7,27,0.259,8,14,0.571,12,37,10,2,1,5,20
90,Akron,28,2020-02-25,@,Bowling Green State,L,60,78,21,71,0.296,5,35,0.143,13,19,0.684,15,39,6,8,4,9,21,23,59,0.39,10,23,0.435,22,27,0.815,12,45,13,6,2,12,21
91,Akron,29,2020-02-29,@,Buffalo,W,86,73,30,63,0.476,8,25,0.32,18,26,0.692,10,45,11,5,2,13,18,27,73,0.37,8,32,0.25,11,17,0.647,11,36,15,6,7,10,24
92,Akron,30,2020-03-03,,Ohio,W,74,67,22,47,0.468,10,26,0.385,20,25,0.8,2,22,12,9,0,11,19,24,53,0.453,8,23,0.348,11,16,0.688,8,27,13,5,1,14,17
93,Akron,31,2020-03-06,,Kent State,W,79,76,23,52,0.442,8,26,0.308,25,28,0.893,4,37,14,4,4,10,17,28,73,0.384,8,22,0.364,12,18,0.667,12,34,11,3,1,6,23
94,Alabama,1,2019-11-05,,Pennsylvania,L,80,81,27,76,0.355,11,38,0.289,15,22,0.682,18,43,10,10,5,19,18,29,68,0.426,8,26,0.308,15,20,0.75,8,37,10,8,4,16,19
95,Alabama,2,2019-11-11,,Florida Atlantic,W,78,59,26,59,0.441,9,29,0.31,17,22,0.773,12,45,21,5,5,19,18,24,69,0.348,5,28,0.179,6,17,0.353,12,30,11,15,4,11,19
96,Alabama,3,2019-11-15,@,Rhode Island,L,79,93,31,66,0.47,5,22,0.227,12,16,0.75,8,36,16,4,5,22,22,33,63,0.524,6,16,0.375,21,26,0.808,4,28,15,13,6,12,18
97,Alabama,4,2019-11-19,,Furman,W,81,73,27,53,0.509,7,21,0.333,20,27,0.741,4,36,11,7,6,21,19,21,68,0.309,11,41,0.268,20,26,0.769,11,31,12,12,4,11,20
98,Alabama,5,2019-11-27,N,North Carolina,L,67,76,26,68,0.382,11,31,0.355,4,9,0.444,8,27,12,6,4,14,23,29,71,0.408,5,14,0.357,13,21,0.619,19,51,15,8,3,20,19
99,Alabama,6,2019-11-28,N,Iowa State,L,89,104,31,74,0.419,12,26,0.462,15,18,0.833,18,44,13,8,3,17,20,36,69,0.522,15,29,0.517,17,24,0.708,8,31,16,5,8,11,16
100,Alabama,7,2019-11-29,N,Southern Mississippi,W,83,68,28,52,0.538,15,33,0.455,12,22,0.545,10,29,16,7,1,15,18,26,53,0.491,3,12,0.25,13,20,0.65,6,25,11,10,2,15,19
101,Alabama,8,2019-12-06,,Stephen F. Austin,W,78,68,21,47,0.447,11,32,0.344,25,35,0.714,7,30,13,11,8,20,19,24,61,0.393,4,13,0.308,16,21,0.762,11,33,6,12,0,19,27
102,Alabama,9,2019-12-14,@,Penn State,L,71,73,27,76,0.355,9,33,0.273,8,14,0.571,13,45,12,5,2,10,22,23,63,0.365,8,27,0.296,19,26,0.731,8,44,14,6,7,16,14
103,Alabama,10,2019-12-18,@,Samford,W,105,87,33,64,0.516,17,34,0.5,22,26,0.846,9,35,20,10,4,16,17,33,68,0.485,9,28,0.321,12,14,0.857,8,31,19,6,3,19,20
104,Alabama,11,2019-12-21,N,Belmont,W,92,72,34,67,0.507,14,32,0.438,10,16,0.625,7,40,20,4,4,13,14,29,72,0.403,7,30,0.233,7,9,0.778,8,32,9,7,4,12,21
105,Alabama,12,2019-12-29,,Richmond,W,90,78,31,66,0.47,12,30,0.4,16,21,0.762,15,46,14,4,6,15,19,27,69,0.391,6,24,0.25,18,22,0.818,10,33,11,9,2,10,18
106,Alabama,13,2020-01-04,@,Florida,L (2 OT),98,104,31,76,0.408,13,34,0.382,23,34,0.676,10,41,11,7,2,12,29,33,76,0.434,8,23,0.348,30,36,0.833,12,48,11,7,6,13,19
107,Alabama,14,2020-01-08,,Mississippi State,W,90,69,28,57,0.491,10,24,0.417,24,34,0.706,9,39,14,3,6,10,17,26,69,0.377,4,15,0.267,13,21,0.619,11,34,9,5,3,11,25
108,Alabama,15,2020-01-11,@,Kentucky,L,67,76,28,76,0.368,4,21,0.19,7,12,0.583,13,36,14,3,6,8,14,28,63,0.444,9,15,0.6,11,17,0.647,8,40,15,5,8,14,13
109,Alabama,16,2020-01-15,,Auburn,W,83,64,24,56,0.429,6,21,0.286,29,37,0.784,4,38,9,7,3,15,23,20,63,0.317,7,28,0.25,17,30,0.567,13,42,8,6,7,21,31
110,Alabama,17,2020-01-18,,Missouri,W,88,74,25,56,0.446,13,39,0.333,25,30,0.833,8,36,18,7,5,14,21,19,61,0.311,5,20,0.25,31,31,1.0,12,34,6,7,1,13,23
111,Alabama,18,2020-01-22,@,Vanderbilt,W,77,62,24,52,0.462,10,29,0.345,19,29,0.655,11,49,12,5,7,24,22,20,65,0.308,5,26,0.192,17,20,0.85,7,29,8,13,5,10,23
112,Alabama,19,2020-01-25,,Kansas State,W,77,74,21,43,0.488,8,22,0.364,27,37,0.73,2,29,9,9,8,16,17,26,74,0.351,10,29,0.345,12,19,0.632,20,41,16,5,2,12,28
113,Alabama,20,2020-01-29,@,Louisiana State,L,76,90,30,73,0.411,10,38,0.263,6,10,0.6,10,30,14,3,5,9,17,34,67,0.507,3,16,0.188,19,20,0.95,10,45,10,8,3,12,13
114,Alabama,21,2020-02-01,,Arkansas,L,78,82,27,60,0.45,8,31,0.258,16,24,0.667,15,39,11,7,6,17,25,28,59,0.475,6,16,0.375,20,29,0.69,8,27,7,11,1,9,19
115,Alabama,22,2020-02-04,,Tennessee,L,68,69,26,57,0.456,11,27,0.407,5,8,0.625,6,30,14,9,4,20,26,22,62,0.355,2,18,0.111,23,32,0.719,17,40,8,13,6,13,14
116,Alabama,23,2020-02-08,@,Georgia,W (1 OT),105,102,38,72,0.528,8,25,0.32,21,30,0.7,9,35,17,6,3,13,19,39,79,0.494,7,26,0.269,17,21,0.81,13,41,18,7,3,14,24
117,Alabama,24,2020-02-12,@,Auburn,L (1 OT),91,95,30,84,0.357,22,59,0.373,9,16,0.563,12,38,20,3,6,8,27,31,74,0.419,7,31,0.226,26,39,0.667,19,56,11,7,8,9,21
118,Alabama,25,2020-02-15,,Louisiana State,W,88,82,28,66,0.424,13,35,0.371,19,26,0.731,12,39,15,6,4,9,16,29,67,0.433,11,27,0.407,13,17,0.765,10,39,11,9,4,12,20
119,Alabama,26,2020-02-19,,Texas A&M,L,68,74,24,59,0.407,16,44,0.364,4,9,0.444,10,27,17,11,3,18,21,21,48,0.438,11,24,0.458,21,27,0.778,7,32,12,10,1,19,15
120,Alabama,27,2020-02-22,@,Mississippi,W,103,78,37,67,0.552,13,30,0.433,16,28,0.571,10,30,25,4,4,11,22,26,47,0.553,6,18,0.333,20,27,0.741,3,23,15,7,2,20,24
121,Alabama,28,2020-02-25,@,Mississippi State,L,73,80,27,70,0.386,11,32,0.344,8,15,0.533,14,34,12,8,4,11,15,30,57,0.526,4,14,0.286,16,19,0.842,8,36,16,8,8,12,15
122,Alabama,29,2020-02-29,,South Carolina,W,90,86,24,55,0.436,9,24,0.375,33,47,0.702,11,42,11,6,3,11,23,32,70,0.457,5,14,0.357,17,26,0.654,10,32,14,8,2,9,29
123,Alabama,30,2020-03-03,,Vanderbilt,L,79,87,26,63,0.413,12,36,0.333,15,21,0.714,14,32,13,5,3,12,18,30,54,0.556,15,28,0.536,12,16,0.75,8,31,13,7,4,18,22
124,Alabama,31,2020-03-07,@,Missouri,L,50,69,14,46,0.304,4,25,0.16,18,26,0.692,10,25,7,6,1,18,21,22,53,0.415,5,19,0.263,20,25,0.8,13,38,12,9,3,16,21
125,Alabama A&M,1,2019-11-05,@,Tennessee State,L,66,106,24,66,0.364,8,25,0.32,10,19,0.526,11,29,7,6,0,14,17,41,62,0.661,17,34,0.5,7,16,0.438,7,39,25,6,7,16,21
126,Alabama A&M,2,2019-11-11,@,UAB,L,52,74,22,57,0.386,3,24,0.125,5,9,0.556,6,19,5,11,2,15,16,27,54,0.5,2,13,0.154,18,25,0.72,10,39,8,12,3,15,14
