Index,Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
12,Abilene Christian,13,2016-12-31,@,Southeastern Louisiana,REG (Conf),L,53,75,,21,50,0.42,5,15,0.333,16,35,0.457,0.47,6,13,0.462,6,11,17,10,0,3,15,22,29,52,0.558,8,20,0.4,21,32,0.656,0.635,9,14,0.643,10,25,35,20,5,5,14,14
13,Abilene Christian,14,2017-01-05,,Central Arkansas,REG (Conf),L,76,81,,29,60,0.483,11,26,0.423,18,34,0.529,0.575,7,20,0.35,5,20,25,19,12,1,8,22,28,56,0.5,8,23,0.348,20,33,0.606,0.571,17,22,0.773,8,32,40,16,6,3,19,19
14,Abilene Christian,15,2017-01-07,,Stephen F. Austin,REG (Conf),W,69,60,,20,41,0.488,6,12,0.5,14,29,0.483,0.561,23,34,0.676,5,22,27,13,8,5,16,19,23,55,0.418,8,21,0.381,15,34,0.441,0.491,6,13,0.462,11,20,31,12,5,2,21,25
15,Abilene Christian,16,2017-01-12,,Southeastern Louisiana,REG (Conf),L,50,56,,15,41,0.366,5,17,0.294,10,24,0.417,0.427,15,25,0.6,5,21,26,8,7,2,19,27,19,51,0.373,6,22,0.273,13,29,0.448,0.431,12,23,0.522,15,25,40,13,7,2,21,21
16,Abilene Christian,17,2017-01-14,,Lamar,REG (Conf),W,67,64,,23,54,0.426,6,17,0.353,17,37,0.459,0.481,15,18,0.833,10,24,34,14,8,5,18,23,21,50,0.42,2,18,0.111,19,32,0.594,0.44,20,29,0.69,7,19,26,8,8,3,14,18
17,Abilene Christian,18,2017-01-19,@,Nicholls State,REG (Conf),L,59,62,,23,59,0.39,8,20,0.4,15,39,0.385,0.458,5,12,0.417,9,22,31,13,4,4,12,18,20,48,0.417,6,23,0.261,14,25,0.56,0.479,16,22,0.727,7,25,32,9,5,13,15,13
18,Abilene Christian,19,2017-01-26,@,Incarnate Word,REG (Conf),L,79,82,,33,62,0.532,6,15,0.4,27,47,0.574,0.581,7,13,0.538,5,17,22,15,7,2,10,20,26,50,0.52,9,25,0.36,17,25,0.68,0.61,21,25,0.84,5,25,30,12,4,2,14,14
19,Abilene Christian,20,2017-01-28,@,NON-FBS-SCHOOL,REG (Conf),L,60,72,,18,47,0.383,6,19,0.316,12,28,0.429,0.447,18,30,0.6,8,17,25,11,10,1,9,22,25,50,0.5,8,17,0.471,17,33,0.515,0.58,14,19,0.737,8,21,29,20,5,4,13,23
20,Abilene Christian,21,2017-02-01,,New Orleans,REG (Conf),W,70,69,OT,26,49,0.531,11,24,0.458,15,25,0.6,0.643,7,13,0.538,7,14,21,16,8,1,17,26,26,50,0.52,4,11,0.364,22,39,0.564,0.56,13,24,0.542,11,19,30,20,5,0,20,15
21,Abilene Christian,22,2017-02-04,,NON-FBS-SCHOOL,REG (Conf),W,71,64,,19,42,0.452,6,22,0.273,13,20,0.65,0.524,27,32,0.844,5,24,29,9,6,5,18,25,22,53,0.415,6,19,0.316,16,34,0.471,0.472,14,26,0.538,7,17,24,11,6,1,17,25
22,Abilene Christian,23,2017-02-09,@,Central Arkansas,REG (Conf),L,73,84,,26,65,0.4,11,29,0.379,15,36,0.417,0.485,10,17,0.588,10,17,27,17,5,1,9,24,27,51,0.529,8,16,0.5,19,35,0.543,0.608,22,32,0.688,6,32,38,18,1,4,13,19
23,Abilene Christian,24,2017-02-11,,Northwestern State,REG (Conf),W,76,72,,26,60,0.433,9,18,0.5,17,42,0.405,0.508,15,26,0.577,13,22,35,18,10,4,18,19,26,51,0.51,7,13,0.538,19,38,0.5,0.578,13,20,0.65,5,23,28,15,9,4,19,18
24,Abilene Christian,25,2017-02-16,@,McNeese State,REG (Conf),W,82,78,,27,53,0.509,8,21,0.381,19,32,0.594,0.585,20,26,0.769,8,27,35,16,7,3,12,16,27,60,0.45,10,23,0.435,17,37,0.459,0.533,14,18,0.778,7,19,26,8,5,1,9,17
25,Abilene Christian,26,2017-02-22,,NON-FBS-SCHOOL,REG (Conf),L,44,56,,17,51,0.333,5,19,0.263,12,32,0.375,0.382,5,7,0.714,5,23,28,13,6,3,18,21,18,48,0.375,4,14,0.286,14,34,0.412,0.417,16,21,0.762,9,24,33,8,12,5,14,12
26,Abilene Christian,27,2017-02-25,@,NON-FBS-SCHOOL,REG (Conf),W,84,81,,25,51,0.49,11,21,0.524,14,30,0.467,0.598,23,29,0.793,5,20,25,18,7,2,14,25,23,53,0.434,9,18,0.5,14,35,0.4,0.519,26,36,0.722,11,26,37,19,7,0,12,24
27,Abilene Christian,28,2017-03-01,,Incarnate Word,REG (Conf),L,75,89,,32,63,0.508,6,18,0.333,26,45,0.578,0.556,5,11,0.455,9,19,28,16,7,0,12,24,31,50,0.62,9,19,0.474,22,31,0.71,0.71,18,26,0.692,2,23,25,12,7,2,12,16
28,Abilene Christian,29,2017-03-04,@,NON-FBS-SCHOOL,REG (Conf),L,72,81,,30,59,0.508,8,24,0.333,22,35,0.629,0.576,4,4,1.0,6,22,28,14,5,2,10,19,30,57,0.526,12,20,0.6,18,37,0.486,0.632,9,15,0.6,10,19,29,18,4,2,9,8
29,Air Force,1,2016-11-11,,NON-FBS-SCHOOL,REG (Non-Conf),W,88,71,,28,50,0.56,8,22,0.364,20,28,0.714,0.64,24,34,0.706,4,26,30,20,4,1,6,17,27,63,0.429,12,34,0.353,15,29,0.517,0.524,5,9,0.556,11,18,29,13,2,0,10,27
30,Air Force,2,2016-11-14,,Jacksonville,REG (Non-Conf),W,86,68,,26,53,0.491,10,17,0.588,16,36,0.444,0.585,24,30,0.8,9,23,32,18,4,1,10,19,23,48,0.479,7,22,0.318,16,26,0.615,0.552,15,22,0.682,3,18,21,10,6,2,13,27
31,Air Force,3,2016-11-15,,NON-FBS-SCHOOL,REG (Non-Conf),W,105,62,,38,71,0.535,10,28,0.357,28,43,0.651,0.606,19,25,0.76,11,28,39,25,10,0,3,22,20,52,0.385,5,18,0.278,15,34,0.441,0.433,17,27,0.63,9,25,34,10,2,5,18,21
32,Air Force,4,2016-11-20,,Florida A&M,REG (Non-Conf),W,87,62,,25,50,0.5,10,21,0.476,15,29,0.517,0.6,27,34,0.794,9,34,43,19,1,2,17,20,24,68,0.353,5,21,0.238,19,47,0.404,0.39,9,15,0.6,9,16,25,9,9,3,7,29
33,Air Force,5,2016-11-22,,Stetson,REG (Non-Conf),W,85,72,,31,70,0.443,8,21,0.381,23,49,0.469,0.5,15,26,0.577,14,36,50,17,2,2,7,18,26,62,0.419,12,29,0.414,14,33,0.424,0.516,8,18,0.444,4,31,35,13,2,4,12,25
34,Air Force,6,2016-11-25,N,Akron,REG (Non-Conf),L,75,84,,25,54,0.463,5,15,0.333,20,39,0.513,0.509,20,24,0.833,9,21,30,8,6,2,12,21,26,58,0.448,12,37,0.324,14,21,0.667,0.552,20,29,0.69,13,20,33,12,5,3,11,25
35,Air Force,7,2016-11-26,N,East Carolina,REG (Non-Conf),L,63,70,,21,62,0.339,11,29,0.379,10,33,0.303,0.427,10,12,0.833,7,20,27,10,11,2,11,14,25,57,0.439,7,20,0.35,18,37,0.486,0.5,13,19,0.684,9,31,40,9,5,6,16,14
36,Air Force,8,2016-11-30,@,New Mexico State,REG (Non-Conf),L,70,78,,25,51,0.49,11,21,0.524,14,30,0.467,0.598,9,14,0.643,6,18,24,15,3,0,13,15,30,58,0.517,9,26,0.346,21,32,0.656,0.595,9,12,0.75,10,20,30,17,4,4,9,19
37,Air Force,9,2016-12-03,,Missouri State,REG (Non-Conf),W,83,70,,27,48,0.563,11,18,0.611,16,30,0.533,0.677,18,22,0.818,3,30,33,21,2,3,10,11,29,64,0.453,8,34,0.235,21,30,0.7,0.516,4,5,0.8,3,19,22,12,5,2,5,19
38,Air Force,10,2016-12-07,@,Army,REG (Non-Conf),L,71,79,,25,64,0.391,9,22,0.409,16,42,0.381,0.461,12,17,0.706,6,23,29,10,7,4,15,19,25,50,0.5,12,27,0.444,13,23,0.565,0.62,17,22,0.773,3,34,37,14,7,5,20,22
39,Air Force,11,2016-12-10,,Denver,REG (Non-Conf),L,65,77,,21,52,0.404,7,22,0.318,14,30,0.467,0.471,16,25,0.64,7,21,28,12,7,3,11,17,29,51,0.569,7,14,0.5,22,37,0.595,0.637,12,18,0.667,4,28,32,16,5,1,11,20
40,Air Force,12,2016-12-19,,Colorado,REG (Non-Conf),L,68,75,,22,61,0.361,8,26,0.308,14,35,0.4,0.426,16,20,0.8,13,23,36,14,7,2,10,22,27,50,0.54,10,24,0.417,17,26,0.654,0.64,11,22,0.5,6,24,30,18,3,7,15,22
41,Air Force,13,2016-12-22,,UC Davis,REG (Non-Conf),W,77,67,,24,49,0.49,10,21,0.476,14,28,0.5,0.592,19,27,0.704,7,30,37,17,3,2,17,19,25,64,0.391,4,23,0.174,21,41,0.512,0.422,13,16,0.813,10,23,33,10,7,1,11,26
42,Air Force,14,2016-12-28,@,Wyoming,REG (Conf),L,72,84,,26,73,0.356,7,22,0.318,19,51,0.373,0.404,13,17,0.765,12,29,41,13,9,1,13,22,28,64,0.438,14,35,0.4,14,29,0.483,0.547,14,18,0.778,8,32,40,21,7,6,16,19
43,Air Force,15,2016-12-31,,Utah State,REG (Conf),W,78,73,,30,61,0.492,10,21,0.476,20,40,0.5,0.574,8,12,0.667,6,19,25,16,6,2,7,11,25,54,0.463,13,33,0.394,12,21,0.571,0.583,10,11,0.909,6,24,30,18,4,3,12,17
44,Air Force,16,2017-01-07,@,Colorado State,REG (Conf),L,58,85,,20,48,0.417,5,19,0.263,15,29,0.517,0.469,13,18,0.722,6,19,25,13,10,1,18,17,30,60,0.5,14,32,0.438,16,28,0.571,0.617,11,14,0.786,8,20,28,19,11,0,12,20
45,Air Force,17,2017-01-11,,Fresno State,REG (Conf),W,81,72,,27,52,0.519,5,18,0.278,22,34,0.647,0.567,22,29,0.759,11,22,33,16,4,2,14,21,25,54,0.463,9,26,0.346,16,28,0.571,0.546,13,19,0.684,6,16,22,17,8,5,8,26
46,Air Force,18,2017-01-14,,San Jose State,REG (Conf),L,85,89,,28,49,0.571,6,17,0.353,22,32,0.688,0.633,23,30,0.767,5,18,23,18,5,1,12,12,34,56,0.607,10,21,0.476,24,35,0.686,0.696,11,13,0.846,4,18,22,23,6,6,10,25
47,Air Force,19,2017-01-18,@,Nevada,REG (Conf),L,76,83,,25,58,0.431,9,28,0.321,16,30,0.533,0.509,17,19,0.895,11,26,37,18,10,2,18,22,30,55,0.545,10,27,0.37,20,28,0.714,0.636,13,22,0.591,4,22,26,22,6,4,13,15
48,Air Force,20,2017-01-21,@,Nevada-Las Vegas,REG (Conf),L,85,87,2OT,30,80,0.375,10,28,0.357,20,52,0.385,0.438,15,27,0.556,16,34,50,13,5,2,10,26,26,77,0.338,13,39,0.333,13,38,0.342,0.422,22,33,0.667,18,35,53,21,6,3,9,22
49,Air Force,21,2017-01-24,,San Diego State,REG (Conf),W,60,57,,20,52,0.385,6,18,0.333,14,34,0.412,0.442,14,23,0.609,8,25,33,12,4,4,10,12,21,56,0.375,8,29,0.276,13,27,0.481,0.446,7,12,0.583,10,24,34,12,5,4,12,21
50,Air Force,22,2017-02-01,@,Fresno State,REG (Conf),L,64,73,,21,58,0.362,12,35,0.343,9,23,0.391,0.466,10,16,0.625,9,24,33,15,7,1,13,23,21,48,0.438,6,19,0.316,15,29,0.517,0.5,25,32,0.781,7,29,36,13,12,3,12,15
51,Air Force,23,2017-02-04,,Wyoming,REG (Conf),L,74,83,,24,67,0.358,8,21,0.381,16,46,0.348,0.418,18,26,0.692,12,22,34,14,7,1,8,19,29,58,0.5,13,27,0.481,16,31,0.516,0.612,12,16,0.75,7,29,36,21,5,9,16,25
52,Air Force,24,2017-02-08,,New Mexico,REG (Conf),L,67,74,,24,56,0.429,6,23,0.261,18,33,0.545,0.482,13,20,0.65,11,25,36,15,4,2,13,25,23,55,0.418,8,22,0.364,15,33,0.455,0.491,20,28,0.714,11,22,33,9,6,5,5,17
