,Offensive Rating,Defensive Rating
New Orleans,95.38079,106.64022
Niagara,104.934944,112.769554
Nicholls State,99.66985,102.967514
Norfolk State,91.89106,110.03447
North Carolina,121.37911,92.249306
North Carolina A&T,93.800995,108.48709
North Carolina Central,93.8489,111.12214
North Dakota,99.250725,109.50004
North Dakota State,98.25952,106.56499
North Florida,102.29856,115.51041
North Texas,104.109795,102.184
Northeastern,106.84077,99.08586
Northern Arizona,91.57454,110.41365
Northern Colorado,106.647995,99.75488
Northern Illinois,98.164375,111.301476
Northern Iowa,101.7263,96.63657
Northern Kentucky,107.05293,96.91122
Northwestern,109.5243,100.25506
Northwestern State,82.99449,114.66321
Notre Dame,113.15028,94.285835
Oakland,106.96328,105.67367
Ohio,98.66461,102.39174
Ohio State,113.23815,90.2534
Oklahoma,113.27059,96.90463
Oklahoma State,108.76638,93.22731
Old Dominion,105.18196,93.03886
Omaha,100.322014,110.68535
Oral Roberts,102.071266,113.08538
Oregon,112.51752,97.30478
Oregon State,108.4827,98.80199
Pacific,106.20738,104.68631
Penn State,111.98422,91.90067
Pennsylvania,98.71373,96.27781
Pepperdine,103.71883,113.55987
Pittsburgh,97.6209,101.84416
Portland,99.26361,102.51
Portland State,103.75689,105.523865
Prairie View,91.45403,108.05895
Presbyterian,94.53138,117.3277
Princeton,102.19306,108.31441
Providence,108.09526,95.131905
Purdue,123.92374,89.68086
Purdue Fort Wayne,103.68716,104.908424
Quinnipiac,96.59937,113.00387
Radford,101.556885,100.89364
Rhode Island,110.30478,90.76382
Rice,95.771835,106.46407
Richmond,107.30058,106.8134
Rider,106.583626,106.50453
Robert Morris,91.67343,101.81804
Rutgers,98.053406,91.9978
SIU Edwardsville,93.83782,113.73498
Sacramento State,94.864944,106.487976
Sacred Heart,95.38985,109.68661
Saint Francis (PA),103.15805,113.02859
Saint Joseph's,101.491135,98.65706
Saint Louis,100.53083,96.30731
Saint Mary's (CA),118.27382,99.526375
Saint Peter's,94.09049,101.815834
Sam Houston,98.401474,103.38183
Samford,103.69695,120.23474
San Diego,101.473366,94.65376
San Diego State,108.30308,90.187454
San Francisco,99.824265,99.905334
San Jose State,98.087875,107.52012
Santa Clara,98.62301,108.101006
Savannah State,97.02528,114.19785
Seattle,99.82393,104.65589
Seton Hall,118.32365,95.995155
Siena,92.87145,108.24064
South Alabama,89.78254,98.92612
South Carolina,104.906555,92.56402
South Carolina State,90.63976,119.189835
South Carolina Upstate,97.66029,125.966774
South Dakota,105.90652,100.25682
South Dakota State,111.863525,102.84789
South Florida,95.91341,108.372025
Southeast Missouri State,107.04951,115.09638
Southeastern Louisiana,97.84379,105.71703
Southern,90.25227,109.882835
Southern California,112.098595,93.49268
Southern Illinois,104.32303,101.64662
Southern Methodist,110.382614,99.94664
Southern Mississippi,103.59051,111.365105
Southern Utah,102.29766,108.15146
St. Bonaventure,109.56015,96.54823
St. Francis (NY),96.58117,109.75045
St. John's (NY),105.48758,90.813065
Stanford,106.19231,94.282005
Stephen F. Austin,101.55333,98.42949
Stetson,93.66965,113.59029
Stony Brook,92.87809,101.3283
Syracuse,107.40808,89.39705
TCU,120.26665,99.11926
Temple,107.31759,98.403114
Tennessee,115.21959,85.43683
Tennessee State,93.99754,103.38484
Tennessee Tech,97.75327,100.7621
Tennessee-Martin,91.3544,108.612885
Texas,110.84178,91.03268
Texas A&M,109.57226,87.310555
Texas A&M-Corpus Christi,93.51493,108.58215
Texas Southern,100.63652,109.57825
Texas State,95.6897,105.59378
Texas Tech,113.28714,84.23756
Texas-Rio Grande Valley,95.84914,108.6842
The Citadel,96.61459,116.06512
Toledo,110.27165,105.04746
Towson,101.863434,103.74634
Troy,102.61199,104.23201
Tulane,105.21926,106.1363
Tulsa,105.1444,101.7146
UAB,109.2387,98.78751
UC Davis,98.87239,99.71521
UC Irvine,98.72368,98.42004
UC Riverside,92.46388,101.691795
UC Santa Barbara,109.412224,106.27941
UCF,102.22847,92.92926
UCLA,114.11757,96.22994
UNC Asheville,104.06683,109.29991
UNC Greensboro,98.83972,95.598045
UNC Wilmington,103.55711,111.32384
UT Arlington,103.208405,98.51657
UTEP,92.08856,102.78199
UTSA,101.67341,103.428314
Utah,113.40291,94.30684
Utah State,107.571945,100.76487
Utah Valley,109.247116,100.47214
VMI,84.226494,105.20235
Valparaiso,101.507835,100.91619
Vanderbilt,117.84347,101.77926
Vermont,108.27965,101.85659
Villanova,130.37738,89.376564
Virginia,114.00655,81.05794
Virginia Commonwealth,105.444954,100.45851
Virginia Tech,117.34529,96.70407
Wagner,98.48037,100.241264
Wake Forest,110.3477,100.31767
Washington,106.76459,94.56807
Washington State,107.148125,108.46212
Weber State,107.55374,104.4318
West Virginia,120.203545,90.107346
Western Carolina,92.29676,110.40989
Western Illinois,90.37158,105.488686
Western Kentucky,111.86682,96.08029
Western Michigan,103.76935,106.335365
Wichita State,122.23289,95.6148
William & Mary,110.12086,111.76935
Winthrop,101.24129,105.67327
Wisconsin,109.559044,95.86067
Wofford,108.96732,109.6681
Wright State,97.0852,98.03636
Wyoming,103.517784,95.89276
Xavier,122.07339,95.140686
Yale,99.478386,108.93111
Youngstown State,99.62306,116.920456
