,Offensive Rating,Defensive Rating
Lafayette,98.91174,111.910774
Lamar,97.4209,107.63662
Lehigh,105.87421,108.265144
Liberty,108.32615,98.75753
Lipscomb,107.8739,97.25375
Little Rock,99.26334,103.8468
Long Beach State,100.211655,103.752014
Long Island University,97.982346,102.96885
Longwood,94.65666,109.52941
Louisiana,101.73571,102.89551
Louisiana State,117.02957,92.340126
Louisiana Tech,102.868744,96.05324
Louisiana-Monroe,110.16113,109.285385
Louisville,113.96825,92.485794
Loyola (IL),105.62583,98.61925
Loyola (MD),94.067314,108.24864
Loyola Marymount,103.38828,99.62321
Maine,90.58363,113.08449
Manhattan,86.31219,107.226295
Marist,99.852104,108.21315
Marquette,110.855354,86.94209
Marshall,104.575165,105.49912
Maryland,113.82128,91.3922
Maryland-Baltimore County,93.13522,100.37109
Maryland-Eastern Shore,81.75356,111.863815
Massachusetts,105.09168,101.97198
Massachusetts-Lowell,99.8335,109.42807
McNeese State,91.96666,116.26081
Memphis,108.091644,95.03349
Mercer,102.43115,102.317825
Miami (FL),109.0739,96.81579
Miami (OH),102.415565,100.14517
Michigan,115.57307,83.42873
Michigan State,120.112274,83.61592
Middle Tennessee,94.170975,105.36952
Milwaukee,96.901306,107.39718
Minnesota,106.79386,93.5885
Mississippi,113.92257,92.44849
Mississippi State,114.23273,94.81664
Mississippi Valley State,86.38385,116.66071
Missouri,108.68105,97.62463
Missouri State,100.60198,102.36126
Monmouth,90.20048,102.42928
Montana,105.78965,101.31526
Montana State,104.37661,116.07033
Morehead State,97.43205,106.81289
Morgan State,86.570076,108.70668
Mount St. Mary's,88.33869,109.7716
Murray State,108.75934,102.2626
NC State,113.21079,93.95963
NJIT,97.39343,98.196236
Navy,91.79532,107.98163
Nebraska,115.32342,94.64514
Nevada,113.18777,92.202644
Nevada-Las Vegas,102.37537,99.20535
New Hampshire,83.32543,107.07594
New Mexico,103.71883,100.43039
New Mexico State,108.901955,94.4947
New Orleans,90.236916,104.84762
Niagara,95.80005,111.734344
Nicholls State,93.45202,110.50898
Norfolk State,92.8051,105.8813
North Alabama,89.61231,107.93199
North Carolina,117.32883,86.6379
North Carolina A&T,94.94917,109.4795
North Carolina Central,93.28516,109.75616
North Dakota,93.893684,104.54874
North Dakota State,102.5158,108.35851
North Florida,100.05143,104.39173
North Texas,99.67138,95.37667
Northeastern,109.63246,103.36668
Northern Arizona,96.79575,112.575485
Northern Colorado,98.39893,102.35957
Northern Illinois,104.51592,101.18888
Northern Iowa,97.793724,101.873245
Northern Kentucky,107.37032,96.89328
Northwestern,104.50551,88.1575
Northwestern State,85.375374,107.920906
Notre Dame,107.97013,96.3889
Oakland,107.697525,107.458916
Ohio,95.95224,101.2061
Ohio State,109.00929,92.03361
Oklahoma,110.43877,89.3568
Oklahoma State,107.511215,100.00238
Old Dominion,100.14853,91.828354
Omaha,106.76468,108.25241
Oral Roberts,100.291405,112.11241
Oregon,107.37879,84.037254
Oregon State,111.33715,98.01385
Pacific,99.234665,102.49298
Penn State,103.76268,90.35799
Pennsylvania,99.12894,95.61921
Pepperdine,106.79866,105.1961
Pittsburgh,102.9914,95.32388
Portland,90.49227,107.345535
Portland State,95.85964,112.75914
Prairie View,98.03419,107.69731
Presbyterian,105.55997,107.2584
Princeton,95.424,102.103004
Providence,106.868675,90.82424
Purdue,119.89898,92.253174
Purdue Fort Wayne,102.29709,102.30235
Quinnipiac,101.02275,107.143326
Radford,104.022675,105.18975
Rhode Island,101.31069,97.384796
Rice,100.082184,107.90184
Richmond,106.425934,108.27144
Rider,99.143295,104.20918
Robert Morris,90.90953,103.457954
Rutgers,107.13389,91.33034
SIU Edwardsville,90.907135,112.51239
Sacramento State,90.56192,106.72578
Sacred Heart,98.43641,109.26991
Saint Francis (PA),102.22448,110.75334
Saint Joseph's,101.73214,104.52819
Saint Louis,98.52408,92.66782
Saint Mary's (CA),112.860306,93.86382
Saint Peter's,89.57627,108.799934
Sam Houston,102.073456,105.80607
Samford,103.58068,96.815735
San Diego,105.97131,95.995636
San Diego State,101.32204,95.972
San Francisco,111.75301,95.96047
San Jose State,89.68721,107.161194
Santa Clara,103.00771,99.220276
Savannah State,93.14797,115.46031
Seattle,98.00842,100.27121
Seton Hall,109.00744,93.72127
Siena,98.19585,110.99057
South Alabama,99.25909,102.97788
South Carolina,105.996895,97.95255
South Carolina State,93.12697,113.391685
South Carolina Upstate,88.685135,111.63821
South Dakota,95.51266,103.43965
South Dakota State,108.043106,103.54382
South Florida,99.23532,91.505035
Southeast Missouri State,91.25362,112.50747
Southeastern Louisiana,97.48777,106.42501
Southern,89.1582,110.983574
Southern California,109.352806,98.11699
Southern Illinois,101.075516,97.81089
Southern Methodist,113.91239,103.03204
Southern Mississippi,108.47441,101.13327
Southern Utah,93.07156,107.03669
St. Bonaventure,101.74351,96.199165
St. Francis (NY),93.29212,102.87995
St. John's (NY),112.774994,97.967285
Stanford,101.66481,93.59137
Stephen F. Austin,90.41408,108.73098
Stetson,90.08594,112.51038
Stony Brook,96.06454,97.7399
Syracuse,110.04665,89.05905
TCU,109.61703,91.318344
Temple,106.41016,97.38005
Tennessee,121.74705,92.58819
Tennessee State,96.66003,110.31927
Tennessee Tech,83.81409,107.51027
Tennessee-Martin,102.02946,115.66232
Texas,112.61573,90.42403
Texas A&M,107.51619,95.335526
Texas A&M-Corpus Christi,90.18413,101.515564
Texas Southern,100.704254,106.800316
Texas State,99.96399,96.23663
Texas Tech,112.91693,78.98692
Texas-Rio Grande Valley,96.41243,100.05778
The Citadel,99.415565,112.8545
Toledo,107.061,93.966835
Towson,95.53484,106.99537
Troy,102.45813,106.74646
Tulane,96.59685,104.09884
Tulsa,105.188965,95.237946
UAB,107.41468,101.92117
UC Davis,94.08341,104.01065
UC Irvine,98.89956,94.76196
UC Riverside,95.66662,112.18002
UC Santa Barbara,103.454315,102.6386
UCF,111.708885,89.83503
UCLA,105.38139,95.97256
UNC Asheville,86.007095,113.8058
UNC Greensboro,102.73452,97.3262
UNC Wilmington,102.07776,112.35667
UT Arlington,97.73127,97.871704
UTEP,88.45076,97.14521
UTSA,100.601875,101.82776
Utah,112.33864,104.48497
Utah State,112.41862,93.96772
Utah Valley,107.07733,104.81702
VMI,97.79175,108.36778
Valparaiso,95.1173,101.44182
Vanderbilt,102.76377,100.224396
Vermont,105.66963,96.467834
Villanova,118.43313,93.87073
Virginia,118.78084,82.08677
Virginia Commonwealth,102.18986,89.619576
Virginia Tech,117.28534,94.74556
Wagner,93.03385,105.11922
Wake Forest,102.87251,104.07512
Washington,108.16178,90.34847
Washington State,108.867935,109.04668
Weber State,97.59918,105.65453
West Virginia,109.481514,101.052635
Western Carolina,94.50322,107.482544
Western Illinois,95.69698,110.38159
Western Kentucky,102.012375,97.23367
Western Michigan,97.16913,104.56122
Wichita State,103.64097,93.092636
William & Mary,99.85425,106.09182
Winthrop,104.09574,107.93369
Wisconsin,110.80306,85.63513
Wofford,117.08503,95.256454
Wright State,107.79754,101.71992
Wyoming,93.87789,106.38923
Xavier,112.81287,95.979
Yale,108.57944,95.95845
Youngstown State,102.88363,109.68563
