,Offensive Rating,Defensive Rating
Gardner-Webb,101.04908,102.960976
George Mason,97.32725,94.15149
George Washington,102.12961,106.18274
Georgetown,106.9041,94.79479
Georgia,107.390976,96.1874
Georgia Southern,92.42414,103.33783
Georgia State,103.183846,100.617805
Georgia Tech,112.95458,92.85381
Gonzaga,123.302666,88.30575
Grambling,92.124916,104.112366
Grand Canyon,104.798454,95.84855
Green Bay,101.91999,110.638626
Hampton,93.82451,107.91907
Hartford,94.78121,94.59472
Hawaii,100.95929,105.36605
High Point,94.84909,107.48461
Hofstra,101.81492,106.595604
Holy Cross,93.411995,107.52735
Houston,113.67184,83.21049
Houston Christian,90.92345,112.832825
Howard,99.95155,114.40283
IU Indy,89.50977,100.44164
Idaho,87.8396,115.75617
Idaho State,88.18563,103.26594
Illinois,115.65452,84.531944
Illinois State,95.71863,103.72152
Illinois-Chicago,89.62549,101.06873
Incarnate Word,90.59035,113.01885
Indiana,106.55331,90.7136
Indiana State,97.06252,98.02144
Iona,100.299324,100.63837
Iowa,127.64978,96.43928
Iowa State,99.32764,98.176285
Jackson State,83.31429,96.67171
Jacksonville,94.86925,108.25061
Jacksonville State,98.92512,107.069305
James Madison,103.371376,99.225174
Kansas,109.66364,87.48541
Kansas City,92.751724,99.4045
Kansas State,95.979935,100.65539
Kennesaw State,85.7178,104.16608
Kent State,103.60192,98.41107
Kentucky,106.816765,87.37244
La Salle,93.58243,104.40082
Lafayette,103.32947,111.97308
Lamar,88.87537,104.82415
Lehigh,91.08043,105.078735
Liberty,109.81352,97.51917
Lipscomb,101.43027,107.17797
Little Rock,95.64159,105.68887
Long Beach State,96.51659,106.065796
Long Island University,91.74664,107.84943
Longwood,94.60256,101.71939
Louisiana,97.575294,102.492935
Louisiana State,120.03677,97.97065
Louisiana Tech,105.65559,91.33309
Louisiana-Monroe,90.975746,103.87796
Louisville,110.362625,86.987595
Loyola (IL),107.46958,90.223145
Loyola (MD),93.89108,97.891754
Loyola Marymount,105.14241,98.51151
Maine,85.911385,101.44387
Manhattan,86.555885,101.22201
Marist,89.865524,98.21611
Marquette,107.49948,93.6795
Marshall,107.15121,95.87708
Maryland,113.79595,89.17455
Maryland-Baltimore County,98.16906,102.14029
Massachusetts,104.862595,100.58035
Massachusetts-Lowell,93.944725,105.99682
McNeese State,87.54305,112.55863
Memphis,105.19885,85.872734
Mercer,105.59154,104.68458
Merrimack,88.245155,99.885506
Miami (FL),96.90151,97.25813
Miami (OH),101.53075,107.01503
Michigan,120.88173,86.405205
Michigan State,105.0095,95.4741
Middle Tennessee,87.36696,104.2299
Milwaukee,99.61444,107.65226
Minnesota,103.66345,92.87239
Mississippi,103.999725,85.88654
Mississippi State,108.17894,94.604965
Mississippi Valley State,78.75299,118.81042
Missouri,110.61154,91.29308
Missouri State,104.41192,98.868355
Monmouth,98.604546,102.66295
Montana,94.09289,102.22873
Montana State,97.270905,101.347115
Morehead State,95.143295,97.769585
Morgan State,97.09335,99.1968
Mount St. Mary's,92.288765,99.53226
Murray State,102.52311,102.39896
NC State,113.083694,92.69804
NJIT,98.24058,105.32974
Navy,104.52614,96.92667
Nebraska,99.1273,90.5392
Nevada,107.319725,92.797516
Nevada-Las Vegas,103.81697,105.10728
New Hampshire,95.215576,103.84101
New Mexico,85.075905,104.79529
New Mexico State,101.50655,98.16226
New Orleans,91.1026,108.78508
Niagara,96.869804,107.610886
Nicholls State,97.7795,104.67366
Norfolk State,97.70519,102.99
North Alabama,91.8457,107.258705
North Carolina,103.69301,89.04946
North Carolina A&T,88.70139,104.94283
North Carolina Central,92.34735,108.87576
North Dakota,91.94865,109.99475
North Dakota State,100.8373,107.444626
North Florida,99.12345,105.91792
North Texas,107.902275,93.796295
Northeastern,97.91767,96.6389
Northern Arizona,91.85852,113.531845
Northern Colorado,97.17113,103.26347
Northern Illinois,87.52706,109.71331
Northern Iowa,102.21144,104.2219
Northern Kentucky,101.783806,106.07787
Northwestern,106.684364,91.67578
Northwestern State,93.4326,113.73727
Notre Dame,113.94416,102.75848
Oakland,99.25468,109.892914
Ohio,109.78637,98.88703
Ohio State,120.491714,92.31862
Oklahoma,112.62739,92.52577
Oklahoma State,108.5305,89.40232
Old Dominion,102.48106,100.09125
Omaha,88.55159,108.11183
Oral Roberts,107.00347,104.53146
Oregon,113.726494,98.86571
Oregon State,108.7498,98.342125
Pacific,96.84889,96.70334
Penn State,113.605774,91.80004
Pepperdine,107.21966,95.776054
Pittsburgh,106.48638,97.03659
Portland,93.135826,115.69349
Portland State,88.48444,99.424126
Prairie View,94.41179,98.714836
Presbyterian,87.38828,103.772934
Providence,107.47992,94.84835
Purdue,114.96337,90.23442
Purdue Fort Wayne,96.8766,107.17989
Quinnipiac,89.9287,96.9682
Radford,94.59812,101.77942
Rhode Island,101.35443,91.551056
Rice,104.411095,104.369644
Richmond,111.1248,98.86165
Rider,94.832504,107.51563
Robert Morris,96.18573,112.084404
Rutgers,109.087906,87.08498
SIU Edwardsville,86.71692,107.828186
Sacramento State,102.37789,110.68242
Sacred Heart,99.76696,109.88033
Saint Francis (PA),90.98889,104.88554
Saint Joseph's,97.33313,105.32312
Saint Louis,108.43635,94.08652
Saint Mary's (CA),98.09491,88.301704
Saint Peter's,90.5578,94.482735
Sam Houston,100.10677,102.28182
Samford,89.07378,102.44972
San Diego,95.76436,102.53847
San Diego State,111.219215,87.47826
San Francisco,102.16658,95.44601
San Jose State,91.21126,113.684685
Santa Clara,97.84989,98.33713
Seattle,95.06747,105.971275
Seton Hall,108.877686,94.381935
Siena,99.04818,101.778
South Alabama,103.52823,108.52436
South Carolina,106.11827,101.00718
South Carolina State,81.88524,109.22907
South Carolina Upstate,91.88832,106.154396
South Dakota,102.96493,103.41613
South Dakota State,107.93972,107.852196
South Florida,98.66382,98.09418
Southeast Missouri State,89.61042,105.93066
Southeastern Louisiana,85.54571,110.16106
Southern,88.40382,104.89223
Southern California,111.92384,88.953674
Southern Illinois,97.545784,103.79281
Southern Methodist,110.03609,94.330154
Southern Mississippi,91.50022,99.912735
Southern Utah,106.73326,102.37495
St. Bonaventure,108.46282,91.14382
St. Francis (NY),99.21757,112.05507
St. John's (NY),109.53568,95.8068
Stanford,105.44889,92.20235
Stephen F. Austin,101.93821,105.75081
Stetson,97.763145,109.2149
Stony Brook,92.326485,104.08239
Syracuse,114.09767,89.24798
TCU,104.852036,97.56466
Tarleton State,92.78699,100.877235
Temple,98.21307,97.33292
Tennessee,112.01908,85.22458
Tennessee State,84.6858,106.56036
Tennessee Tech,91.952446,112.177666
Tennessee-Martin,93.87714,116.37986
Texas,112.431694,90.68265
Texas A&M,101.45353,99.8774
Texas A&M-Corpus Christi,79.58309,109.34401
Texas Southern,98.23723,103.904526
Texas State,93.96411,101.11636
Texas Tech,111.904015,84.58083
Texas-Rio Grande Valley,89.661095,105.324905
The Citadel,102.47862,105.82541
Toledo,110.85456,100.30398
Towson,101.323524,108.5197
Troy,88.85608,104.780464
Tulane,98.57895,98.222404
Tulsa,100.89389,98.46052
UAB,101.86244,93.38154
UC Davis,95.297295,100.35594
UC Irvine,95.68073,87.7724
UC Riverside,101.47623,97.960625
UC San Diego,103.16012,110.28367
UC Santa Barbara,111.03097,95.21984
UCF,105.65616,99.24121
UCLA,115.31131,92.698845
UNC Asheville,97.99646,105.25849
UNC Greensboro,101.78041,94.60371
UNC Wilmington,103.22914,109.32831
UT Arlington,96.43172,101.12929
UTEP,101.374054,97.17808
UTSA,105.41904,103.98494
Utah,111.65445,97.55055
Utah State,103.67994,85.79221
Utah Tech,86.67923,106.596596
Utah Valley,97.77779,102.81698
VMI,107.422386,101.77656
Valparaiso,96.58399,101.123184
Vanderbilt,107.94381,98.56638
Vermont,110.23798,100.64373
Villanova,118.691475,94.12658
Virginia,115.39578,91.772446
Virginia Commonwealth,102.647514,90.21535
Virginia Tech,112.14891,91.4052
Wagner,99.391975,108.38131
Wake Forest,103.0696,98.83637
Washington,99.51604,99.74895
Washington State,100.44677,89.239334
Weber State,103.243774,100.181274
West Virginia,113.21832,92.84854
Western Carolina,97.567184,102.9958
Western Illinois,95.56571,111.80351
Western Kentucky,105.75323,91.38869
Western Michigan,94.498634,105.14969
Wichita State,108.574554,98.89333
William & Mary,90.41517,107.86338
Winthrop,100.8142,95.79432
Wisconsin,112.174416,87.18496
Wofford,106.09836,99.14974
Wright State,106.60511,95.52194
Wyoming,106.08384,106.32779
Xavier,108.009186,98.0719
Youngstown State,97.561745,109.328285
