,Offensive Rating,Defensive Rating
Georgia Southern,99.16565,99.09034
Georgia State,96.95054,103.84585
Georgia Tech,99.22835,98.61281
Gonzaga,123.705086,95.84396
Grambling,95.31206,103.229
Grand Canyon,108.28239,102.487564
Green Bay,86.177765,116.95212
Hampton,92.763695,114.52078
Hartford,82.36999,115.71161
Harvard,97.290306,99.01033
Hawaii,101.584694,97.00123
High Point,96.02712,109.04712
Hofstra,108.66564,102.17588
Holy Cross,87.86432,109.69516
Houston,118.76104,80.243004
Houston Christian,93.96643,121.36208
Howard,98.620224,105.760284
IU Indy,92.98281,116.284
Idaho,96.719795,114.724724
Idaho State,100.91234,109.25776
Illinois,111.48689,91.950874
Illinois State,98.90445,106.29825
Illinois-Chicago,92.81035,105.47834
Incarnate Word,91.921005,111.52092
Indiana,112.50283,90.624725
Indiana State,108.31068,97.597145
Iona,108.49911,100.65154
Iowa,116.07788,99.24839
Iowa State,108.85998,89.53826
Jackson State,95.3554,106.436966
Jacksonville,95.63355,104.185356
Jacksonville State,101.02393,104.33212
James Madison,101.80537,98.89424
Kansas,114.11884,89.799034
Kansas City,90.505165,104.539246
Kansas State,109.526985,87.43542
Kennesaw State,101.26874,98.88192
Kent State,100.936264,92.32497
Kentucky,116.718544,96.489555
La Salle,101.202515,104.55477
Lafayette,93.99342,101.01107
Lamar,89.87735,113.27498
Lehigh,93.7529,103.29843
Liberty,110.17108,97.22049
Lindenwood,91.37561,112.161316
Lipscomb,103.09648,104.349915
Little Rock,97.728455,112.16913
Long Beach State,100.6623,105.398964
Long Island University,81.47031,116.3342
Longwood,100.48041,107.79924
Louisiana,110.49223,106.85499
Louisiana State,106.06342,102.09868
Louisiana Tech,106.22548,100.20775
Louisiana-Monroe,90.984116,105.704865
Louisville,98.899185,109.626854
Loyola (IL),97.27708,103.38745
Loyola (MD),94.577965,112.304665
Loyola Marymount,106.76551,100.19626
Maine,97.42394,111.9324
Manhattan,92.167244,107.44143
Marist,91.75345,108.70005
Marquette,118.87765,95.50667
Marshall,108.09285,98.730644
Maryland,111.33749,89.86106
Maryland-Baltimore County,99.37842,113.71352
Maryland-Eastern Shore,89.89059,102.477295
Massachusetts,99.717255,100.96034
Massachusetts-Lowell,102.24384,105.21443
McNeese State,93.77025,113.74597
Memphis,113.28499,92.76351
Mercer,99.46263,101.56535
Merrimack,87.33204,101.66155
Miami (FL),117.84173,93.898026
Miami (OH),98.95477,112.02937
Michigan,113.71185,95.78414
Michigan State,112.08368,94.49639
Middle Tennessee,105.51298,96.57491
Milwaukee,99.72491,103.56013
Minnesota,97.89329,101.98797
Mississippi,105.038635,97.66204
Mississippi State,105.4542,86.26534
Mississippi Valley State,84.99193,113.69964
Missouri,120.05575,101.5527
Missouri State,103.42959,100.62707
Monmouth,84.42893,111.47729
Montana,103.521965,103.793335
Montana State,105.51245,99.494896
Morehead State,99.06586,105.82645
Morgan State,86.39876,104.553925
Mount St. Mary's,89.8663,109.54288
Murray State,100.45054,107.11868
NC State,112.435425,95.36781
NJIT,89.272,114.5981
Navy,99.64748,102.778755
Nebraska,104.30991,98.22868
Nevada,111.29889,95.21143
Nevada-Las Vegas,108.32461,95.2902
New Hampshire,93.46417,106.50139
New Mexico,113.68698,98.68362
New Mexico State,101.776665,101.44674
New Orleans,96.01807,113.666306
Niagara,100.081215,109.536514
Nicholls State,91.9685,104.788315
Norfolk State,102.42338,110.67013
North Alabama,98.57399,108.70228
North Carolina,109.5592,92.44323
North Carolina A&T,92.64873,109.39545
North Carolina Central,95.55755,102.89571
North Dakota,101.44205,112.86743
North Dakota State,98.98636,106.707184
North Florida,102.15758,111.58786
North Texas,110.84632,94.85126
Northeastern,92.69566,109.55079
Northern Arizona,106.37846,107.73044
Northern Colorado,102.052704,109.63238
Northern Illinois,98.85811,106.794655
Northern Iowa,101.90151,104.527756
Northern Kentucky,101.0388,100.13009
Northwestern,111.95299,87.62215
Northwestern State,102.85487,109.2739
Notre Dame,106.76364,107.10384
Oakland,101.18973,113.23688
Ohio,105.79464,105.491234
Ohio State,118.83248,96.45725
Oklahoma,109.78054,95.13565
Oklahoma State,107.54452,89.41568
Old Dominion,101.46063,101.5736
Omaha,94.337494,109.39855
Oral Roberts,114.43756,98.537926
Oregon,112.64961,93.68621
Oregon State,99.73913,103.89115
Pacific,103.52639,105.33753
Penn State,117.09674,97.431854
Pennsylvania,106.2529,104.78445
Pepperdine,100.86845,105.65259
Pittsburgh,111.51897,96.134415
Portland,110.21717,108.18716
Portland State,99.07378,104.67954
Prairie View,90.73842,103.617584
Presbyterian,86.06494,112.06635
Princeton,105.76331,99.09333
Providence,114.77938,95.09606
Purdue,121.81886,88.73129
Purdue Fort Wayne,94.19576,105.63152
Queens (NC),102.7802,109.13763
Quinnipiac,99.791466,107.17435
Radford,98.818146,104.40686
Rhode Island,95.534805,102.534546
Rice,107.70855,105.79532
Richmond,101.31373,105.05598
Rider,101.39898,108.33941
Robert Morris,92.61174,103.14757
Rutgers,106.73694,86.69034
SIU Edwardsville,93.83782,105.40057
Sacramento State,100.35518,105.60948
Sacred Heart,92.49002,113.08504
Saint Francis (PA),97.330444,115.00573
Saint Joseph's,101.68454,102.124115
Saint Louis,111.808235,100.337166
Saint Mary's (CA),113.91734,85.61415
Saint Peter's,89.8056,109.512436
Sam Houston,106.51212,92.61318
Samford,107.6617,102.55327
San Diego,108.71783,113.10532
San Diego State,112.58886,87.953766
San Francisco,108.6024,99.09712
San Jose State,108.21773,98.06806
Santa Clara,110.44609,97.04866
Seattle,99.41901,99.37769
Seton Hall,103.9748,87.72297
Siena,100.30553,106.799065
South Alabama,101.97342,100.32273
South Carolina,98.69241,106.26532
South Carolina State,93.620865,119.88324
South Carolina Upstate,95.8438,102.02596
South Dakota,98.9263,115.64469
South Dakota State,104.10589,101.74355
South Florida,104.04466,100.476494
Southeast Missouri State,94.38482,107.78935
Southeastern Louisiana,100.40824,113.14082
Southern,89.84618,102.975716
Southern California,112.32009,92.33931
Southern Illinois,99.43833,99.58575
Southern Indiana,97.13883,112.459885
Southern Methodist,100.28718,102.9379
Southern Mississippi,103.935,99.73981
Southern Utah,107.522156,103.331665
St. Bonaventure,97.9967,97.8425
St. Francis (NY),87.11273,111.016174
St. John's (NY),107.07884,93.03732
St. Thomas,104.61015,110.63978
Stanford,113.14133,99.90605
Stephen F. Austin,105.05491,99.105736
Stetson,107.21869,112.26659
Stonehill,93.611015,108.52379
Stony Brook,91.98419,110.10519
Syracuse,109.405334,98.70392
TCU,114.664215,93.472725
Tarleton State,101.92801,100.796715
Temple,105.145256,98.2906
Tennessee,108.885895,78.84062
Tennessee State,96.08845,110.822136
Tennessee Tech,99.79794,109.7242
Tennessee-Martin,95.72101,113.072044
Texas,117.67323,87.025314
Texas A&M,112.24554,90.345276
Texas A&M-Commerce,96.2479,112.23732
Texas A&M-Corpus Christi,100.877205,107.58564
Texas Southern,92.12966,107.82748
Texas State,103.74774,104.28055
Texas Tech,107.66517,96.765274
Texas-Rio Grande Valley,96.93227,107.783104
The Citadel,95.97469,108.97247
Toledo,116.020226,110.202644
Towson,105.09108,104.98617
Troy,100.83067,100.22466
Tulane,109.11444,103.85098
Tulsa,96.021324,105.220764
UAB,110.74716,93.54292
UC Davis,101.5729,101.0915
UC Irvine,106.83962,97.844154
UC Riverside,101.44133,100.44423
UC San Diego,95.88147,109.30412
UC Santa Barbara,106.38787,102.81267
UCF,105.834816,92.050674
UCLA,113.76405,84.36613
UNC Asheville,99.31192,103.938736
UNC Greensboro,103.23121,96.1888
UNC Wilmington,101.0247,100.87645
UT Arlington,98.24629,102.984024
UTEP,97.237724,94.76349
UTSA,100.00051,109.335724
Utah,102.513565,91.55711
Utah State,117.498314,91.154434
Utah Tech,105.03515,105.5529
Utah Valley,108.36495,91.672714
VMI,92.17608,115.58212
Valparaiso,94.61113,105.155846
Vanderbilt,110.42545,101.38809
Vermont,104.78178,106.60449
Villanova,112.24364,95.82032
Virginia,113.622986,88.350266
Virginia Commonwealth,102.14919,90.22364
Virginia Tech,111.49248,97.08772
Wagner,84.47645,105.12287
Wake Forest,112.833336,97.71694
Washington,101.708176,94.41674
Washington State,112.719536,95.203064
Weber State,95.74416,102.811104
West Virginia,116.42736,94.94708
Western Carolina,100.584435,104.47554
Western Illinois,104.106964,107.83381
Western Kentucky,103.14752,101.06552
Western Michigan,97.014145,115.842575
Wichita State,103.00389,96.961105
William & Mary,95.84644,112.507805
Winthrop,102.8472,113.98153
Wisconsin,108.84342,89.40925
Wofford,104.742744,113.15202
Wright State,97.53476,105.39189
Wyoming,103.56362,103.99333
Xavier,117.367905,94.949524
Yale,106.819115,97.83794
Youngstown State,107.91848,108.798
