,Offensive Rating,Defensive Rating
Florida A&M,90.795044,108.55046
Florida Atlantic,103.14687,99.58408
Florida Gulf Coast,102.712204,109.04256
Florida International,94.52036,107.62554
Florida State,108.19531,95.41021
Fordham,96.60364,95.01548
Fresno State,103.80388,94.77726
Furman,111.3408,101.41007
Gardner-Webb,95.835236,95.04357
George Mason,104.93251,94.54376
George Washington,96.86075,102.80209
Georgetown,104.72571,103.649345
Georgia,103.41327,110.26023
Georgia Southern,93.21542,105.207405
Georgia State,95.603745,99.27099
Georgia Tech,99.67845,98.213554
Gonzaga,121.601006,86.70711
Grambling,89.42715,107.61876
Grand Canyon,107.1764,95.43866
Green Bay,87.46772,109.09211
Hampton,83.86958,104.99361
Hartford,96.40303,111.7357
Harvard,96.75429,100.3122
Hawaii,101.695015,99.29188
High Point,97.29708,106.510345
Hofstra,108.62304,103.59189
Holy Cross,85.6832,113.882195
Houston,119.09765,83.962296
Houston Christian,92.41619,113.10726
Howard,100.34895,104.72025
IU Indy,77.89038,109.993675
Idaho,92.61363,114.19582
Idaho State,90.86262,113.64301
Illinois,114.176125,88.138596
Illinois State,102.84639,105.197014
Illinois-Chicago,99.154465,104.33337
Incarnate Word,92.769485,115.443596
Indiana,106.53575,90.5948
Indiana State,96.331505,102.343254
Iona,104.14351,96.53199
Iowa,122.06912,93.51382
Iowa State,103.066,87.66732
Jackson State,92.03114,101.633286
Jacksonville,94.774155,98.85144
Jacksonville State,103.42341,101.36549
James Madison,99.85213,106.04018
Kansas,118.398026,89.39758
Kansas City,97.520386,100.73633
Kansas State,109.38503,95.221664
Kennesaw State,103.12583,111.84017
Kent State,102.12052,99.16899
Kentucky,116.6165,90.09548
La Salle,94.29602,101.28558
Lafayette,90.30134,113.188446
Lamar,87.45304,112.388115
Lehigh,96.3738,111.77369
Liberty,104.52775,101.5172
Lipscomb,99.153725,112.22062
Little Rock,93.97655,111.42743
Long Beach State,101.52594,103.54839
Long Island University,92.56964,104.682816
Longwood,102.84631,105.6696
Louisiana,98.923676,100.25172
Louisiana State,106.007515,84.89966
Louisiana Tech,105.03014,98.69347
Louisiana-Monroe,100.28208,113.33725
Louisville,102.951866,95.55342
Loyola (IL),111.698326,85.937584
Loyola (MD),93.11286,102.44625
Loyola Marymount,104.242714,109.835075
Maine,86.73935,114.9461
Manhattan,96.647736,107.493706
Marist,97.76713,105.79392
Marquette,106.36179,93.15774
Marshall,98.19664,103.835464
Maryland,109.09131,94.82922
Maryland-Baltimore County,99.33601,112.245316
Maryland-Eastern Shore,86.926834,100.84063
Massachusetts,107.0952,111.351616
Massachusetts-Lowell,90.36898,104.98682
McNeese State,95.197395,113.33414
Memphis,112.33993,90.63769
Mercer,102.46811,107.97648
Merrimack,87.980675,106.82181
Miami (FL),113.31244,96.19649
Miami (OH),102.579865,108.464066
Michigan,113.00876,94.26748
Michigan State,109.60575,93.01411
Middle Tennessee,105.22987,96.5049
Milwaukee,91.764915,110.079506
Minnesota,106.61083,101.15805
Mississippi,103.14185,98.42387
Mississippi State,110.099365,92.89592
Mississippi Valley State,87.650055,116.86674
Missouri,100.91754,100.59005
Missouri State,112.30563,100.05086
Monmouth,101.22777,98.21717
Montana,96.8845,104.85311
Montana State,101.42553,101.41172
Morehead State,100.22887,96.691795
Morgan State,87.611,107.67207
Mount St. Mary's,91.369865,103.090965
Murray State,109.39322,97.121056
NC State,104.754005,104.89106
NJIT,87.305084,110.59646
Navy,93.17551,99.82509
Nebraska,106.80498,99.006935
Nevada,101.879585,97.26336
Nevada-Las Vegas,103.5906,97.13183
New Hampshire,99.223175,105.53488
New Mexico,103.58786,104.22633
New Mexico State,108.46904,91.84339
New Orleans,93.42292,107.77333
Niagara,99.98664,103.28662
Nicholls State,96.41365,103.205925
Norfolk State,98.549484,102.092896
North Alabama,86.76186,106.612236
North Carolina,113.62647,91.52544
North Carolina A&T,95.61311,104.68206
North Carolina Central,93.39253,108.14814
North Dakota,95.89909,114.186646
North Dakota State,101.0826,98.875916
North Florida,90.26473,104.92897
North Texas,109.13558,89.74968
Northeastern,97.076675,106.52629
Northern Arizona,89.35308,110.98844
Northern Colorado,102.73935,110.98922
Northern Illinois,89.12554,106.00335
Northern Iowa,109.20047,97.92477
Northern Kentucky,103.86228,103.006805
Northwestern,104.45505,93.59392
Northwestern State,92.00681,113.22055
Notre Dame,114.17992,90.56437
Oakland,100.01708,102.07858
Ohio,103.52892,101.10973
Ohio State,116.58054,95.76609
Oklahoma,111.69034,91.446815
Oklahoma State,102.24481,85.10989
Old Dominion,97.64446,101.26106
Omaha,93.97617,115.96557
Oral Roberts,109.25368,104.36127
Oregon,109.73037,96.90003
Oregon State,103.76783,104.748955
Pacific,91.916855,101.03991
Penn State,108.36119,90.75615
Pennsylvania,102.74211,107.03191
Pepperdine,101.46592,105.08969
Pittsburgh,98.758965,101.797
Portland,101.34479,100.27486
Portland State,90.58174,103.66981
Prairie View,93.95725,107.4633
Presbyterian,93.24678,103.77547
Princeton,109.78738,105.69142
Providence,112.72253,89.32846
Purdue,123.377464,95.56016
Purdue Fort Wayne,99.566315,101.23138
Quinnipiac,98.989716,106.45313
Radford,89.44795,107.00226
Rhode Island,96.74326,94.679794
Rice,104.11331,107.796425
Richmond,106.50642,98.033875
Rider,94.20447,105.86822
Robert Morris,96.56711,112.03663
Rutgers,108.30139,92.62488
SIU Edwardsville,94.067986,101.658035
Sacramento State,93.36959,109.04211
Sacred Heart,94.76021,119.67849
Saint Francis (PA),90.40497,113.05952
Saint Joseph's,101.513374,99.6119
Saint Louis,108.16584,96.93991
Saint Mary's (CA),111.21392,86.27562
Saint Peter's,100.337654,89.83429
Sam Houston,98.96668,101.08927
Samford,102.97684,101.96334
San Diego,96.554665,100.23363
San Diego State,99.40434,82.08197
San Francisco,112.65324,91.76479
San Jose State,96.49949,109.55346
Santa Clara,111.920105,97.02441
Seattle,99.39426,93.087006
Seton Hall,107.27451,89.10319
Siena,95.51857,102.96712
South Alabama,101.12594,98.96672
South Carolina,102.18471,91.98258
South Carolina State,89.70925,108.50192
South Carolina Upstate,100.56213,113.14219
South Dakota,101.55254,106.15887
South Dakota State,116.236534,100.29329
South Florida,88.04812,97.51849
Southeast Missouri State,103.08983,111.15086
Southeastern Louisiana,98.83092,111.98876
Southern,95.034996,100.72236
Southern California,108.31176,93.31206
Southern Illinois,101.47958,98.82753
Southern Methodist,111.38446,93.49605
Southern Mississippi,91.46732,110.717125
Southern Utah,104.41599,106.29487
St. Bonaventure,109.85619,96.283
St. Francis (NY),91.8613,107.3502
St. John's (NY),112.30098,92.8921
St. Thomas,104.80893,120.46105
Stanford,105.775345,95.5251
Stephen F. Austin,98.12072,98.050156
Stetson,92.233185,110.60021
Stony Brook,102.63461,110.81805
Syracuse,112.43066,100.75722
TCU,109.19887,89.91294
Tarleton State,94.24762,98.54252
Temple,105.84136,93.20902
Tennessee,113.56282,82.19636
Tennessee State,99.48123,104.91947
Tennessee Tech,100.61329,106.23345
Tennessee-Martin,92.60736,104.83907
Texas,110.7388,85.65681
Texas A&M,109.571365,91.78619
Texas A&M-Corpus Christi,91.38048,103.88003
Texas Southern,93.16109,99.40054
Texas State,104.77839,99.16038
Texas Tech,114.32849,84.408875
Texas-Rio Grande Valley,99.459755,113.32171
The Citadel,100.232605,103.37507
Toledo,107.19531,99.84893
Towson,105.51473,95.717094
Troy,97.23954,100.74283
Tulane,105.95317,97.222626
Tulsa,101.05816,100.42188
UAB,109.91183,93.29369
UC Davis,96.20345,98.84354
UC Irvine,98.14775,90.733955
UC Riverside,99.05836,102.86617
UC San Diego,97.15993,110.68667
UC Santa Barbara,106.29855,101.10952
UCF,105.90844,97.034195
UCLA,118.788826,89.2686
UNC Asheville,101.77142,105.35151
UNC Greensboro,98.873566,94.7934
UNC Wilmington,101.58264,100.92363
UT Arlington,91.18851,100.47384
UTEP,103.36464,99.4167
UTSA,91.073,107.63153
Utah,104.19342,96.65177
Utah State,108.93654,98.03442
Utah Tech,94.277245,104.65543
Utah Valley,101.00309,97.164
VMI,105.514305,107.9717
Valparaiso,99.86873,100.949524
Vanderbilt,109.417496,91.06092
Vermont,111.91564,97.385475
Villanova,121.15831,87.555916
Virginia,108.625656,92.381584
Virginia Commonwealth,98.817406,87.73816
Virginia Tech,114.580475,91.92222
Wagner,99.62257,101.72037
Wake Forest,107.686584,92.28679
Washington,103.09965,96.89951
Washington State,110.32905,91.56025
Weber State,101.57028,103.89079
West Virginia,106.98284,92.75786
Western Carolina,94.18158,109.853424
Western Illinois,100.445076,103.6825
Western Kentucky,107.48366,99.814026
Western Michigan,90.73536,113.09029
Wichita State,103.716286,90.13307
William & Mary,86.62862,108.33352
Winthrop,102.340195,104.2621
Wisconsin,110.50448,87.74338
Wofford,101.6333,100.5486
Wright State,102.07225,104.68978
Wyoming,108.51243,94.43759
Xavier,110.313866,92.06788
Yale,99.15404,98.106415
Youngstown State,99.479614,107.8462
