,Offensive Rating,Defensive Rating
Mississippi,110.709656,96.284706
Mississippi State,97.819016,93.93516
Mississippi Valley State,81.510445,114.74681
Missouri,100.84181,99.107666
Missouri State,98.87233,106.315285
Monmouth,96.062485,99.852684
Montana,97.37592,105.53516
Montana State,90.007256,110.94661
Morehead State,103.74993,101.397964
Morgan State,85.95699,114.02106
Mount St. Mary's,94.07289,101.56475
Murray State,115.26622,101.886154
NC State,112.563835,93.40603
NJIT,104.092896,103.64251
Navy,95.421486,105.980225
Nebraska,96.727646,92.02934
Nevada,93.34519,100.07204
Nevada-Las Vegas,105.58605,100.61621
New Hampshire,95.50103,101.02129
New Mexico,99.267006,99.12223
New Mexico State,101.60092,97.78248
New Orleans,87.6126,107.80507
Niagara,93.106384,110.20547
Nicholls State,85.28807,107.882576
Norfolk State,99.45317,105.701065
North Carolina,118.3154,84.86566
North Carolina A&T,84.08742,110.56006
North Carolina Central,101.30181,98.291534
North Dakota,90.21473,108.94824
North Dakota State,98.41825,100.99257
North Florida,103.178505,106.79395
North Texas,93.59251,99.14873
Northeastern,104.58574,102.11802
Northern Arizona,95.712326,102.451355
Northern Colorado,105.74355,109.99177
Northern Illinois,96.9263,101.60141
Northern Iowa,111.53159,90.3827
Northern Kentucky,96.54902,108.09125
Northwestern,102.01402,97.79348
Northwestern State,108.14067,114.09803
Notre Dame,125.56329,97.96827
Oakland,101.93988,107.7157
Ohio,97.83019,107.59507
Ohio State,116.72547,88.87079
Oklahoma,112.91558,86.54705
Oklahoma State,111.986206,87.78377
Old Dominion,104.102264,88.8811
Omaha,94.60149,108.29282
Oral Roberts,101.393845,107.70924
Oregon,111.4814,91.04421
Oregon State,99.210144,86.35211
Pacific,97.09553,107.83518
Penn State,105.42176,90.318565
Pennsylvania,91.27597,112.3681
Pepperdine,97.949066,95.12588
Pittsburgh,110.64776,99.67897
Portland,104.05237,100.77495
Portland State,96.36958,109.07722
Prairie View,90.60076,105.64225
Presbyterian,87.41952,114.170906
Princeton,102.54266,102.85082
Providence,110.36166,89.38541
Purdue,108.4424,89.59342
Purdue Fort Wayne,101.66399,108.08025
Quinnipiac,97.168,100.05984
Radford,99.394615,102.95958
Rhode Island,99.75381,86.139336
Rice,100.03767,100.54567
Richmond,107.381714,92.31542
Rider,94.786,98.99078
Robert Morris,98.51115,104.10365
Rutgers,92.67853,99.52452
SIU Edwardsville,91.092834,102.25679
Sacramento State,102.57674,108.71919
Sacred Heart,95.32168,108.86481
Saint Francis (PA),93.96792,106.16289
Saint Joseph's,97.95437,97.07381
Saint Louis,92.90676,99.850426
Saint Mary's (CA),111.71216,95.38767
Saint Peter's,93.1877,103.178734
Sam Houston,99.989555,96.42475
Samford,94.06307,105.436714
San Diego,100.77816,93.347595
San Diego State,100.5686,83.43561
San Francisco,102.04368,97.71881
San Jose State,84.144966,109.00216
Santa Clara,102.72347,101.311935
Savannah State,78.0201,106.31944
Seattle,94.10769,107.24272
Seton Hall,106.10267,97.57783
Siena,101.19033,110.43139
South Alabama,95.84146,106.72133
South Carolina,101.76254,94.13218
South Carolina State,83.987114,108.81122
South Carolina Upstate,99.485374,98.12536
South Dakota,98.612,105.965225
South Dakota State,102.7413,94.86667
South Florida,94.942154,102.461365
Southeast Missouri State,94.92877,106.60564
Southeastern Louisiana,87.434784,107.35798
Southern,86.217094,101.21394
Southern California,98.43938,91.717224
Southern Illinois,95.557144,101.4423
Southern Methodist,111.18547,90.296814
Southern Mississippi,98.786575,109.331795
Southern Utah,92.864815,108.60243
St. Bonaventure,99.344444,90.82639
St. Francis (NY),94.41069,99.8134
St. John's (NY),108.52224,87.280785
Stanford,112.07787,90.36768
Stephen F. Austin,110.25498,99.424355
Stetson,89.56454,113.305984
Stony Brook,99.910675,100.831245
Syracuse,105.26451,85.58915
TCU,106.135216,88.61304
Temple,98.76536,88.71217
Tennessee,104.60622,96.13155
Tennessee State,84.795334,107.95257
Tennessee Tech,94.91574,104.73596
Tennessee-Martin,102.91613,108.12942
Texas,111.16193,89.43831
Texas A&M,106.4646,92.119095
Texas A&M-Corpus Christi,97.91766,105.610176
Texas Southern,95.500275,107.757416
Texas State,91.37736,95.91637
Texas Tech,97.33655,94.76334
Texas-Rio Grande Valley,85.3229,111.140915
The Citadel,97.265396,119.43461
Toledo,106.78861,100.0771
Towson,90.0822,107.24114
Troy,92.23597,107.488754
Tulane,96.55886,102.0569
Tulsa,99.373024,88.40973
UAB,97.31082,98.16031
UC Davis,109.30551,105.87093
UC Irvine,106.1248,94.487724
UC Riverside,94.47839,100.90807
UC Santa Barbara,104.79594,99.87834
UCF,99.87296,107.86541
UCLA,112.46655,94.057755
UNC Asheville,95.75071,107.895966
UNC Greensboro,91.40178,110.341995
UNC Wilmington,96.36742,103.826836
UT Arlington,97.379196,101.09376
UTEP,102.28641,97.69723
UTSA,101.99567,107.52038
Utah,116.91879,87.15088
Utah State,103.618645,98.92679
Utah Valley,82.54305,108.23153
VMI,95.14121,106.50899
Valparaiso,104.05809,94.62861
Vanderbilt,112.692505,98.62595
Vermont,96.899956,97.12134
Villanova,118.43813,85.76596
Virginia,115.02493,79.927475
Virginia Commonwealth,111.21332,93.96808
Virginia Tech,102.58465,103.09977
Wagner,93.99497,114.41732
Wake Forest,104.02151,96.51882
Washington,103.876595,100.305466
Washington State,106.245804,104.0711
Weber State,94.74116,103.75934
West Virginia,112.58397,90.5929
Western Carolina,98.210655,108.47678
Western Illinois,84.9758,105.8895
Western Kentucky,100.76816,99.68494
Western Michigan,106.63733,103.938065
Wichita State,110.96173,90.98947
William & Mary,112.67591,103.85569
Winthrop,101.49014,103.665726
Wisconsin,125.59655,88.95976
Wofford,101.619934,95.72688
Wright State,94.02069,103.87481
Wyoming,102.040985,96.61534
Xavier,116.18194,93.281715
Yale,103.57824,94.792206
Youngstown State,98.94928,113.373505
