,Offensive Rating,Defensive Rating
East Carolina,99.09436,98.42241
East Tennessee State,108.763954,91.983894
Eastern Illinois,96.56187,102.67041
Eastern Kentucky,95.54525,108.05435
Eastern Michigan,91.72902,94.970024
Eastern Washington,101.31203,102.299774
Elon,99.74067,105.69846
Evansville,93.63101,103.84783
FDU,98.60555,112.297386
Fairfield,87.24755,99.09956
Florida,114.99831,87.81473
Florida A&M,90.60766,103.26744
Florida Atlantic,98.39547,100.33049
Florida Gulf Coast,88.70605,100.58083
Florida International,100.56366,97.336075
Florida State,111.27608,86.07841
Fordham,88.35349,95.14456
Fresno State,100.61111,101.37862
Furman,106.94928,97.91434
Gardner-Webb,97.58372,100.5901
George Mason,97.3278,97.97134
George Washington,95.30857,102.303276
Georgetown,107.318085,94.17615
Georgia,103.460884,97.04925
Georgia Southern,100.511,97.182
Georgia State,103.30889,97.32855
Georgia Tech,101.964745,88.312485
Gonzaga,121.36171,93.60058
Grambling,88.17098,101.44617
Grand Canyon,99.73533,104.67831
Green Bay,102.7071,106.49281
Hampton,99.56816,117.068924
Hartford,92.22076,97.58383
Harvard,103.22135,93.71773
Hawaii,96.96614,97.38101
High Point,93.02723,115.171745
Hofstra,105.85783,97.97758
Holy Cross,92.37291,114.53981
Houston,112.051834,87.244026
Houston Christian,98.208916,117.97627
Howard,88.02738,115.301865
IU Indy,96.847176,112.29366
Idaho,88.50564,106.34348
Idaho State,98.40962,109.98528
Illinois,110.43066,89.96987
Illinois State,98.35323,96.881805
Illinois-Chicago,93.07106,100.00395
Incarnate Word,88.8794,113.31792
Indiana,112.41176,85.69267
Indiana State,105.329475,100.062065
Iona,97.0285,107.64547
Iowa,115.22737,93.75505
Iowa State,108.374115,100.15235
Jackson State,88.44912,103.43693
Jacksonville,93.04805,102.02199
Jacksonville State,91.634384,101.705475
James Madison,92.94274,107.181145
Kansas,116.36208,84.35857
Kansas City,92.52322,100.801414
Kansas State,101.11828,92.368286
Kennesaw State,76.31938,107.93
Kent State,103.68845,97.10267
Kentucky,111.51407,88.98194
La Salle,96.758354,95.326614
Lafayette,98.20867,101.42798
Lamar,92.402756,100.58284
Lehigh,91.77533,108.04943
Liberty,104.57169,90.96447
Lipscomb,98.77872,106.400925
Little Rock,106.06402,100.22101
Long Beach State,95.975845,102.40632
Long Island University,94.522995,105.75206
Longwood,86.43501,106.782455
Louisiana,98.49857,102.87892
Louisiana State,118.295135,95.18809
Louisiana Tech,109.04067,95.23033
Louisiana-Monroe,94.08863,103.18047
Louisville,113.76068,87.72798
Loyola (IL),103.41976,90.55849
Loyola (MD),98.58875,108.53032
Loyola Marymount,97.93126,100.6779
Maine,86.950325,106.90509
Manhattan,86.076164,98.992065
Marist,84.77198,106.14503
Marquette,112.4566,92.06588
Marshall,99.27883,92.318726
Maryland,114.39692,90.65241
Maryland-Baltimore County,94.96536,103.84581
Maryland-Eastern Shore,76.37897,106.94875
Massachusetts,102.09888,100.39423
Massachusetts-Lowell,99.88987,109.434715
McNeese State,102.93409,111.56343
Memphis,102.8443,83.30996
Mercer,96.62538,100.41313
Merrimack,88.72454,95.44535
Miami (FL),106.30204,94.50043
Miami (OH),102.06104,107.82743
Michigan,112.06798,86.06791
Michigan State,117.479774,85.96051
Middle Tennessee,92.62106,106.32572
Milwaukee,95.85154,105.10263
Minnesota,113.71707,89.90995
Mississippi,105.11201,88.27711
Mississippi State,113.54581,92.77161
Mississippi Valley State,83.42635,118.93118
Missouri,104.998634,92.770256
Missouri State,101.7702,95.403885
Monmouth,94.60375,101.50017
Montana,98.674355,97.0252
Montana State,94.30775,95.16926
Morehead State,92.09992,105.01445
Morgan State,90.179184,105.22886
Mount St. Mary's,92.96318,107.19289
Murray State,98.07341,95.396416
NC State,110.84449,93.669754
NJIT,91.7895,104.2379
Navy,92.25191,101.50211
Nebraska,101.84748,95.742294
Nevada,108.29516,96.79959
Nevada-Las Vegas,107.20149,95.278404
New Hampshire,94.477516,100.104614
New Mexico,103.418396,96.29001
New Mexico State,107.366714,98.65236
New Orleans,94.0651,112.65586
Niagara,97.57307,108.442444
Nicholls State,95.71361,101.48613
Norfolk State,92.25594,99.54689
North Alabama,92.56569,102.91676
North Carolina,103.41494,94.61263
North Carolina A&T,89.39056,102.17183
North Carolina Central,93.15334,103.51179
North Dakota,98.19367,106.5887
North Dakota State,103.99502,102.13996
North Florida,107.09254,108.99506
North Texas,112.71878,95.28301
Northeastern,102.48053,103.95709
Northern Arizona,100.69611,107.171364
Northern Colorado,111.46373,98.61106
Northern Illinois,94.325134,99.32453
Northern Iowa,107.71553,98.36072
Northern Kentucky,103.72526,97.43937
Northwestern,103.26805,96.34013
Northwestern State,94.368614,103.15237
Notre Dame,108.141525,96.6425
Oakland,93.95119,100.177345
Ohio,99.03108,97.411995
Ohio State,114.2916,84.93662
Oklahoma,108.96485,87.72615
Oklahoma State,105.379616,88.978905
Old Dominion,96.37812,95.50246
Omaha,99.49852,104.891846
Oral Roberts,105.18263,101.201096
Oregon,119.37405,91.73248
Oregon State,112.79474,95.898
Pacific,102.58822,97.2018
Penn State,106.61528,87.7395
Pennsylvania,102.93797,97.274414
Pepperdine,104.52833,100.86453
Pittsburgh,103.07467,92.913994
Portland,93.16704,104.23199
Portland State,104.31461,108.595894
Prairie View,94.07567,100.49124
Presbyterian,91.23042,111.02746
Princeton,106.68328,104.20688
Providence,109.35966,88.12984
Purdue,108.2515,85.58203
Purdue Fort Wayne,93.4204,103.70796
Quinnipiac,96.379135,105.96565
Radford,103.63278,104.86177
Rhode Island,102.4332,91.97606
Rice,102.0881,103.493706
Richmond,109.4001,89.08009
Rider,98.1039,99.16924
Robert Morris,94.02661,103.45927
Rutgers,110.21742,84.70811
SIU Edwardsville,87.81167,108.83886
Sacramento State,92.5525,94.04065
Sacred Heart,98.625465,105.623245
Saint Francis (PA),102.254364,104.62579
Saint Joseph's,98.15474,106.29427
Saint Louis,102.81109,92.67968
Saint Mary's (CA),114.91412,99.539444
Saint Peter's,93.6687,100.80222
Sam Houston,98.13534,100.05593
Samford,94.5401,112.59246
San Diego,92.47359,96.96644
San Diego State,116.16772,88.385445
San Francisco,109.39053,94.8466
San Jose State,97.57937,104.18415
Santa Clara,100.610176,97.91411
Seattle,95.75269,106.321655
Seton Hall,113.11693,88.03643
Siena,102.01696,101.60907
South Alabama,105.40331,103.120255
South Carolina,106.03976,90.06135
South Carolina State,93.45234,113.80844
South Carolina Upstate,86.31775,114.29703
South Dakota,104.7214,103.88922
South Dakota State,106.6001,102.29186
South Florida,100.7999,93.13063
Southeast Missouri State,89.454155,108.98898
Southeastern Louisiana,88.443535,111.028404
Southern,93.02023,109.08511
Southern California,102.85566,84.48618
Southern Illinois,100.37261,95.38748
Southern Methodist,111.53748,100.23233
Southern Mississippi,92.07026,101.71988
Southern Utah,98.13027,94.358345
St. Bonaventure,104.25627,103.53539
St. Francis (NY),92.19309,103.773094
St. John's (NY),102.84222,89.97762
Stanford,110.428764,82.91778
Stephen F. Austin,99.843666,95.39614
Stetson,96.4726,110.832184
Stony Brook,95.279,96.47952
Syracuse,113.018166,98.22507
TCU,105.5574,91.78664
Temple,100.009575,92.47198
Tennessee,102.52255,85.37982
Tennessee State,96.87931,104.803986
Tennessee Tech,88.89971,106.89958
Tennessee-Martin,101.1926,120.93298
Texas,103.62254,86.36816
Texas A&M,105.382385,93.20173
Texas A&M-Corpus Christi,90.96694,103.75757
Texas Southern,94.07732,104.33693
Texas State,102.688156,93.162315
Texas Tech,108.80368,86.95411
Texas-Rio Grande Valley,95.27837,101.317894
The Citadel,90.18657,111.43064
Toledo,103.55643,102.749535
Towson,103.88889,100.842026
Troy,93.23424,105.03023
Tulane,100.9562,102.1972
Tulsa,101.72734,86.870346
UAB,99.90195,96.12224
UC Davis,101.09124,108.814285
UC Irvine,104.753174,93.74982
UC Riverside,93.01158,98.28536
UC Santa Barbara,102.29519,103.22642
UCF,99.52122,93.10001
UCLA,112.15447,97.44182
UNC Asheville,96.2677,110.30966
UNC Greensboro,101.02367,94.873726
UNC Wilmington,89.35494,103.82266
UT Arlington,100.17015,94.2247
UTEP,96.39017,97.07007
UTSA,102.33693,104.554306
Utah,106.358154,95.48095
Utah State,110.5501,89.97465
Utah Valley,92.255905,101.85894
VMI,96.375206,105.48275
Valparaiso,102.139534,99.88393
Vanderbilt,105.90953,100.6232
Vermont,106.683495,91.02258
Villanova,115.81059,88.51941
Virginia,97.70347,79.844124
Virginia Commonwealth,106.39708,87.287964
Virginia Tech,108.53481,96.043945
Wagner,92.13482,110.55598
Wake Forest,109.36934,96.85443
Washington,104.3487,91.15787
Washington State,99.33744,93.41319
Weber State,95.98055,106.41982
West Virginia,105.19542,78.130684
Western Carolina,108.50917,106.28008
Western Illinois,98.04868,113.95248
Western Kentucky,105.26667,100.58524
Western Michigan,98.633354,102.49574
Wichita State,108.19134,86.10236
William & Mary,99.27019,106.051605
Winthrop,102.33852,101.38009
Wisconsin,113.275665,86.586136
Wofford,103.667015,103.651375
Wright State,99.13496,97.75114
Wyoming,92.76314,97.60521
Xavier,106.58337,87.47379
Yale,106.27351,92.524025
Youngstown State,99.012535,101.58784
