,Offensive Rating,Defensive Rating
Dayton,112.02671,98.57366
DePaul,105.09316,102.791595
Delaware,108.541115,103.497444
Delaware State,86.10141,109.29608
Denver,108.15695,107.76399
Detroit Mercy,97.566956,104.50948
Drake,103.01682,102.88479
Drexel,105.00632,98.04024
Duke,121.60778,93.98602
Duquesne,106.88968,107.11405
East Carolina,106.20507,110.49313
East Tennessee State,99.417786,106.0438
Eastern Illinois,97.107414,112.30513
Eastern Kentucky,110.43122,106.53315
Eastern Michigan,94.38118,94.37017
Eastern Washington,101.87622,108.146095
Elon,100.05845,106.5104
Evansville,99.37405,101.020706
FDU,96.356155,111.02767
Fairfield,90.88648,105.19145
Florida,115.634445,86.85384
Florida A&M,90.679924,107.76203
Florida Atlantic,100.91002,104.37936
Florida Gulf Coast,95.25759,102.19347
Florida International,103.03962,103.738075
Florida State,112.053375,91.604004
Fordham,106.77456,106.97722
Fresno State,108.04815,104.56079
Furman,90.359116,115.76504
Gardner-Webb,92.75807,109.16032
George Mason,100.43982,98.96965
George Washington,113.58578,96.17793
Georgetown,110.51184,95.373375
Georgia,106.7022,97.01531
Georgia Southern,91.16439,115.067856
Georgia State,109.889656,103.96293
Georgia Tech,103.41253,96.06046
Gonzaga,114.774574,90.19496
Grambling,87.75451,125.51931
Grand Canyon,100.44694,105.748436
Green Bay,105.470505,96.594986
Hampton,90.30072,99.9675
Hartford,100.501785,107.0829
Harvard,111.566826,91.12662
Hawaii,107.15853,104.78019
High Point,101.64491,110.83431
Hofstra,104.64076,112.844
Holy Cross,99.35688,102.45238
Houston,110.825195,104.16474
Houston Christian,91.3418,109.26669
Howard,83.83755,107.09711
IU Indy,94.86899,115.962204
Idaho,100.37128,110.83573
Idaho State,100.344894,110.23556
Illinois,106.88264,93.80552
Illinois State,100.333145,95.587814
Illinois-Chicago,93.87792,106.67296
Incarnate Word,100.59831,108.30095
Indiana,106.00253,93.97046
Indiana State,102.77288,95.937935
Iona,117.74624,106.050186
Iowa,116.69823,93.019264
Iowa State,116.86607,93.886856
Jackson State,90.23599,109.0049
Jacksonville,99.48214,114.48969
Jacksonville State,94.34511,112.65054
James Madison,96.728546,103.55845
Kansas,120.21013,90.172905
Kansas City,93.20299,108.42408
Kansas State,108.418335,90.369736
Kennesaw State,88.27543,111.277985
Kent State,99.915306,105.149
Kentucky,118.00455,91.20605
La Salle,104.22129,95.32519
Lafayette,103.684715,117.04487
Lamar,91.29893,110.87952
Lehigh,93.39644,104.11135
Liberty,94.6971,113.41243
Lipscomb,97.772896,112.58063
Little Rock,95.468,104.78169
Long Beach State,100.36536,98.25943
Long Island University,98.953384,119.345535
Longwood,90.27164,120.20138
Louisiana,107.46533,104.67461
Louisiana State,110.03615,93.90827
Louisiana Tech,109.480255,93.33953
Louisiana-Monroe,92.63333,105.93488
Louisville,118.9689,86.189186
Loyola (IL),102.43278,110.528145
Loyola (MD),92.82098,109.16416
Loyola Marymount,104.686165,105.314804
Maine,93.58772,114.812256
Manhattan,102.21543,92.89758
Marist,98.328804,104.00339
Marquette,111.50651,94.64362
Marshall,94.43615,102.99532
Maryland,109.552574,89.07362
Maryland-Baltimore County,88.08758,108.92847
Maryland-Eastern Shore,93.244606,117.58056
Massachusetts,106.44325,94.440834
Massachusetts-Lowell,94.34736,111.06255
McNeese State,96.68927,108.85054
Memphis,110.53888,92.07114
Mercer,109.927826,100.05378
Miami (FL),108.338165,94.87409
Miami (OH),95.55438,101.19637
Michigan,124.46632,99.02338
Michigan State,119.4148,90.3813
Middle Tennessee,104.52603,92.824265
Milwaukee,100.280266,103.8437
Minnesota,112.233925,96.62211
Mississippi,108.809975,98.077225
Mississippi State,98.45318,100.52603
Mississippi Valley State,88.29487,120.56424
Missouri,115.10569,97.54758
Missouri State,103.601555,103.10138
Monmouth,94.02228,105.29413
Montana,102.54523,110.9249
Montana State,93.153,108.66165
Morehead State,97.35647,103.80784
Morgan State,97.84809,104.40435
Mount St. Mary's,100.886826,112.65912
Murray State,106.366745,102.70907
NC State,109.99694,98.24376
NJIT,91.95886,109.429344
Navy,87.86629,104.97326
Nebraska,105.92398,93.57861
Nevada,105.88133,103.95409
Nevada-Las Vegas,104.62894,94.3256
New Hampshire,84.28901,106.925354
New Mexico,113.25326,94.71621
New Mexico State,112.15119,99.33519
New Orleans,91.543594,107.853806
Niagara,100.991066,108.23699
Nicholls State,95.221176,110.723595
Norfolk State,98.11006,108.72691
North Carolina,113.25119,89.57301
North Carolina A&T,91.18971,114.64759
North Carolina Central,103.37913,97.45
North Dakota,103.35626,110.96846
North Dakota State,115.367134,105.13812
North Florida,103.66867,110.6711
North Texas,97.76357,103.421715
Northeastern,101.10377,104.70363
Northern Arizona,97.86523,106.71969
Northern Colorado,106.08561,114.13553
Northern Illinois,89.754814,97.162704
Northern Iowa,109.04746,99.235085
Northern Kentucky,96.99911,115.93259
Northwestern,97.93929,93.55201
Northwestern State,106.489716,107.84049
Notre Dame,112.10086,101.7707
Oakland,104.36729,109.74406
Ohio,105.7433,100.11192
Ohio State,110.958694,84.2255
Oklahoma,115.018074,97.75825
Oklahoma State,116.2428,92.00373
Old Dominion,98.91144,101.00019
Omaha,101.50169,107.254
Oral Roberts,104.668915,108.29692
Oregon,117.96516,94.381485
Oregon State,111.31925,96.870384
Pacific,108.49148,103.65569
Penn State,111.01617,98.77562
Pennsylvania,94.50895,106.53361
Pepperdine,106.92362,101.213684
Pittsburgh,114.7295,90.81367
Portland,107.696045,99.04773
Portland State,99.0488,111.75225
Prairie View,89.44265,115.10413
Presbyterian,86.12599,122.78743
Princeton,106.01078,97.03822
Providence,112.52981,93.82093
Purdue,106.60459,95.85216
Purdue Fort Wayne,105.712524,105.65168
Quinnipiac,107.40712,105.088806
Radford,101.05359,113.34686
Rhode Island,102.46095,98.15428
Rice,95.71175,105.18764
Richmond,101.20158,93.43729
Rider,107.510414,108.709785
Robert Morris,100.57939,106.967255
Rutgers,105.48532,100.26623
SIU Edwardsville,96.67428,115.12726
Sacramento State,100.36782,110.227135
Sacred Heart,91.37524,111.810265
Saint Francis (PA),91.11847,114.09678
Saint Joseph's,112.45985,97.21289
Saint Louis,102.79128,87.770996
Saint Mary's (CA),113.86382,99.07264
Saint Peter's,95.35051,100.87698
Sam Houston,102.627495,105.73107
Samford,99.45444,120.232864
San Diego,105.03291,101.33463
San Diego State,107.04711,86.06269
San Francisco,110.50143,96.5419
San Jose State,90.40033,104.11886
Santa Clara,106.03363,103.62063
Savannah State,88.25436,99.74261
Seattle,98.78248,103.873405
Seton Hall,111.720345,98.3442
Siena,99.922485,97.918076
South Alabama,97.43081,107.178764
South Carolina,106.64793,99.86811
South Carolina State,86.032364,113.03872
South Carolina Upstate,102.362885,102.41452
South Dakota,98.84378,106.26822
South Dakota State,104.48915,103.18737
South Florida,99.23132,97.88136
Southeast Missouri State,102.82857,112.571915
Southeastern Louisiana,92.09472,111.67374
Southern,92.51041,99.82573
Southern California,102.549995,98.44503
Southern Illinois,104.754845,102.05168
Southern Methodist,111.51164,90.691895
Southern Mississippi,108.08983,94.67649
Southern Utah,83.13343,112.51345
St. Bonaventure,106.721504,97.650894
St. Francis (NY),97.56982,102.77043
St. John's (NY),107.38038,87.80265
Stanford,111.97967,92.792076
Stephen F. Austin,109.28387,99.32415
Stetson,88.776955,115.24643
Stony Brook,100.73409,106.29119
Syracuse,114.437225,90.69328
TCU,98.341415,100.42818
Temple,106.437775,107.94041
Tennessee,116.69049,93.34694
Tennessee State,99.609856,110.94578
Tennessee Tech,94.99966,110.06924
Tennessee-Martin,97.71428,117.77738
Texas,110.98444,90.73561
Texas A&M,102.414925,90.893166
Texas A&M-Corpus Christi,100.28246,109.29818
Texas Southern,102.22123,113.69213
Texas State,91.80057,101.56364
Texas Tech,107.12204,98.98171
Texas-Rio Grande Valley,89.89955,104.229515
The Citadel,92.89791,115.01693
Toledo,112.51876,110.12977
Towson,108.8181,105.65463
Troy,99.82641,107.76887
Tulane,99.41661,108.02233
Tulsa,102.63245,93.798
UAB,98.39544,100.164
UC Davis,98.46249,115.4928
UC Irvine,102.28734,90.89472
UC Riverside,97.47259,105.150734
UC Santa Barbara,110.6362,100.54272
UCF,101.78092,102.99432
UCLA,118.756035,91.08179
UNC Asheville,102.71121,110.959694
UNC Greensboro,88.35854,110.84528
UNC Wilmington,92.27238,108.10607
UT Arlington,103.515305,110.56157
UTEP,104.22184,94.778366
UTSA,96.573326,113.219154
Utah,111.92057,89.43997
Utah State,114.773605,101.976906
Utah Valley,99.12158,106.58319
VMI,101.395706,110.28003
Valparaiso,103.22151,102.16364
Vanderbilt,103.53985,93.53131
Vermont,105.6975,97.54322
Villanova,114.95565,84.6267
Virginia,111.76539,81.999565
Virginia Commonwealth,104.86653,88.89634
Virginia Tech,101.17338,94.97621
Wagner,94.36202,98.44375
Wake Forest,106.178154,94.398445
Washington,112.73254,100.145584
Washington State,101.42808,101.675446
Weber State,104.373535,101.79685
West Virginia,112.23413,98.84658
Western Carolina,95.96404,110.30419
Western Illinois,89.725296,100.724686
Western Kentucky,101.76873,103.239655
Western Michigan,104.20579,102.4099
Wichita State,116.31457,89.67735
William & Mary,113.098946,111.690704
Winthrop,102.263664,108.459175
Wisconsin,122.945496,91.76169
Wofford,96.929344,103.672806
Wright State,99.100296,95.53071
Wyoming,103.53954,94.67527
Xavier,115.84795,95.41718
Yale,101.150894,103.14828
Youngstown State,105.81173,110.12929
