,Offensive Rating,Defensive Rating
George Washington,112.22974,96.70376
Georgetown,108.68771,93.89992
Georgia,109.411705,94.27694
Georgia Southern,98.998245,113.329056
Georgia State,98.11542,99.07504
Georgia Tech,113.769135,97.810524
Gonzaga,115.81675,88.42128
Grambling,82.33059,112.52796
Grand Canyon,101.385414,101.239784
Green Bay,102.78031,99.8867
Hampton,94.477005,107.625404
Hartford,95.505714,116.888916
Harvard,100.06131,98.14721
Hawaii,105.0916,92.8219
High Point,106.56639,111.81086
Hofstra,109.733536,103.132935
Holy Cross,92.940674,111.18949
Houston,113.076935,100.23706
Houston Christian,97.68062,111.37722
Howard,87.57811,107.85422
IU Indy,98.24864,103.82302
Idaho,93.05406,105.15875
Idaho State,95.00032,105.77616
Illinois,104.81078,100.40123
Illinois State,101.12339,99.194405
Illinois-Chicago,85.6154,104.355965
Incarnate Word,97.323395,111.836105
Indiana,123.026665,95.06884
Indiana State,94.964134,97.96206
Iona,107.66303,101.505844
Iowa,113.911446,92.571495
Iowa State,120.88894,97.31418
Jackson State,91.66541,103.38762
Jacksonville,96.95103,108.49111
Jacksonville State,95.64034,106.040764
James Madison,101.96775,95.6939
Kansas,123.199036,84.93231
Kansas City,100.39608,105.895096
Kansas State,106.52099,91.401764
Kennesaw State,95.7233,109.68672
Kent State,104.49066,106.09839
Kentucky,119.5014,90.81851
La Salle,95.29007,105.28747
Lafayette,97.44355,115.36852
Lamar,92.808685,111.544754
Lehigh,100.89325,105.79272
Liberty,93.82576,109.82314
Lipscomb,97.42299,109.31742
Little Rock,107.218605,92.78303
Long Beach State,109.55234,102.672325
Long Island University,95.00721,113.375595
Longwood,96.89009,116.53495
Louisiana,105.17059,103.41189
Louisiana State,114.304535,99.52546
Louisiana Tech,101.60975,103.43325
Louisiana-Monroe,97.96343,101.199394
Louisville,114.94531,84.70252
Loyola (IL),95.22754,98.55148
Loyola (MD),96.76777,112.591484
Loyola Marymount,103.96014,106.44159
Maine,86.57663,113.193855
Manhattan,97.97528,106.77015
Marist,95.88509,110.87363
Marquette,105.64266,95.228485
Marshall,107.73531,106.49459
Maryland,115.79698,90.01921
Maryland-Baltimore County,96.397385,114.94197
Maryland-Eastern Shore,89.424995,111.8305
Massachusetts,100.80552,101.03831
Massachusetts-Lowell,93.80659,112.20218
McNeese State,91.98456,113.219765
Memphis,102.61908,91.53199
Mercer,102.53645,105.06383
Miami (FL),117.48258,89.410225
Miami (OH),95.64608,103.595764
Michigan,112.985794,96.755844
Michigan State,123.54758,89.457756
Middle Tennessee,102.23415,98.77963
Milwaukee,111.343544,104.67299
Minnesota,100.21883,99.625244
Mississippi,111.06208,96.162994
Mississippi State,110.26887,98.030655
Mississippi Valley State,84.04448,110.95464
Missouri,103.22924,101.93393
Missouri State,96.08896,103.25888
Monmouth,106.297005,99.191574
Montana,101.469315,101.11654
Montana State,101.33196,113.66143
Morehead State,101.01279,102.7873
Morgan State,91.511246,111.75893
Mount St. Mary's,88.6623,105.01167
Murray State,102.71263,105.053444
NC State,109.535126,102.49413
NJIT,100.57978,104.523605
Navy,95.67754,101.05401
Nebraska,110.73477,95.36989
Nevada,99.790215,92.69015
Nevada-Las Vegas,102.84276,91.35303
New Hampshire,96.123344,107.692406
New Mexico,107.0248,102.49452
New Mexico State,100.774025,95.28644
New Orleans,90.00263,111.40542
Niagara,90.850426,108.99936
Nicholls State,85.87016,111.125
Norfolk State,100.372086,111.487755
North Carolina,121.16178,90.312325
North Carolina A&T,90.91201,111.999596
North Carolina Central,96.672745,111.521545
North Dakota,94.462616,103.72369
North Dakota State,97.754234,98.488014
North Florida,108.28531,112.173
North Texas,99.44987,109.11714
Northeastern,104.76542,102.68436
Northern Arizona,88.50023,110.45362
Northern Colorado,98.82247,117.45545
Northern Illinois,97.716125,100.12215
Northern Iowa,110.13032,96.02877
Northern Kentucky,96.2353,107.22703
Northwestern,107.733925,98.0565
Northwestern State,95.71003,115.35429
Notre Dame,122.213806,98.9504
Oakland,111.80317,104.73501
Ohio,109.57516,103.75987
Ohio State,105.470955,93.73262
Oklahoma,118.003334,90.4036
Oklahoma State,104.99546,93.217636
Old Dominion,106.54144,93.861084
Omaha,104.09745,106.19658
Oral Roberts,105.08092,106.449066
Oregon,117.322495,90.70153
Oregon State,109.26977,94.19517
Pacific,102.3532,105.89376
Penn State,101.97771,95.44584
Pennsylvania,95.09659,101.92163
Pepperdine,106.69921,101.705826
Pittsburgh,114.35496,95.955765
Portland,104.40286,104.30237
Portland State,95.76461,109.14216
Prairie View,83.147064,105.16102
Presbyterian,90.47875,104.69465
Princeton,109.155495,102.6286
Providence,106.864746,91.60456
Purdue,113.08612,87.24736
Purdue Fort Wayne,108.834816,107.674065
Quinnipiac,87.61507,100.04853
Radford,101.30833,109.10213
Rhode Island,107.33729,95.86889
Rice,99.96416,114.56185
Richmond,113.82051,104.064285
Rider,93.98104,100.38652
Robert Morris,85.84126,104.87204
Rutgers,94.956116,104.28062
SIU Edwardsville,96.40345,105.85742
Sacramento State,92.68401,106.875206
Sacred Heart,92.91452,113.828606
Saint Francis (PA),96.99325,112.23938
Saint Joseph's,112.13942,93.59011
Saint Louis,94.54683,99.64456
Saint Mary's (CA),121.91327,96.4014
Saint Peter's,92.34388,100.96233
Sam Houston,97.87347,107.93004
Samford,98.53606,110.53446
San Diego,93.66961,100.90821
San Diego State,104.6184,82.00555
San Francisco,101.39861,108.779816
San Jose State,93.39126,107.82499
Santa Clara,102.16804,107.26319
Savannah State,83.9196,104.343414
Seattle,90.618515,105.727135
Seton Hall,110.6826,84.87515
Siena,103.65551,103.734505
South Alabama,91.055595,102.9952
South Carolina,107.61628,90.54011
South Carolina State,99.3281,112.20643
South Carolina Upstate,95.069534,114.08778
South Dakota,101.73124,108.68947
South Dakota State,109.51228,100.9489
South Florida,99.90083,101.62513
Southeast Missouri State,88.84461,110.64214
Southeastern Louisiana,92.36463,110.093
Southern,95.628235,105.195305
Southern California,112.32086,97.0659
Southern Illinois,101.10216,98.1584
Southern Methodist,118.285225,95.04281
Southern Mississippi,90.67692,107.70452
Southern Utah,92.58482,121.98576
St. Bonaventure,112.19157,102.00678
St. Francis (NY),87.932526,105.89907
St. John's (NY),96.44811,95.57042
Stanford,107.06912,95.16009
Stephen F. Austin,106.92422,96.19864
Stetson,100.12307,113.46156
Stony Brook,103.785995,95.877464
Syracuse,114.57055,87.262405
TCU,103.25467,92.57777
Temple,106.48871,94.72759
Tennessee,107.3106,100.40221
Tennessee State,97.988754,103.05035
Tennessee Tech,103.2354,108.89584
Tennessee-Martin,101.08392,106.86543
Texas,114.75193,91.06993
Texas A&M,115.42861,89.755905
Texas A&M-Corpus Christi,101.156395,102.782814
Texas Southern,100.76449,108.54124
Texas State,95.99797,105.04821
Texas Tech,110.41006,93.641235
Texas-Rio Grande Valley,90.718475,114.036125
The Citadel,101.0679,118.13307
Toledo,107.82116,105.35242
Towson,101.819565,104.36071
Troy,95.25523,107.56358
Tulane,96.44942,95.04554
Tulsa,111.888596,97.30318
UAB,107.372795,102.03599
UC Davis,94.14893,97.64813
UC Irvine,102.51677,93.83613
UC Riverside,99.472404,100.368
UC Santa Barbara,100.85048,97.25905
UCF,97.86837,98.077644
UCLA,111.76562,97.81264
UNC Asheville,98.71975,96.37141
UNC Greensboro,97.79502,106.03074
UNC Wilmington,107.48901,99.16702
UT Arlington,104.0579,95.88291
UTEP,99.92526,105.04647
UTSA,92.39904,115.118904
Utah,119.52584,95.582565
Utah State,106.816216,102.82221
Utah Valley,98.777824,109.951355
VMI,88.25479,112.081345
Valparaiso,104.659485,90.75963
Vanderbilt,112.56459,92.24695
Vermont,101.9686,105.457985
Villanova,123.82816,85.964806
Virginia,123.55045,89.03903
Virginia Commonwealth,107.438934,91.92911
Virginia Tech,105.40007,93.178925
Wagner,96.23257,101.08641
Wake Forest,104.61329,97.320366
Washington,109.84149,91.23065
Washington State,104.31545,101.25593
Weber State,101.7787,100.87695
West Virginia,115.86488,87.52897
Western Carolina,97.1121,104.882416
Western Illinois,94.79347,106.8833
Western Kentucky,104.028755,107.9123
Western Michigan,98.66542,103.180626
Wichita State,110.05549,88.3666
William & Mary,111.965355,100.9171
Winthrop,103.46349,107.50693
Wisconsin,110.73799,89.97427
Wofford,98.98508,108.43671
Wright State,98.113464,99.42173
Wyoming,106.92022,103.03612
Xavier,116.35601,89.07752
Yale,108.19473,95.96694
Youngstown State,99.35527,111.190125
