Net Rank,Team,Offensive Rating,Defensive Rating,Net Rating,Offensive Rank,Defensive Rank
55,Seton Hall,109.00744,93.72127,15.286169999999998,65,53
56,St. John's (NY),112.774994,97.967285,14.807709000000003,32,113
57,New Mexico State,108.901955,94.4947,14.407255000000006,66,60
58,Penn State,103.76268,90.35799,13.404690000000002,139,24
59,Oregon State,111.33715,98.01385,13.323299999999989,44,114
60,Minnesota,106.79386,93.5885,13.205359999999999,102,51
61,Toledo,107.061,93.966835,13.094165000000004,96,57
62,Memphis,108.091644,95.03349,13.058154000000002,78,67
63,Georgetown,110.48253,97.6604,12.822130000000001,47,106
64,Yale,108.57944,95.95845,12.620990000000006,70,76
65,Colorado,105.560745,92.97628,12.584464999999994,121,47
66,Virginia Commonwealth,102.18986,89.619576,12.570284000000001,167,19
67,Arizona,107.19525,94.879166,12.316084000000004,93,66
68,Miami (FL),109.0739,96.81579,12.258109999999988,62,90
69,Texas A&M,107.51619,95.335526,12.180663999999993,87,73
70,Connecticut,109.30159,97.27425,12.02734000000001,61,100
71,Notre Dame,107.97013,96.3889,11.58122999999999,80,85
72,Alabama,104.82516,93.469315,11.355845000000002,131,49
73,Southern California,109.352806,98.11699,11.235816,60,116
74,Illinois,107.82886,96.63522,11.193640000000002,83,88
75,Davidson,108.15177,97.04361,11.108159999999998,76,95
76,Missouri,108.68105,97.62463,11.056420000000003,69,105
77,Drake,109.044716,98.03933,11.005385999999987,63,115
78,Dayton,111.42058,100.51809,10.90249,42,140
79,Southern Methodist,113.91239,103.03204,10.880350000000007,24,183
80,Lipscomb,107.8739,97.25375,10.62015000000001,82,99
81,Wichita State,103.64097,93.092636,10.548333999999997,141,48
82,Brigham Young,110.314835,99.789566,10.525269000000009,49,129
83,Northern Kentucky,107.37032,96.89328,10.477040000000002,91,92
84,Belmont,111.73013,101.37518,10.354950000000002,40,150
85,Arkansas,105.179695,95.152115,10.02758,127,68
86,San Diego,105.97131,95.995636,9.975673999999998,116,81
87,Georgia,105.18177,95.20782,9.973950000000002,126,69
88,Tulsa,105.188965,95.237946,9.951019000000002,125,70
89,Georgia Tech,103.394005,93.505035,9.88897,146,50
90,Fresno State,106.58362,96.89828,9.685339999999997,104,93
91,Liberty,108.32615,98.75753,9.568619999999996,72,121
92,Georgia State,109.71113,100.29725,9.413879999999992,53,136
93,UCLA,105.38139,95.97256,9.408829999999995,124,79
94,Vermont,105.66963,96.467834,9.201796000000002,119,86
95,Furman,106.5703,97.4971,9.0732,106,104
96,Temple,106.41016,97.38005,9.030110000000008,108,102
97,East Tennessee State,106.91285,98.13584,8.777010000000004,98,117
98,DePaul,110.231926,101.53051,8.701415999999995,50,153
99,West Virginia,109.481514,101.052635,8.42887900000001,58,143
100,Old Dominion,100.14853,91.828354,8.32017599999999,195,36
101,Stanford,101.66481,93.59137,8.073440000000005,179,52
102,South Carolina,105.996895,97.95255,8.044344999999993,115,111
103,Utah,112.33864,104.48497,7.853669999999994,35,208
104,South Florida,99.23532,91.505035,7.730284999999995,210,33
105,Pittsburgh,102.9914,95.32388,7.667519999999996,152,72
106,Oklahoma State,107.511215,100.00238,7.508835000000005,88,130
107,Akron,98.95468,91.474785,7.479894999999999,218,32
108,Southern Mississippi,108.47441,101.13327,7.34114000000001,71,145
109,Bowling Green State,106.375694,99.30934,7.06635399999999,110,126
110,Loyola (IL),105.62583,98.61925,7.00658,120,120
111,Boston College,106.0826,99.168526,6.914073999999999,114,123
112,Louisiana Tech,102.868744,96.05324,6.815504000000004,155,82
113,Samford,103.58068,96.815735,6.764944999999997,142,89
114,Bradley,103.44535,96.851395,6.593955000000008,145,91
115,Murray State,108.75934,102.2626,6.496739999999988,68,166
116,Ball State,103.25909,96.917984,6.341105999999996,149,94
117,Northeastern,109.63246,103.36668,6.265779999999992,54,185
118,Wright State,107.79754,101.71992,6.077619999999996,84,156
119,Georgia Southern,106.20096,100.25995,5.9410099999999915,113,134
120,Saint Louis,98.52408,92.66782,5.856259999999992,226,45
121,St. Bonaventure,101.74351,96.199165,5.544345000000007,176,83
122,UAB,107.41468,101.92117,5.493510000000001,89,161
123,UNC Greensboro,102.73452,97.3262,5.408320000000003,158,101
124,San Diego State,101.32204,95.972,5.350040000000007,180,78
125,Hofstra,112.98285,107.645226,5.337624000000005,28,261
126,College of Charleston,106.579216,101.28856,5.2906559999999985,105,148
127,Colgate,109.5414,104.35083,5.190569999999994,56,204
128,Western Kentucky,102.012375,97.23367,4.778705000000002,172,98
129,Harvard,105.54324,100.868675,4.674565000000001,123,142
130,Boise State,106.290985,101.66579,4.625195000000005,112,154
131,South Dakota State,108.043106,103.54382,4.499285999999998,79,188
132,Montana,105.78965,101.31526,4.47439,118,149
133,North Texas,99.67138,95.37667,4.294709999999995,203,74
134,UC Irvine,98.89956,94.76196,4.137599999999992,220,63
135,Rhode Island,101.31069,97.384796,3.9258939999999996,181,103
136,Bucknell,106.317154,102.40972,3.907434000000009,111,174
137,Austin Peay,108.184456,104.29754,3.8869159999999994,74,203
138,Santa Clara,103.00771,99.220276,3.7874340000000046,151,125
139,Loyola Marymount,103.38828,99.62321,3.7650699999999944,147,127
140,Texas State,99.96399,96.23663,3.7273599999999902,198,84
141,Pennsylvania,99.12894,95.61921,3.5097300000000047,216,75
142,Northern Illinois,104.51592,101.18888,3.3270399999999967,133,146
143,New Mexico,103.71883,100.43039,3.2884399999999943,140,139
144,Southern Illinois,101.075516,97.81089,3.2646259999999927,184,108
145,Nevada-Las Vegas,102.37537,99.20535,3.170020000000008,164,124
146,Central Michigan,108.141716,104.97267,3.1690460000000087,77,215
147,Massachusetts,105.09168,101.97198,3.1196999999999946,128,162
148,Vanderbilt,102.76377,100.224396,2.539373999999995,157,133
149,Miami (OH),102.415565,100.14517,2.2703950000000077,163,132
150,Utah Valley,107.07733,104.81702,2.260310000000004,95,213
151,Eastern Michigan,100.97986,98.81092,2.1689400000000063,186,122
152,Grand Canyon,101.796425,99.63686,2.1595650000000006,175,128
153,Kent State,107.21008,105.38268,1.8274000000000115,92,224
154,Pepperdine,106.79866,105.1961,1.6025599999999969,101,220
155,George Mason,102.656944,101.129265,1.527678999999992,159,144
156,Duquesne,104.95918,103.86894,1.0902400000000085,130,193
157,Cal State Fullerton,99.23715,98.2447,0.9924500000000052,209,119
158,Louisiana-Monroe,110.16113,109.285385,0.8757449999999949,51,294
159,UC Santa Barbara,103.454315,102.6386,0.8157149999999973,144,177
160,Oakland,107.697525,107.458916,0.23860899999999674,85,255
161,Colorado State,107.95315,107.73523,0.21791999999999234,81,263
162,Jacksonville State,98.10606,97.955505,0.1505549999999971,233,112
163,Mercer,102.43115,102.317825,0.11332500000000323,162,168
164,Purdue Fort Wayne,102.29709,102.30235,-0.005260000000006926,165,167
165,UT Arlington,97.73127,97.871704,-0.14043399999999906,243,110
166,Washington State,108.867935,109.04668,-0.17874499999999216,67,290
167,Gardner-Webb,104.99473,105.54157,-0.5468399999999889,129,226
168,Brown,97.20624,97.841805,-0.6355649999999997,251,109
169,Coastal Carolina,102.86211,103.592445,-0.7303349999999966,156,189
170,NJIT,97.39343,98.196236,-0.8028060000000039,248,118
171,Marshall,104.575165,105.49912,-0.9239550000000065,132,225
172,Louisiana,101.73571,102.89551,-1.1598000000000042,177,179
173,Radford,104.022675,105.18975,-1.167074999999997,138,219
174,Wake Forest,102.87251,104.07512,-1.2026099999999929,154,197
175,UTSA,100.601875,101.82776,-1.225884999999991,190,159
176,Omaha,106.76468,108.25241,-1.487729999999999,103,273
177,Stony Brook,96.06454,97.7399,-1.675360000000012,265,107
178,Presbyterian,105.55997,107.2584,-1.6984299999999877,122,250
179,Missouri State,100.60198,102.36126,-1.759280000000004,189,172
180,Richmond,106.425934,108.27144,-1.8455060000000003,107,276
181,Evansville,98.36267,100.52176,-2.159090000000006,230,141
182,Green Bay,102.027916,104.27308,-2.2451639999999884,171,202
183,Seattle,98.00842,100.27121,-2.2627899999999954,235,135
184,Lehigh,105.87421,108.265144,-2.3909340000000014,117,274
185,Illinois-Chicago,99.67687,102.1307,-2.4538300000000106,202,165
186,Hawaii,101.80502,104.43753,-2.6325099999999964,174,207
187,Saint Joseph's,101.73214,104.52819,-2.796049999999994,178,209
188,Abilene Christian,99.17587,102.10328,-2.9274099999999947,213,164
189,Pacific,99.234665,102.49298,-3.258314999999996,211,176
190,Long Beach State,100.211655,103.752014,-3.5403590000000094,194,190
191,American,99.29611,102.92956,-3.6334499999999963,206,180
192,Texas-Rio Grande Valley,96.41243,100.05778,-3.6453499999999934,262,131
193,IU Indy,97.98574,101.6712,-3.685459999999992,236,155
194,South Alabama,99.25909,102.97788,-3.7187899999999985,208,182
195,Sam Houston,102.073456,105.80607,-3.7326140000000123,169,229
196,Winthrop,104.09574,107.93369,-3.837949999999992,136,268
197,Charleston Southern,98.464485,102.34677,-3.88228500000001,227,170
198,Northern Colorado,98.39893,102.35957,-3.960640000000012,229,171
199,Northern Iowa,97.793724,101.873245,-4.079521,240,160
200,Troy,102.45813,106.74646,-4.288330000000002,161,237
201,North Florida,100.05143,104.39173,-4.340299999999999,197,205
202,Little Rock,99.26334,103.8468,-4.583460000000002,207,192
203,Florida Atlantic,95.702156,100.30692,-4.604764000000003,271,137
204,Long Island University,97.982346,102.96885,-4.9865039999999965,237,181
205,Rider,99.143295,104.20918,-5.065885000000009,214,201
206,Hampton,100.52797,105.71968,-5.1917100000000005,191,228
207,Ohio,95.95224,101.2061,-5.253860000000003,266,147
208,East Carolina,96.46018,101.72598,-5.265800000000013,261,157
209,Iona,103.04083,108.340454,-5.299623999999994,150,278
210,FDU,106.38972,111.7817,-5.391980000000004,109,319
211,Columbia,98.73096,104.17591,-5.444950000000006,224,199
212,Appalachian State,103.33892,108.95493,-5.616010000000003,148,289
213,California Baptist,101.805145,107.524635,-5.7194900000000075,173,258
214,North Dakota State,102.5158,108.35851,-5.842709999999997,160,279
215,Chattanooga,98.814354,104.72212,-5.907766000000009,221,212
216,Texas Southern,100.704254,106.800316,-6.096061999999989,188,239
217,Quinnipiac,101.02275,107.143326,-6.120576,185,246
218,William & Mary,99.85425,106.09182,-6.237570000000005,199,231
219,Valparaiso,95.1173,101.44182,-6.324520000000007,278,151
220,La Salle,95.82764,102.32883,-6.501189999999994,269,169
221,Princeton,95.424,102.103004,-6.679003999999992,277,163
222,Indiana State,100.23287,106.971436,-6.738565999999992,193,242
223,Illinois State,98.56135,105.31881,-6.757459999999995,225,221
224,Youngstown State,102.88363,109.68563,-6.802000000000007,153,299
225,Cal State Northridge,101.159515,108.083664,-6.924149,183,270
226,Campbell,104.08936,111.25036,-7.161000000000001,137,314
227,Maryland-Baltimore County,93.13522,100.37109,-7.235869999999991,301,138
228,Western Michigan,97.16913,104.56122,-7.39209000000001,252,211
229,Tulane,96.59685,104.09884,-7.501989999999992,258,198
230,California,100.84462,108.40905,-7.564429999999987,187,282
231,Rice,100.082184,107.90184,-7.819656000000009,196,265
232,South Dakota,95.51266,103.43965,-7.9269900000000035,276,186
233,Weber State,97.59918,105.65453,-8.05534999999999,244,227
234,Dartmouth,98.74494,106.91765,-8.172709999999995,222,241
235,High Point,94.21004,102.38306,-8.173019999999994,287,173
236,Air Force,95.057846,103.360374,-8.302527999999995,279,184
237,Marist,99.852104,108.21315,-8.361046000000002,200,271
238,Saint Francis (PA),102.22448,110.75334,-8.528859999999995,166,309
239,UTEP,88.45076,97.14521,-8.694450000000003,334,97
240,Holy Cross,99.48821,108.35963,-8.87142,204,280
241,Florida International,98.7396,107.631355,-8.891755000000003,223,259
242,Southeastern Louisiana,97.48777,106.42501,-8.937240000000003,245,233
243,Cal State Bakersfield,97.741325,106.7842,-9.042874999999995,242,238
244,Morehead State,97.43205,106.81289,-9.380839999999992,246,240
245,Florida Gulf Coast,97.02706,106.56262,-9.53555999999999,253,234
246,St. Francis (NY),93.29212,102.87995,-9.587829999999997,298,178
247,Massachusetts-Lowell,99.8335,109.42807,-9.594570000000004,201,296
248,Prairie View,98.03419,107.69731,-9.663120000000006,234,262
249,Arkansas State,99.13079,108.90347,-9.772679999999994,215,288
250,Boston University,99.188416,109.05833,-9.869913999999994,212,291
251,UC Davis,94.08341,104.01065,-9.927239999999998,289,196
252,Detroit Mercy,99.12493,109.127655,-10.002724999999998,217,292
253,Hartford,103.47883,113.49443,-10.015599999999992,143,337
254,Cleveland State,97.334305,107.42527,-10.090964999999997,249,254
255,Albany (NY),93.70273,103.88132,-10.17859,294,194
256,Lamar,97.4209,107.63662,-10.21571999999999,247,260
257,Jacksonville,96.38543,106.6035,-10.218069999999997,263,235
258,UNC Wilmington,102.07776,112.35667,-10.278909999999996,168,325
259,Milwaukee,96.901306,107.39718,-10.495874,254,253
260,VMI,97.79175,108.36778,-10.576030000000003,241,281
261,North Dakota,93.893684,104.54874,-10.655056000000002,292,210
262,Charlotte,93.68169,104.396126,-10.714435999999992,295,206
263,Sacred Heart,98.43641,109.26991,-10.8335,228,293
264,George Washington,94.482155,105.33782,-10.855664999999988,286,222
265,Middle Tennessee,94.170975,105.36952,-11.198544999999996,288,223
266,Texas A&M-Corpus Christi,90.18413,101.515564,-11.331434000000002,325,152
267,Towson,95.53484,106.99537,-11.460529999999991,275,243
268,Kansas City,95.702156,107.372925,-11.670768999999993,271,252
269,Montana State,104.37661,116.07033,-11.693719999999999,135,346
270,Oral Roberts,100.291405,112.11241,-11.821005,192,322
271,Canisius,96.577446,108.65317,-12.075724000000008,259,284
272,Wagner,93.03385,105.11922,-12.085369999999998,304,217
273,Monmouth,90.20048,102.42928,-12.228800000000007,324,175
274,Eastern Washington,95.8774,108.2706,-12.393200000000007,267,275
275,Eastern Kentucky,94.78573,107.19358,-12.407849999999996,281,248
276,Wyoming,93.87789,106.38923,-12.511340000000004,293,232
277,Robert Morris,90.90953,103.457954,-12.548423999999997,315,187
278,Siena,98.19585,110.99057,-12.794720000000012,232,311
279,Army,91.378075,104.191666,-12.813591000000002,313,200
280,Western Carolina,94.50322,107.482544,-12.979324000000005,285,256
281,Lafayette,98.91174,111.910774,-12.999034000000009,219,321
282,Fordham,88.79593,101.80424,-13.008309999999994,332,158
283,Norfolk State,92.8051,105.8813,-13.0762,305,230
284,The Citadel,99.415565,112.8545,-13.438935,205,332
285,Cornell,94.714584,108.32856,-13.613975999999994,282,277
286,Tennessee-Martin,102.02946,115.66232,-13.632859999999994,170,345
287,Tennessee State,96.66003,110.31927,-13.659239999999997,257,304
288,Southern Utah,93.07156,107.03669,-13.965129999999988,303,244
289,Delaware,101.30599,115.45008,-14.144090000000006,182,343
290,Loyola (MD),94.067314,108.24864,-14.181325999999999,290,272
291,Eastern Illinois,96.094284,110.36653,-14.272245999999996,264,305
292,North Carolina A&T,94.94917,109.4795,-14.530330000000006,280,297
293,New Orleans,90.236916,104.84762,-14.610704000000013,323,214
294,James Madison,96.5598,111.2086,-14.648800000000008,260,313
295,Western Illinois,95.69698,110.38159,-14.684610000000006,273,306
296,Grambling,90.32888,105.158264,-14.829384000000005,322,218
297,Longwood,94.65666,109.52941,-14.872749999999996,284,298
298,Elon,93.667435,108.64928,-14.981845000000007,296,283
299,Central Arkansas,94.060555,109.39685,-15.336295000000007,291,295
300,Northern Arizona,96.79575,112.575485,-15.779735000000002,256,330
301,Niagara,95.80005,111.734344,-15.934293999999994,270,318
302,Sacramento State,90.56192,106.72578,-16.16386,319,236
303,Navy,91.79532,107.98163,-16.18630999999999,309,269
304,Arkansas-Pine Bluff,94.67253,111.05348,-16.38095,283,312
305,Drexel,98.28828,114.75148,-16.4632,231,341
306,North Carolina Central,93.28516,109.75616,-16.47099999999999,299,300
307,UC Riverside,95.66662,112.18002,-16.513400000000004,274,323
308,Houston Christian,97.24113,113.94365,-16.702520000000007,250,339
309,Bethune-Cookman,87.17855,103.93853,-16.75998,338,195
310,Portland,90.49227,107.345535,-16.853264999999993,320,251
311,Howard,97.93442,114.80105,-16.86663,238,342
312,Portland State,95.85964,112.75914,-16.899500000000003,268,331
313,Nicholls State,93.45202,110.50898,-17.05695999999999,297,307
314,Florida A&M,86.67117,103.792435,-17.121264999999994,340,191
315,San Jose State,89.68721,107.161194,-17.473984,328,247
316,Binghamton,92.17315,109.90061,-17.727459999999994,307,303
317,Jackson State,86.69875,104.99138,-18.292630000000003,339,216
318,Stephen F. Austin,90.41408,108.73098,-18.316900000000004,321,286
319,North Alabama,89.61231,107.93199,-18.319680000000005,329,267
320,Fairfield,91.48327,110.586555,-19.103285,311,308
321,Saint Peter's,89.57627,108.799934,-19.223664,330,287
322,Alabama State,88.336075,107.84182,-19.505745000000005,336,264
323,Bryant,92.21572,112.32943,-20.113709999999998,306,324
324,South Carolina State,93.12697,113.391685,-20.264714999999995,302,336
325,Central Connecticut State,90.90442,111.40874,-20.504319999999993,317,315
326,Manhattan,86.31219,107.226295,-20.914104999999992,344,249
327,Southeast Missouri State,91.25362,112.50747,-21.25385,314,327
328,Mount St. Mary's,88.33869,109.7716,-21.432910000000007,335,301
329,SIU Edwardsville,90.907135,112.51239,-21.605255,316,329
330,Cal Poly,91.47061,113.2718,-21.801190000000005,312,335
331,Southern,89.1582,110.983574,-21.82537400000001,331,310
332,Morgan State,86.570076,108.70668,-22.136604000000005,342,285
333,Savannah State,93.14797,115.46031,-22.312340000000006,300,344
334,Stetson,90.08594,112.51038,-22.424440000000004,327,328
335,Denver,96.81118,119.25486,-22.44368,255,349
336,Idaho State,97.91881,120.41156,-22.49275,239,352
337,Maine,90.58363,113.08449,-22.500860000000003,318,333
338,Northwestern State,85.375374,107.920906,-22.54553200000001,347,266
339,South Carolina Upstate,88.685135,111.63821,-22.953075,333,317
340,Tennessee Tech,83.81409,107.51027,-23.696180000000012,349,257
341,New Hampshire,83.32543,107.07594,-23.750510000000006,351,245
342,Kennesaw State,87.33049,111.493546,-24.163055999999997,337,316
343,McNeese State,91.96666,116.26081,-24.294150000000002,308,347
344,Coppin State,85.288155,109.86467,-24.576515,348,302
345,Alcorn State,86.61518,112.489655,-25.874475000000004,341,326
346,UNC Asheville,86.007095,113.8058,-27.798704999999998,346,338
347,Idaho,90.101265,119.475784,-29.374519000000006,326,350
348,Incarnate Word,91.548744,120.9343,-29.385555999999994,310,353
349,Alabama A&M,83.532135,113.262535,-29.730400000000003,350,334
350,Maryland-Eastern Shore,81.75356,111.863815,-30.11025500000001,352,320
351,Mississippi Valley State,86.38385,116.66071,-30.27686,343,348
352,Chicago State,86.14204,119.98689,-33.84485000000001,345,351
353,Delaware State,77.40305,113.98892,-36.58587,353,340
