Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Jacksonville State,29,2017-02-18,,Tennessee Tech,REG (Conf),L,78,79,OT,25,57,.439,9,27,.333,16,30,.533,.518,19,26,.731,8,24,32,21,3,6,14,20,27,57,.474,7,20,.350,20,37,.541,.535,18,23,.783,6,21,27,9,6,4,13,22
Jacksonville State,30,2017-02-23,@,Eastern Kentucky,REG (Conf),L,65,68,,23,64,.359,6,22,.273,17,42,.405,.406,13,17,.765,17,23,40,16,6,2,12,22,21,44,.477,6,16,.375,15,28,.536,.545,20,27,.741,1,23,24,12,8,7,8,18
Jacksonville State,31,2017-02-25,@,Morehead State,REG (Conf),W,70,61,,24,46,.522,7,19,.368,17,27,.630,.598,15,20,.750,4,23,27,7,4,3,13,19,21,57,.368,7,19,.368,14,38,.368,.430,12,22,.545,12,16,28,11,7,2,9,16
Jacksonville State,32,2017-03-02,N,Southeast Missouri State,CTOURN,W,74,51,,27,52,.519,12,27,.444,15,25,.600,.635,8,10,.800,6,30,36,19,4,7,8,5,19,58,.328,7,22,.318,12,36,.333,.388,6,7,.857,8,18,26,12,3,0,7,9
Jacksonville State,33,2017-03-03,N,Belmont,CTOURN,W,65,59,,25,48,.521,6,11,.545,19,37,.514,.583,9,12,.750,7,25,32,10,2,3,10,11,22,60,.367,8,38,.211,14,22,.636,.433,7,8,.875,8,17,25,8,5,2,6,15
Jacksonville State,34,2017-03-04,N,UT Martin,CTOURN,W,66,55,,21,49,.429,8,25,.320,13,24,.542,.510,16,18,.889,10,16,26,10,5,1,13,17,19,54,.352,3,15,.200,16,39,.410,.380,14,18,.778,18,14,32,7,9,5,14,19
Jacksonville State,35,2017-03-17,N,Louisville,ROUND-64,L,63,78,,23,46,.500,10,19,.526,13,27,.481,.609,7,8,.875,2,17,19,14,1,8,12,14,31,64,.484,5,15,.333,26,49,.531,.523,11,14,.786,13,20,33,14,7,5,5,12
James Madison,1,2016-11-11,@,Old Dominion,REG (Non-Conf),L,55,62,,21,53,.396,6,20,.300,15,33,.455,.453,7,13,.538,8,25,33,7,4,2,16,26,21,57,.368,4,15,.267,17,42,.405,.404,16,27,.593,14,22,36,15,6,6,7,17
James Madison,2,2016-11-13,,Rice,REG (Non-Conf),L,70,94,,19,38,.500,7,16,.438,12,22,.545,.592,25,32,.781,4,20,24,10,3,0,24,29,28,53,.528,11,26,.423,17,27,.630,.632,27,34,.794,5,15,20,17,17,0,10,24
James Madison,3,2016-11-18,@,Montana State,REG (Non-Conf),L,73,80,,17,56,.304,10,36,.278,7,20,.350,.393,29,38,.763,11,28,39,10,4,0,9,29,25,59,.424,7,26,.269,18,33,.545,.483,23,32,.719,9,28,37,10,3,2,7,27
James Madison,4,2016-11-21,,Texas Southern,REG (Non-Conf),L,56,67,,18,50,.360,5,21,.238,13,29,.448,.410,15,22,.682,12,23,35,6,4,5,14,21,23,56,.411,8,23,.348,15,33,.455,.482,13,19,.684,12,22,34,12,3,5,10,21
James Madison,5,2016-11-23,,Louisiana,REG (Non-Conf),L,70,82,,28,57,.491,7,16,.438,21,41,.512,.553,7,12,.583,7,21,28,20,7,1,15,19,31,54,.574,5,16,.313,26,38,.684,.620,15,21,.714,4,25,29,13,9,3,11,16
James Madison,6,2016-11-26,@,George Mason,REG (Non-Conf),L,77,80,OT,27,54,.500,8,24,.333,19,30,.633,.574,15,20,.750,8,26,34,15,2,2,18,32,22,58,.379,7,20,.350,15,38,.395,.440,29,38,.763,10,22,32,12,5,1,9,20
James Madison,7,2016-11-30,@,Charlotte,REG (Non-Conf),L,56,65,,19,56,.339,2,20,.100,17,36,.472,.357,16,20,.800,10,25,35,12,6,5,20,22,22,55,.400,6,23,.261,16,32,.500,.455,15,19,.789,7,19,26,5,10,5,12,19
James Madison,8,2016-12-03,@,Longwood,REG (Non-Conf),W,71,59,,25,55,.455,9,21,.429,16,34,.471,.536,12,20,.600,10,31,41,13,4,2,13,7,23,61,.377,9,27,.333,14,34,.412,.451,4,5,.800,5,19,24,9,5,4,10,19
James Madison,9,2016-12-10,@,Western Michigan,REG (Non-Conf),L,67,74,,26,50,.520,9,17,.529,17,33,.515,.610,6,7,.857,3,23,26,17,10,3,16,23,25,61,.410,4,16,.250,21,45,.467,.443,20,26,.769,13,18,31,13,8,3,13,13
James Madison,10,2016-12-17,@,Appalachian State,REG (Non-Conf),L,61,73,OT,20,48,.417,5,15,.333,15,33,.455,.469,16,23,.696,10,29,39,14,4,5,22,22,24,58,.414,12,27,.444,12,31,.387,.517,13,18,.722,5,18,23,19,9,4,11,23
James Madison,11,2016-12-20,,Richmond,REG (Non-Conf),L,55,75,,20,51,.392,3,20,.150,17,31,.548,.422,12,19,.632,11,24,35,12,2,4,21,24,25,52,.481,9,22,.409,16,30,.533,.567,16,21,.762,3,21,24,18,9,0,11,21
James Madison,12,2016-12-23,,UMBC,REG (Non-Conf),L,61,62,,23,56,.411,9,19,.474,14,37,.378,.491,6,7,.857,12,21,33,13,9,5,12,12,22,47,.468,11,25,.440,11,22,.500,.585,7,9,.778,4,21,25,15,5,0,10,12
James Madison,13,2016-12-28,,Eastern Mennonite,REG (Non-Conf),W,82,65,,32,59,.542,4,17,.235,28,42,.667,.576,14,18,.778,11,22,33,18,11,3,11,17,21,47,.447,11,32,.344,10,15,.667,.564,12,16,.750,2,17,19,13,4,2,16,17
James Madison,14,2016-12-31,,Drexel,REG (Conf),W,78,67,,30,54,.556,5,16,.313,25,38,.658,.602,13,20,.650,8,20,28,13,11,6,14,18,21,50,.420,9,24,.375,12,26,.462,.510,16,20,.800,9,16,25,11,8,1,21,21
James Madison,15,2017-01-02,,Towson,REG (Conf),W,64,44,,19,45,.422,4,17,.235,15,28,.536,.467,22,33,.667,6,27,33,13,5,5,11,22,16,50,.320,4,24,.167,12,26,.462,.360,8,20,.400,9,25,34,7,5,2,14,24
James Madison,16,2017-01-05,@,Hofstra,REG (Conf),W,62,54,,24,46,.522,5,11,.455,19,35,.543,.576,9,14,.643,5,27,32,14,7,2,14,21,17,49,.347,6,24,.250,11,25,.440,.408,14,19,.737,6,19,25,9,4,2,14,14
James Madison,17,2017-01-07,@,Northeastern,REG (Conf),L,54,64,,23,45,.511,2,8,.250,21,37,.568,.533,6,7,.857,4,23,27,5,3,3,18,16,19,51,.373,9,29,.310,10,22,.455,.461,17,21,.810,10,17,27,12,5,2,10,13
James Madison,18,2017-01-12,,College of Charleston,REG (Conf),L,51,53,,18,47,.383,7,21,.333,11,26,.423,.457,8,13,.615,6,26,32,10,3,3,12,15,18,46,.391,7,22,.318,11,24,.458,.467,10,15,.667,2,24,26,10,7,5,10,14
James Madison,19,2017-01-14,,Elon,REG (Conf),W,60,59,,21,50,.420,8,19,.421,13,31,.419,.500,10,15,.667,12,29,41,10,5,2,13,13,23,56,.411,12,32,.375,11,24,.458,.518,1,3,.333,4,19,23,14,4,0,7,15
James Madison,20,2017-01-19,@,William & Mary,REG (Conf),L,72,73,,25,53,.472,8,17,.471,17,36,.472,.547,14,25,.560,8,17,25,12,8,1,12,27,22,39,.564,7,20,.350,15,19,.789,.654,22,34,.647,5,25,30,13,7,6,17,21
James Madison,21,2017-01-21,@,College of Charleston,REG (Conf),L,60,73,,21,53,.396,4,18,.222,17,35,.486,.434,14,18,.778,6,19,25,5,4,1,9,21,19,42,.452,7,18,.389,12,24,.500,.536,28,35,.800,4,25,29,9,4,5,9,17
James Madison,22,2017-01-26,,UNC Wilmington,REG (Conf),L,76,87,,28,55,.509,7,17,.412,21,38,.553,.573,13,15,.867,4,19,23,10,4,4,10,17,32,58,.552,16,35,.457,16,23,.696,.690,7,11,.636,7,23,30,24,3,0,11,18
James Madison,23,2017-01-28,@,Delaware,REG (Conf),L,61,66,,19,56,.339,6,24,.250,13,32,.406,.393,17,20,.850,14,21,35,10,12,1,14,21,21,45,.467,5,12,.417,16,33,.485,.522,19,25,.760,5,25,30,12,5,5,15,17
James Madison,24,2017-02-02,@,Elon,REG (Conf),L,61,67,,20,53,.377,8,26,.308,12,27,.444,.453,13,18,.722,6,23,29,7,8,2,10,23,19,47,.404,7,23,.304,12,24,.500,.479,22,23,.957,6,27,33,9,5,4,12,20
James Madison,25,2017-02-04,,Northeastern,REG (Conf),W,73,69,,28,52,.538,8,18,.444,20,34,.588,.615,9,12,.750,6,20,26,12,9,2,13,16,27,53,.509,11,27,.407,16,26,.615,.613,4,9,.444,5,18,23,13,8,1,13,15
James Madison,26,2017-02-09,@,UNC Wilmington,REG (Conf),L,73,88,,26,55,.473,9,21,.429,17,34,.500,.555,12,16,.750,8,21,29,15,8,5,18,18,31,56,.554,13,24,.542,18,32,.563,.670,13,17,.765,5,22,27,15,6,4,16,19
James Madison,27,2017-02-11,,Delaware,REG (Conf),L,57,58,,21,50,.420,2,16,.125,19,34,.559,.440,13,15,.867,6,19,25,11,5,2,7,11,25,52,.481,5,12,.417,20,40,.500,.529,3,5,.600,7,23,30,14,4,2,12,17
James Madison,28,2017-02-16,,William & Mary,REG (Conf),W,95,92,OT,30,61,.492,9,23,.391,21,38,.553,.566,26,36,.722,10,32,42,12,5,4,11,24,33,72,.458,8,24,.333,25,48,.521,.514,18,29,.621,15,23,38,15,9,2,10,24
James Madison,29,2017-02-18,@,Towson,REG (Conf),L,65,75,,24,52,.462,7,21,.333,17,31,.548,.529,10,15,.667,7,20,27,13,6,3,13,21,26,52,.500,7,19,.368,19,33,.576,.567,16,26,.615,8,22,30,10,8,0,12,15
James Madison,30,2017-02-23,@,Drexel,REG (Conf),W,70,64,,25,53,.472,5,12,.417,20,41,.488,.519,15,20,.750,11,23,34,11,5,2,9,17,22,54,.407,10,23,.435,12,31,.387,.500,10,15,.667,9,19,28,18,3,3,12,17
James Madison,31,2017-02-25,,Hofstra,REG (Conf),L,66,71,,25,61,.410,7,25,.280,18,36,.500,.467,9,15,.600,9,25,34,14,4,1,10,21,25,62,.403,5,27,.185,20,35,.571,.444,16,23,.696,12,22,34,10,5,0,9,17
James Madison,32,2017-03-03,N,Drexel,CTOURN,W,80,70,,25,52,.481,6,17,.353,19,35,.543,.538,24,32,.750,7,25,32,12,6,2,13,19,25,61,.410,7,25,.280,18,36,.500,.467,13,19,.684,9,21,30,14,6,4,15,28
James Madison,33,2017-03-04,N,College of Charleston,CTOURN,L,62,67,,23,57,.404,7,20,.350,16,37,.432,.465,9,12,.750,9,21,30,9,6,1,10,21,22,54,.407,3,15,.200,19,39,.487,.435,20,25,.800,11,24,35,8,3,5,7,10
Kansas,1,2016-11-11,N,Indiana,REG (Non-Conf),L,99,103,OT,31,71,.437,7,23,.304,24,48,.500,.486,30,38,.789,11,25,36,16,9,2,11,32,31,71,.437,15,31,.484,16,40,.400,.542,26,36,.722,17,27,44,15,7,3,17,31
Kansas,2,2016-11-15,N,Duke,REG (Non-Conf),W,77,75,,33,65,.508,2,17,.118,31,48,.646,.523,9,19,.474,12,22,34,13,6,4,14,26,23,47,.489,8,19,.421,15,28,.536,.574,21,30,.700,3,19,22,12,3,5,16,22
Kansas,3,2016-11-18,,Siena,REG (Non-Conf),W,86,65,,33,58,.569,3,12,.250,30,46,.652,.595,17,26,.654,12,30,42,19,4,10,12,14,25,68,.368,8,21,.381,17,47,.362,.426,7,9,.778,9,15,24,11,6,6,9,19
Kansas,4,2016-11-21,N,UAB,REG (Non-Conf),W,83,63,,31,61,.508,12,27,.444,19,34,.559,.607,9,19,.474,7,32,39,18,10,4,16,21,20,56,.357,5,17,.294,15,39,.385,.402,18,26,.692,9,27,36,10,6,2,20,17
Kansas,5,2016-11-22,N,Georgia,REG (Non-Conf),W,65,54,,24,62,.387,6,21,.286,18,41,.439,.435,11,15,.733,11,26,37,12,8,6,14,23,19,60,.317,3,18,.167,16,42,.381,.342,13,23,.565,15,24,39,8,6,5,14,15
Kansas,6,2016-11-25,,UNC Asheville,REG (Non-Conf),W,95,57,,38,61,.623,13,21,.619,25,40,.625,.730,6,16,.375,12,34,46,28,5,7,15,15,23,63,.365,6,18,.333,17,45,.378,.413,5,11,.455,8,14,22,10,7,0,8,16
Kansas,7,2016-11-29,,Long Beach State,REG (Non-Conf),W,91,61,,34,57,.596,14,26,.538,20,31,.645,.719,9,19,.474,13,27,40,21,10,3,19,18,23,57,.404,5,12,.417,18,45,.400,.447,10,18,.556,8,14,22,13,8,0,15,15
Kansas,8,2016-12-03,,Stanford,REG (Non-Conf),W,89,74,,32,62,.516,12,22,.545,20,40,.500,.613,13,22,.591,7,20,27,20,8,7,9,25,21,50,.420,2,8,.250,19,42,.452,.440,30,37,.811,6,26,32,7,5,2,12,20
Kansas,9,2016-12-06,,Kansas City,REG (Non-Conf),W,105,62,,39,69,.565,15,27,.556,24,42,.571,.674,12,22,.545,20,32,52,22,7,7,12,16,22,62,.355,10,26,.385,12,36,.333,.435,8,11,.727,7,16,23,9,6,3,13,18
Kansas,10,2016-12-10,,Nebraska,REG (Non-Conf),W,89,72,,34,57,.596,7,15,.467,27,42,.643,.658,14,25,.560,8,23,31,14,8,12,13,19,27,69,.391,3,7,.429,24,62,.387,.413,15,18,.833,16,19,35,12,8,3,12,17
Kansas,11,2016-12-17,N,Davidson,REG (Non-Conf),W,89,71,,33,68,.485,6,21,.286,27,47,.574,.529,17,24,.708,15,24,39,16,10,5,6,18,24,56,.429,10,27,.370,14,29,.483,.518,13,20,.650,9,24,33,12,4,1,13,18
Kansas,12,2016-12-22,@,UNLV,REG (Non-Conf),W,71,53,,28,63,.444,7,20,.350,21,43,.488,.500,8,17,.471,9,34,43,18,7,4,11,20,19,55,.345,5,24,.208,14,31,.452,.391,10,24,.417,8,30,38,11,6,3,13,14
Kansas,13,2016-12-30,@,TCU,REG (Conf),W,86,80,,29,67,.433,8,22,.364,21,45,.467,.493,20,25,.800,14,25,39,20,4,3,8,19,27,61,.443,7,18,.389,20,43,.465,.500,19,25,.760,11,25,36,19,5,6,15,20
Kansas,14,2017-01-03,,Kansas State,REG (Conf),W,90,88,,33,62,.532,11,22,.500,22,40,.550,.621,13,20,.650,12,19,31,21,2,4,15,19,31,61,.508,7,21,.333,24,40,.600,.566,19,23,.826,9,22,31,17,10,2,8,18
Kansas,15,2017-01-07,,Texas Tech,REG (Conf),W,85,68,,29,56,.518,9,18,.500,20,38,.526,.598,18,22,.818,13,23,36,13,9,5,14,19,24,59,.407,11,28,.393,13,31,.419,.500,9,13,.692,11,15,26,15,4,6,13,21
Kansas,16,2017-01-10,@,Oklahoma,REG (Conf),W,81,70,,27,67,.403,12,27,.444,15,40,.375,.493,15,18,.833,10,27,37,17,6,3,11,16,26,69,.377,5,19,.263,21,50,.420,.413,13,16,.813,14,29,43,10,6,6,13,20
Kansas,17,2017-01-14,,Oklahoma State,REG (Conf),W,87,80,,26,59,.441,5,20,.250,21,39,.538,.483,30,45,.667,14,28,42,11,8,5,10,14,31,68,.456,7,19,.368,24,49,.490,.507,11,14,.786,8,23,31,16,8,3,10,30
Kansas,18,2017-01-16,@,Iowa State,REG (Conf),W,76,72,,34,62,.548,6,15,.400,28,47,.596,.597,2,5,.400,14,25,39,18,4,5,18,14,28,63,.444,9,27,.333,19,36,.528,.516,7,10,.700,6,15,21,15,11,5,10,12
Kansas,19,2017-01-21,,Texas,REG (Conf),W,79,67,,28,60,.467,11,23,.478,17,37,.459,.558,12,17,.706,10,27,37,16,14,2,16,16,25,59,.424,6,16,.375,19,43,.442,.475,11,17,.647,10,21,31,9,7,7,19,16
Kansas,20,2017-01-24,@,West Virginia,REG (Conf),L,69,85,,25,59,.424,13,29,.448,12,30,.400,.534,6,15,.400,10,18,28,16,3,2,13,22,29,60,.483,8,20,.400,21,40,.525,.550,19,23,.826,13,25,38,22,9,4,8,18
Kansas,21,2017-01-28,@,Kentucky,REG (Non-Conf),W,79,73,,32,64,.500,5,19,.263,27,45,.600,.539,10,18,.556,9,23,32,9,9,2,12,15,26,55,.473,8,20,.400,18,35,.514,.545,13,22,.591,9,25,34,14,5,4,17,17
Kansas,22,2017-02-01,,Baylor,REG (Conf),W,73,68,,22,53,.415,9,20,.450,13,33,.394,.500,20,27,.741,13,24,37,11,7,5,15,10,28,67,.418,8,22,.364,20,45,.444,.478,4,6,.667,16,20,36,15,10,6,14,21
Kansas,23,2017-02-04,,Iowa State,REG (Conf),L,89,92,OT,30,60,.500,10,22,.455,20,38,.526,.583,19,27,.704,13,29,42,14,6,2,20,16,32,64,.500,18,34,.529,14,30,.467,.641,10,14,.714,6,18,24,14,12,3,9,21
Kansas,24,2017-02-06,@,Kansas State,REG (Conf),W,74,71,,27,56,.482,8,17,.471,19,39,.487,.554,12,18,.667,6,22,28,17,7,3,12,18,26,68,.382,8,22,.364,18,46,.391,.441,11,17,.647,18,23,41,14,9,7,10,16
Kansas,25,2017-02-11,@,Texas Tech,REG (Conf),W,80,79,,29,59,.492,10,25,.400,19,34,.559,.576,12,19,.632,10,19,29,13,8,2,9,18,29,60,.483,6,20,.300,23,40,.575,.533,15,21,.714,12,24,36,10,4,1,10,17
Kansas,26,2017-02-13,,West Virginia,REG (Conf),W,84,80,OT,21,61,.344,9,26,.346,12,35,.343,.418,33,44,.750,12,28,40,12,11,5,15,27,26,63,.413,8,21,.381,18,42,.429,.476,20,29,.690,12,30,42,12,11,3,18,31
Kansas,27,2017-02-18,@,Baylor,REG (Conf),W,67,65,,23,55,.418,5,20,.250,18,35,.514,.464,16,20,.800,10,17,27,18,5,8,9,13,24,56,.429,8,18,.444,16,38,.421,.500,9,11,.818,8,19,27,17,3,2,16,18
Kansas,28,2017-02-22,,TCU,REG (Conf),W,87,68,,29,61,.475,10,23,.435,19,38,.500,.557,19,27,.704,9,30,39,19,3,6,10,14,27,69,.391,6,23,.261,21,46,.457,.435,8,12,.667,9,24,33,16,4,8,8,20
Kansas,29,2017-02-25,@,Texas,REG (Conf),W,77,67,,27,59,.458,6,19,.316,21,40,.525,.508,17,22,.773,8,22,30,14,6,1,11,14,26,55,.473,3,16,.188,23,39,.590,.500,12,17,.706,8,17,25,8,7,5,14,18
Kansas,30,2017-02-27,,Oklahoma,REG (Conf),W,73,63,,26,52,.500,9,19,.474,17,33,.515,.587,12,20,.600,8,28,36,12,7,4,19,16,22,63,.349,4,14,.286,18,49,.367,.381,15,17,.882,12,20,32,6,10,5,13,18
Kansas,31,2017-03-04,@,Oklahoma State,REG (Conf),W,90,85,,34,61,.557,9,21,.429,25,40,.625,.631,13,17,.765,11,28,39,18,6,5,14,15,30,71,.423,12,36,.333,18,35,.514,.507,13,14,.929,8,18,26,19,7,3,8,16
Kansas,32,2017-03-09,N,TCU,CTOURN,L,82,85,,25,56,.446,10,30,.333,15,26,.577,.536,22,27,.815,7,23,30,15,5,7,15,16,31,63,.492,6,16,.375,25,47,.532,.540,17,22,.773,9,25,34,14,12,2,12,20
Kansas,33,2017-03-17,N,UC Davis,ROUND-64,W,100,62,,36,64,.563,11,25,.440,25,39,.641,.648,17,20,.850,11,33,44,19,6,6,12,17,21,62,.339,4,20,.200,17,42,.405,.371,16,18,.889,8,17,25,7,5,2,14,18
Kansas,34,2017-03-19,N,Michigan State,ROUND-32,W,90,70,,34,64,.531,8,20,.400,26,44,.591,.594,14,15,.933,6,28,34,12,9,3,6,16,25,57,.439,8,23,.348,17,34,.500,.509,12,17,.706,4,20,24,13,3,1,10,14
Kansas,35,2017-03-23,N,Purdue,ROUND-16,W,98,66,,34,62,.548,15,28,.536,19,34,.559,.669,15,22,.682,11,24,35,18,9,2,9,15,24,56,.429,10,27,.370,14,29,.483,.518,8,12,.667,7,20,27,17,6,0,16,18
Kansas,36,2017-03-25,N,Oregon,ROUND-8,L,60,74,,21,60,.350,5,25,.200,16,35,.457,.392,13,17,.765,7,18,25,14,4,1,8,13,29,57,.509,11,25,.440,18,32,.563,.605,5,7,.714,7,26,33,12,5,8,10,13
Kansas City,1,2016-11-11,@,Creighton,REG (Non-Conf),L,82,89,,30,69,.435,9,19,.474,21,50,.420,.500,13,15,.867,11,22,33,13,11,2,12,22,30,59,.508,10,25,.400,20,34,.588,.593,19,28,.679,8,27,35,19,4,3,17,19
Kansas City,2,2016-11-15,,Drake,REG (Non-Conf),W,68,62,,24,51,.471,11,27,.407,13,24,.542,.578,9,13,.692,6,20,26,11,9,1,19,22,23,51,.451,3,15,.200,20,36,.556,.480,13,24,.542,12,20,32,8,12,1,22,21
Kansas City,3,2016-11-19,@,Bowling Green,REG (Non-Conf),W,71,69,,26,61,.426,8,23,.348,18,38,.474,.492,11,16,.688,8,21,29,6,8,2,14,23,24,61,.393,5,20,.250,19,41,.463,.434,16,23,.696,16,27,43,11,5,4,19,21
Kansas City,4,2016-11-20,N,Murray State,REG (Non-Conf),W,85,74,,29,63,.460,8,21,.381,21,42,.500,.524,19,23,.826,10,25,35,11,10,1,13,16,29,67,.433,7,21,.333,22,46,.478,.485,9,12,.750,13,23,36,15,7,3,14,17
Kansas City,5,2016-11-21,N,Green Bay,REG (Non-Conf),L,77,95,,31,66,.470,11,30,.367,20,36,.556,.553,4,9,.444,7,22,29,12,3,0,15,27,32,60,.533,8,24,.333,24,36,.667,.600,23,33,.697,7,29,36,17,6,4,9,16
Kansas City,6,2016-11-25,,Ark-Monticello,REG (Non-Conf),W,97,82,,33,66,.500,12,25,.480,21,41,.512,.591,19,27,.704,10,20,30,15,8,5,11,26,29,58,.500,1,5,.200,28,53,.528,.509,23,30,.767,10,21,31,11,6,1,14,21
Kansas City,7,2016-11-28,,Southeast Missouri State,REG (Non-Conf),W,86,75,,25,46,.543,12,19,.632,13,27,.481,.674,24,34,.706,2,26,28,18,4,4,13,26,24,70,.343,8,28,.286,16,42,.381,.400,19,23,.826,14,20,34,9,7,5,11,23
Kansas City,8,2016-11-30,,South Dakota,REG (Non-Conf),W,84,82,,28,60,.467,11,23,.478,17,37,.459,.558,17,28,.607,9,27,36,15,5,7,13,24,26,64,.406,6,21,.286,20,43,.465,.453,24,33,.727,12,25,37,7,5,2,12,28
Kansas City,9,2016-12-03,@,South Dakota State,REG (Non-Conf),L,68,77,,22,58,.379,13,34,.382,9,24,.375,.491,11,14,.786,15,15,30,16,10,1,20,22,27,48,.563,8,19,.421,19,29,.655,.646,15,24,.625,10,20,30,15,7,3,21,16
Kansas City,10,2016-12-06,@,Kansas,REG (Non-Conf),L,62,105,,22,62,.355,10,26,.385,12,36,.333,.435,8,11,.727,7,16,23,9,6,3,13,18,39,69,.565,15,27,.556,24,42,.571,.674,12,22,.545,20,32,52,22,7,7,12,16
Kansas City,11,2016-12-10,,William Jewell,REG (Non-Conf),W,93,71,,37,66,.561,6,19,.316,31,47,.660,.606,13,16,.813,9,33,42,14,4,4,12,18,24,62,.387,14,37,.378,10,25,.400,.500,9,17,.529,7,19,26,15,5,1,11,16
Kansas City,12,2016-12-15,,Omaha,REG (Non-Conf),L,75,80,,27,71,.380,8,28,.286,19,43,.442,.437,13,17,.765,8,31,39,15,6,2,13,20,28,64,.438,9,24,.375,19,40,.475,.508,15,24,.625,9,33,42,15,3,1,15,17
Kansas City,13,2016-12-17,@,West Virginia,REG (Non-Conf),L,67,112,,25,54,.463,9,28,.321,16,26,.615,.546,8,14,.571,8,21,29,15,5,1,27,24,41,77,.532,11,32,.344,30,45,.667,.604,19,27,.704,16,21,37,21,16,5,7,17
Kansas City,14,2016-12-20,,UT Martin,REG (Non-Conf),L,66,77,,21,67,.313,9,34,.265,12,33,.364,.381,15,23,.652,8,19,27,10,7,1,11,23,29,67,.433,3,17,.176,26,50,.520,.455,16,25,.640,14,40,54,17,6,2,18,25
Kansas City,15,2016-12-29,@,Mississippi State,REG (Non-Conf),L,54,77,,17,60,.283,5,26,.192,12,34,.353,.325,15,22,.682,9,25,34,7,5,1,12,19,29,58,.500,11,23,.478,18,35,.514,.595,8,18,.444,8,34,42,15,6,5,15,18
Kansas City,16,2017-01-02,,USC Upstate,REG (Non-Conf),L,75,84,,24,55,.436,8,23,.348,16,32,.500,.509,19,27,.704,8,22,30,11,5,4,14,29,29,62,.468,6,22,.273,23,40,.575,.516,20,31,.645,14,27,41,14,6,2,12,26
Kansas City,17,2017-01-05,,New Mexico State,REG (Conf),L,64,77,,22,57,.386,3,15,.200,19,42,.452,.412,17,23,.739,11,19,30,7,6,5,13,17,28,55,.509,7,18,.389,21,37,.568,.573,14,18,.778,6,25,31,16,6,6,13,18
Kansas City,18,2017-01-07,,Texas–Rio Grande Valley,REG (Conf),W,83,79,,27,53,.509,9,18,.500,18,35,.514,.594,20,35,.571,11,21,32,19,5,3,18,18,28,70,.400,7,24,.292,21,46,.457,.450,16,19,.842,12,24,36,10,12,1,11,25
Kansas City,19,2017-01-12,@,Seattle,REG (Conf),W,84,68,,26,58,.448,12,31,.387,14,27,.519,.552,20,26,.769,8,30,38,18,8,2,9,21,25,58,.431,8,26,.308,17,32,.531,.500,10,18,.556,6,22,28,16,5,2,12,23
Kansas City,20,2017-01-14,@,Utah Valley,REG (Conf),L,76,86,,22,57,.386,5,17,.294,17,40,.425,.430,27,42,.643,10,23,33,4,8,2,14,33,25,56,.446,5,18,.278,20,38,.526,.491,31,42,.738,10,33,43,10,6,3,20,30
Kansas City,21,2017-01-21,@,New Mexico State,REG (Conf),L,71,94,,25,64,.391,5,21,.238,20,43,.465,.430,16,21,.762,12,17,29,8,3,0,11,21,34,63,.540,8,20,.400,26,43,.605,.603,18,26,.692,15,28,43,18,2,3,11,18
Kansas City,22,2017-01-26,,Grand Canyon,REG (Conf),W,83,77,,25,54,.463,6,15,.400,19,39,.487,.519,27,34,.794,7,18,25,10,10,4,13,24,23,52,.442,5,14,.357,18,38,.474,.490,26,32,.813,11,27,38,7,4,1,22,25
Kansas City,23,2017-01-28,,Cal State Bakersfield,REG (Conf),L,63,74,,20,43,.465,10,20,.500,10,23,.435,.581,13,14,.929,6,17,23,11,5,2,22,24,24,43,.558,1,7,.143,23,36,.639,.570,25,36,.694,8,16,24,10,8,1,16,20
Kansas City,24,2017-01-31,,Ottawa (KS),REG (Non-Conf),W,93,67,,34,71,.479,16,42,.381,18,29,.621,.592,9,14,.643,11,34,45,24,9,5,18,27,19,64,.297,6,25,.240,13,39,.333,.344,23,35,.657,11,25,36,11,8,2,19,15
Kansas City,25,2017-02-04,@,Texas–Rio Grande Valley,REG (Conf),W,73,60,,22,52,.423,7,23,.304,15,29,.517,.490,22,28,.786,6,28,34,15,4,2,10,18,21,58,.362,6,22,.273,15,36,.417,.414,12,19,.632,8,21,29,10,2,3,11,21
Kansas City,26,2017-02-09,,Utah Valley,REG (Conf),W,84,76,,30,62,.484,11,22,.500,19,40,.475,.573,13,20,.650,14,24,38,17,14,2,16,16,26,58,.448,13,37,.351,13,21,.619,.560,11,13,.846,8,20,28,17,6,3,21,17
Kansas City,27,2017-02-11,,Seattle,REG (Conf),W,102,72,,31,62,.500,11,28,.393,20,34,.588,.589,29,33,.879,8,26,34,20,7,5,8,26,21,48,.438,11,29,.379,10,19,.526,.552,19,25,.760,3,19,22,13,3,0,16,28
Kansas City,28,2017-02-18,,Chicago State,REG (Conf),W,84,65,,30,60,.500,14,32,.438,16,28,.571,.617,10,15,.667,5,31,36,19,5,6,10,16,26,69,.377,5,20,.250,21,49,.429,.413,8,14,.571,13,28,41,9,5,2,13,14
