Name,Game,Opponent,Site,Outcome,Date,ORtg,DRtg,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FTr,oeFG%,oTOV%,oDRB%,oFTr,Pace,o3PAr
Abilene Christian,1,East Tennessee State,N,1,2020-11-25,98.83515707730321,67.07099536211201,0.46938775510204084,0.5661140315406389,0.4411764705882353,0.7,0.11416339636104174,0.1,0.5408163265306123,0.21178962230850687,0.18181818181818182,0.5510204081632653,0.3235294117647059,0.21405636817695325,0.8181818181818182,0.3333333333333333,140.9,0.4117647058823529
Abilene Christian,2,Austin Peay,N,1,2020-11-27,101.62601626016259,82.8258221680877,0.3137254901960784,0.583203732503888,0.44,0.5306122448979592,0.13920306246737427,0.05555555555555555,0.5686274509803921,0.20325203252032517,0.1864406779661017,0.5490196078431373,0.41818181818181815,0.20880459370106141,0.8135593220338984,0.3,291.27500000000003,0.34545454545454546
Abilene Christian,3,Omaha,N,1,2020-11-28,100.4107713372889,80.50943825335455,0.275,0.5609382967873534,0.46524064171123,0.5466666666666666,0.13190811917216283,0.03636363636363636,0.54375,0.2008215426745778,0.22340425531914893,0.475,0.43209876543209874,0.20013645667500565,0.776595744680851,0.2839506172839506,438.95000000000005,0.32098765432098764
Abilene Christian,4,NON-FBS-SCHOOL,,1,2020-12-01,99.97508926347254,75.75380014951408,0.3347826086956522,0.5451417187358508,0.5096525096525096,0.5714285714285714,0.14286900905390812,0.05673758865248227,0.5282608695652173,0.20925018683052393,0.2857142857142857,0.4217391304347826,0.42452830188679247,0.2093197109394468,0.7142857142857143,0.28773584905660377,602.0500000000001,0.33490566037735847
Abilene Christian,5,Tarleton State,,1,2020-12-05,99.5895296413431,74.04426559356136,0.36363636363636365,0.5401065615648493,0.5062893081761006,0.5859375,0.14218645204560698,0.05952380952380952,0.5209790209790209,0.20725388601036268,0.2857142857142857,0.4160839160839161,0.4271255060728745,0.20657276995305165,0.7142857142857143,0.3643724696356275,744.2750000000001,0.31983805668016196
Abilene Christian,6,Texas Tech,@,0,2020-12-09,94.56372772955686,74.60217874864541,0.3685800604229607,0.5283307810107197,0.4986449864498645,0.5625,0.13916614384303885,0.0663265306122449,0.5075528700906344,0.22156235724074916,0.2712765957446808,0.3867069486404834,0.4086206896551724,0.22129698283237326,0.7287234042553191,0.4379310344827586,876.125,0.32413793103448274
Abilene Christian,7,NON-FBS-SCHOOL,,1,2020-12-12,96.64560038891588,72.83378081523065,0.3805970149253731,0.5250924458531432,0.5067567567567568,0.5771428571428572,0.1464486209421528,0.06607929515418502,0.5049751243781094,0.20807000486144867,0.2894736842105263,0.373134328358209,0.4110787172011662,0.20893336587747133,0.7105263157894737,0.3935860058309038,1026.375,0.33819241982507287
Abilene Christian,8,NON-FBS-SCHOOL,,1,2020-12-16,99.05048730497342,74.9265014699706,0.3617021276595745,0.5269951484399341,0.51171875,0.5652173913043478,0.14783704325913483,0.0708955223880597,0.5042553191489362,0.19743171456058892,0.3048327137546468,0.4106382978723404,0.42875,0.19823603527929443,0.6951672862453532,0.375,1192.9250000000002,0.33
Abilene Christian,9,Arkansas,@,0,2020-12-22,99.13406987160346,79.31292008961913,0.3615819209039548,0.527151476659257,0.5008726003490401,0.5508474576271186,0.13592233009708737,0.076158940397351,0.5056497175141242,0.19408778739922364,0.29900332225913623,0.391713747645951,0.4400871459694989,0.1941747572815534,0.7009966777408638,0.39215686274509803,1339.3000000000002,0.3420479302832244
Abilene Christian,10,NON-FBS-SCHOOL,,1,2020-12-29,100.1712041357548,77.41240617952947,0.3733108108108108,0.5315472585414514,0.5149136577708007,0.5543071161048689,0.13866917976507018,0.0851063829787234,0.5109797297297297,0.19201718755245223,0.303951367781155,0.3902027027027027,0.43700787401574803,0.19252128841169938,0.6960486322188449,0.3720472440944882,1487.5,0.35236220472440943
Abilene Christian,11,Lamar,,1,2021-01-02,100.88840209322136,78.41455570190217,0.36459909228441756,0.5309337773792749,0.5198863636363636,0.569023569023569,0.13967592734401324,0.08611111111111111,0.5098335854765507,0.18985031033223804,0.31420765027322406,0.3812405446293495,0.43828264758497315,0.19113547952338653,0.6857923497267759,0.3810375670840787,1637.875,0.3559928443649374
Abilene Christian,12,Houston Christian,@,1,2021-01-06,100.34475992936625,79.02205985668118,0.3622589531680441,0.5258982871580927,0.5272727272727272,0.5740740740740741,0.13488829563018126,0.08673469387755102,0.5034435261707989,0.18947781483869158,0.31840796019900497,0.3622589531680441,0.43934426229508194,0.18996768301250527,0.681592039800995,0.38524590163934425,1781.5500000000002,0.35737704918032787
Abilene Christian,13,Southeastern Louisiana,,1,2021-01-16,100.75226977950713,77.36843471713789,0.367948717948718,0.529011168618905,0.5271411338962606,0.5948275862068966,0.14123633720175507,0.09443099273607748,0.5051282051282051,0.18988326848249024,0.315668202764977,0.3717948717948718,0.43498452012383904,0.19004595373471456,0.684331797235023,0.4071207430340557,1926.6750000000002,0.3606811145510836
Abilene Christian,14,Sam Houston,@,0,2021-01-20,99.62447001817081,78.59901386898545,0.3638525564803805,0.5213642703182452,0.516629711751663,0.6145552560646901,0.13796118627189044,0.0935412026726058,0.4976218787158145,0.18800726832222894,0.31223628691983124,0.3626634958382878,0.4363376251788269,0.18848218406159678,0.6877637130801688,0.413447782546495,2061.1499999999996,0.35765379113018597
Abilene Christian,15,Central Arkansas,,1,2021-01-23,101.13449263594741,78.32862789384531,0.3723756906077348,0.5295604317736259,0.5160955347871236,0.6345679012345679,0.13822699040090347,0.09815950920245399,0.5066298342541437,0.18584929066017097,0.30952380952380953,0.3569060773480663,0.4355909694555113,0.1861095426312818,0.6904761904761905,0.4050464807436919,2215.2999999999997,0.350597609561753
Abilene Christian,16,Stephen F. Austin,,1,2021-01-27,101.58756966728592,78.61222762851703,0.37293388429752067,0.529862579281184,0.5125,0.6241299303944315,0.13539242648614347,0.09906542056074766,0.5036157024793388,0.18324607329842932,0.3088235294117647,0.36363636363636365,0.436183395291202,0.18362597842183206,0.6911764705882353,0.40892193308550184,2365.95,0.33705080545229243
Abilene Christian,17,Incarnate Word,@,1,2021-01-30,102.3976924463674,79.88290257253425,0.3764705882352941,0.5329107853970769,0.5200364298724954,0.6271929824561403,0.1299300222565316,0.09660107334525939,0.5053921568627451,0.18348256314724676,0.3146853146853147,0.3696078431372549,0.44069767441860463,0.18366651294287492,0.6853146853146853,0.40348837209302324,2494.8999999999996,0.35
Abilene Christian,18,Lamar,@,1,2021-02-06,103.21646893031935,80.8281446961305,0.3755781683626272,0.5352452055065078,0.5185504745470233,0.6296296296296297,0.13216700408724552,0.0945945945945946,0.509713228492137,0.17977185732513187,0.31239669421487604,0.3598519888991674,0.4486187845303867,0.18029718476641585,0.687603305785124,0.4,2621.725,0.34585635359116024
