Name,Game,Opponent,Site,Outcome,Date,ORtg,DRtg,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FTr,oeFG%,oTOV%,oDRB%,oFTr,Pace,o3PAr
Abilene Christian,1,NON-FBS-SCHOOL,,1,2019-11-05,115.27377521613833,49.64990451941439,0.36,0.5416792055371652,0.5526315789473685,0.5555555555555556,0.20369191597708466,0.07142857142857142,0.52,0.08965738072366314,0.3076923076923077,0.22666666666666666,0.2857142857142857,0.08911521323997454,0.6923076923076923,0.3673469387755102,156.625,0.42857142857142855
Abilene Christian,2,Drexel,@,0,2019-11-10,109.78898937014121,78.24726134585289,0.37142857142857144,0.548944946850706,0.45112781954887216,0.5,0.1752738654147105,0.06666666666666667,0.525,0.09519276534983342,0.2054794520547945,0.2642857142857143,0.44554455445544555,0.09389671361502347,0.7945205479452054,0.49504950495049505,317.325,0.40594059405940597
Abilene Christian,3,Pepperdine,,0,2019-11-16,105.56161395856051,84.733069434043,0.3684210526315789,0.541993281075028,0.4789473684210526,0.4883720930232558,0.16261902214614313,0.044444444444444446,0.5052631578947369,0.13086150490730644,0.23300970873786409,0.3684210526315789,0.47039473684210525,0.1283834385364288,0.7669902912621359,0.48026315789473684,462.925,0.40789473684210525
Abilene Christian,4,Nevada-Las Vegas,@,0,2019-11-18,101.85892538833716,91.27789046653145,0.3855421686746988,0.523514527528139,0.47540983606557374,0.5370370370370371,0.14874915483434753,0.0423728813559322,0.4879518072289157,0.13920719803072745,0.2462686567164179,0.3172690763052209,0.5024752475247525,0.1386071670047329,0.753731343283582,0.43564356435643564,590.325,0.4158415841584158
Abilene Christian,5,NON-FBS-SCHOOL,,1,2019-11-21,105.56232237109218,88.94312250016948,0.3829113924050633,0.5350528193167787,0.5048543689320388,0.5673758865248227,0.13558402820147789,0.05442176870748299,0.5,0.146163215590743,0.28823529411764703,0.3227848101265823,0.4898785425101215,0.1464307504575961,0.711764705882353,0.44129554655870445,738.2249999999999,0.4048582995951417
Abilene Christian,6,Texas State,@,0,2019-11-25,101.70457784618894,89.45613429918363,0.3602150537634409,0.5203897088851293,0.5121293800539084,0.54375,0.1264803955386915,0.07142857142857142,0.4825268817204301,0.1596260190411037,0.29411764705882354,0.31989247311827956,0.49663299663299665,0.16097504886742556,0.7058823529411765,0.42424242424242425,873.375,0.3872053872053872
Abilene Christian,7,Southern Methodist,@,0,2019-11-29,99.46962874011808,93.00911854103344,0.3608490566037736,0.5095867938070338,0.4988179669030733,0.536723163841808,0.12563323201621077,0.06280193236714976,0.4693396226415094,0.15811067747423196,0.2815126050420168,0.3160377358490566,0.5221238938053098,0.160081053698075,0.7184873949579832,0.41297935103244837,993.1499999999999,0.3893805309734513
Abilene Christian,8,Southeast Missouri State,,1,2019-12-05,99.2210278950346,92.27240649259,0.35833333333333334,0.5121523877981939,0.5040983606557377,0.53,0.12350035285815103,0.06048387096774194,0.46770833333333334,0.1601462204621611,0.27611940298507465,0.33541666666666664,0.5012722646310432,0.16231474947071278,0.7238805970149254,0.42748091603053434,1141.275,0.36895674300254455
Abilene Christian,9,NON-FBS-SCHOOL,,1,2019-12-07,102.74051140924205,86.77026132336333,0.3559928443649374,0.5224896007464137,0.5213523131672598,0.5473251028806584,0.12306733652685284,0.06007067137809187,0.48389982110912344,0.1544165424454382,0.29605263157894735,0.31663685152057247,0.47404063205417607,0.15733925302800172,0.7039473684210527,0.41309255079006774,1296.0,0.3611738148984199
Abilene Christian,10,NON-FBS-SCHOOL,,1,2019-12-12,106.56243571281627,82.45272525027809,0.37676609105180536,0.5328121785640815,0.5362776025236593,0.5622775800711743,0.13626251390433816,0.0627062706270627,0.49607535321821034,0.15223205101830897,0.3208092485549133,0.304552590266876,0.4618556701030928,0.15433815350389324,0.6791907514450867,0.3958762886597938,1448.35,0.3752577319587629
Abilene Christian,11,New Orleans,@,1,2019-12-18,105.90277777777777,83.25496834054292,0.37117903930131,0.5381900680615075,0.5370101596516691,0.5770491803278689,0.13666854742649365,0.06432748538011696,0.5,0.16369047619047616,0.31733333333333336,0.3260553129548763,0.4643527204502814,0.16550686477336846,0.6826666666666666,0.4090056285178236,1603.95,0.35834896810506567
Abilene Christian,12,Nicholls State,,1,2019-12-21,105.73136527183613,82.87608596250571,0.36792452830188677,0.5440709099921276,0.5339547270306259,0.591044776119403,0.13717421124828533,0.07180851063829788,0.5060646900269542,0.17111935858571548,0.31343283582089554,0.3274932614555256,0.4564102564102564,0.1726108824874257,0.6865671641791045,0.4239316239316239,1757.225,0.3572649572649573
Abilene Christian,13,Wichita State,@,0,2019-12-29,104.02457437392616,85.28582347205018,0.3693467336683417,0.54155147178403,0.5233415233415234,0.5814606741573034,0.13493925098173576,0.07451923076923077,0.5012562814070352,0.17597750820013536,0.30324074074074076,0.3341708542713568,0.4657320872274143,0.17816197981182302,0.6967592592592593,0.43146417445482865,1908.925,0.35202492211838005
Abilene Christian,14,Lamar,@,1,2020-01-04,103.9779059062939,85.46547283208635,0.3674418604651163,0.5397655817697067,0.521689497716895,0.5729166666666666,0.1344290445234883,0.07317073170731707,0.5005813953488372,0.17539609477203352,0.30620985010706636,0.32790697674418606,0.467438494934877,0.17760333619526555,0.6937901498929336,0.426917510853835,2051.075,0.3473227206946454
Abilene Christian,15,McNeese State,,0,2020-01-08,103.87161934687465,87.58790757146772,0.36511375947995667,0.5417300714034883,0.5140997830802603,0.5690072639225182,0.1296922093341858,0.07216494845360824,0.5010834236186349,0.17506452698911457,0.29979879275653926,0.3304442036836403,0.48032564450474896,0.17809845648004385,0.7002012072434608,0.4396200814111262,2208.7749999999996,0.3419267299864315
Abilene Christian,16,Texas A&M-Corpus Christi,,1,2020-01-11,103.3319274567693,87.2517837187312,0.3682051282051282,0.5389353277606688,0.5080645161290323,0.5707656612529002,0.13410126364652283,0.06990291262135923,0.49641025641025643,0.17629692113032475,0.297951582867784,0.3487179487179487,0.4795134443021767,0.17966130834694405,0.702048417132216,0.44558258642765686,2348.8,0.3405889884763124
Abilene Christian,17,Southeastern Louisiana,,1,2020-01-18,103.63849999004242,86.47687551774999,0.3664717348927875,0.5419365588486451,0.5066793893129771,0.5720524017467249,0.134160386317257,0.07536764705882353,0.5,0.17843984625495388,0.2980599647266314,0.35769980506822613,0.4753012048192771,0.18103570201846725,0.7019400352733686,0.44216867469879517,2492.65,0.344578313253012
Abilene Christian,18,Sam Houston,@,0,2020-01-22,103.44827586206895,87.53799392097264,0.36968576709796674,0.5420833005275175,0.512589928057554,0.5758835758835759,0.12917933130699089,0.07560137457044673,0.4986136783733826,0.18180452257531363,0.30267558528428096,0.3659889094269871,0.47686230248307,0.1838905775075988,0.697324414715719,0.45146726862302483,2647.1000000000004,0.3431151241534989
Abilene Christian,19,Central Arkansas,@,1,2020-01-25,102.69512606234808,87.69031887388681,0.37445319335083116,0.5391106723049123,0.5037974683544304,0.5745526838966203,0.12855501292731972,0.07654723127035831,0.49606299212598426,0.181685917567112,0.2953125,0.3665791776027997,0.4771519659936238,0.18385521401896004,0.7046875,0.4505844845908608,2801.425,0.3475026567481403
